id,first_name,second_name,web_name,team_name,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,form,selected_by_percent,transfers_in,transfers_out,ict_index,influence,creativity,threat,bonus,bps,value_season
484,Matt,Targett,Targett,Newcastle,DEF,40,0,0,0,0,0,0.0,0.2,3759,37218,0.0,0.0,0.0,0.0,0,0,0.0
485,Anthony,Gordon,Gordon,Newcastle,MID,74,9,341,0,0,3,2.7,2.9,420523,305635,20.4,32.2,65.8,109.0,0,27,1.2
486,Anthony,Elanga,Elanga,Newcastle,MID,68,13,371,0,0,2,1.7,4.3,516740,943906,17.0,32.4,79.2,58.0,0,42,1.9
487,Harvey,Barnes,Barnes,Newcastle,MID,64,13,334,0,0,2,1.0,0.4,129116,150464,19.6,29.2,83.4,85.0,0,42,2.0
488,Bruno,Guimarães Rodriguez Moura,Bruno G.,Newcastle,MID,65,32,625,2,1,4,6.0,2.3,223355,188830,33.2,128.2,131.9,72.0,3,132,4.9
489,Jacob,Murphy,J.Murphy,Newcastle,MID,62,18,354,0,1,4,1.7,0.9,45507,191394,26.0,56.0,76.0,129.0,0,63,2.9
490,Joelinton Cássio,Apolinário de Lira,Joelinton,Newcastle,MID,59,14,446,0,0,3,2.3,0.3,23219,47313,18.4,43.4,50.9,88.0,0,52,2.4
491,Sandro,Tonali,Tonali,Newcastle,MID,54,25,674,0,1,5,3.7,1.5,103968,158748,40.1,125.0,207.2,68.0,1,144,4.6
492,Antoñito,Cordero Campillo,Antoñito C.,Newcastle,MID,49,0,0,0,0,0,0.0,0.0,655,3140,0.0,0.0,0.0,0.0,0,0,0.0
494,Joe,Willock,Willock,Newcastle,MID,50,4,86,0,0,1,0.0,0.1,4633,5024,1.8,10.6,2.2,6.0,0,16,0.8
495,Isaac,Hayden,Hayden,Newcastle,MID,45,0,0,0,0,0,0.0,0.0,0,1419,0.0,0.0,0.0,0.0,0,0,0.0
496,Garang,Kuol,Kuol,Newcastle,MID,44,0,0,0,0,0,0.0,0.0,2219,5997,0.0,0.0,0.0,0.0,0,0,0.0
497,Lewis,Miley,L.Miley,Newcastle,MID,44,11,212,0,1,1,1.7,2.1,159716,200330,10.4,44.8,49.8,8.0,0,54,2.5
498,Joe,White,White,Newcastle,MID,45,0,0,0,0,0,0.0,0.0,0,1030,0.0,0.0,0.0,0.0,0,0,0.0
500,William,Osula,Osula,Newcastle,FWD,55,13,164,1,0,1,1.0,0.3,64778,64675,7.9,37.2,13.7,31.0,0,43,2.4
501,Sean,Neave,Neave,Newcastle,FWD,44,0,0,0,0,0,0.0,0.2,12415,20349,0.0,0.0,0.0,0.0,0,0,0.0
674,Aaron,Ramsdale,Ramsdale,Newcastle,GKP,48,0,0,0,0,0,0.0,0.6,11956,55472,0.0,0.0,0.0,0.0,0,0,0.0
684,Malick,Thiaw,Thiaw,Newcastle,DEF,49,20,362,0,0,2,4.0,0.3,31010,16373,13.9,73.0,13.9,51.0,2,66,4.1
689,Seung-Soo,Park,Seung soo,Newcastle,MID,44,0,0,0,0,0,0.0,0.3,29094,18537,0.0,0.0,0.0,0.0,0,0,0.0
714,Nick,Woltemade,Woltemade,Newcastle,FWD,74,32,393,4,0,4,7.0,17.5,2312646,261011,32.4,142.4,38.3,141.0,6,116,4.3
12,Oleksandr,Zinchenko,Zinchenko,Nott'm Forest,DEF,49,5,253,0,0,0,1.0,0.3,20440,37225,13.0,62.6,52.4,15.0,0,46,1.0
426,James,McAtee,McAtee,Nott'm Forest,MID,52,4,126,0,0,0,0.3,0.1,8834,19196,6.1,14.0,39.8,6.0,0,20,0.8
502,Matz,Sels,Sels,Nott'm Forest,GKP,49,17,720,0,0,0,2.3,9.5,258432,1319046,21.5,214.4,0.0,0.0,0,77,3.5
503,Carlos Miguel,dos Santos Pereira,C.Miguel,Nott'm Forest,GKP,40,0,0,0,0,0,0.0,0.1,448,12503,0.0,0.0,0.0,0.0,0,0,0.0
504,Matt,Turner,Turner,Nott'm Forest,GKP,40,0,0,0,0,0,0.0,0.1,0,12487,0.0,0.0,0.0,0.0,0,0,0.0
505,Nikola,Milenković,Milenković,Nott'm Forest,DEF,53,13,720,0,0,0,1.7,4.6,196722,734036,18.5,118.4,23.8,41.0,0,53,2.5
506,Murillo,Costa dos Santos,Murillo,Nott'm Forest,DEF,53,8,379,0,0,0,0.3,2.1,68364,571205,8.1,66.0,13.2,2.0,0,28,1.5
507,Ola,Aina,Aina,Nott'm Forest,DEF,48,6,270,0,0,0,0.0,3.0,231062,1463671,9.8,53.8,33.3,11.0,0,20,1.2
508,Neco,Williams,N.Williams,Nott'm Forest,DEF,48,16,720,1,0,0,0.7,4.1,167747,788348,37.7,165.0,118.5,93.0,2,73,3.3
509,David,Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,DEF,45,0,0,0,0,0,0.0,0.0,427,3937,0.0,0.0,0.0,0.0,0,0,0.0
510,Jair,Paula da Cunha Filho,Jair Cunha,Nott'm Forest,DEF,43,3,90,0,0,0,1.0,0.1,1489,5319,2.6,26.0,0.4,0.0,0,9,0.7
511,Felipe,Rodrigues da Silva,Morato,Nott'm Forest,DEF,44,7,436,0,0,0,1.7,0.1,3542,6572,9.8,89.4,5.5,3.0,0,33,1.6
512,Omar,Richards,O.Richards,Nott'm Forest,DEF,45,0,0,0,0,0,0.0,0.0,345,3683,0.0,0.0,0.0,0.0,0,0,0.0
513,Zach,Abbott,Abbott,Nott'm Forest,DEF,39,0,0,0,0,0,0.0,0.2,6077,11356,0.0,0.0,0.0,0.0,0,0,0.0
514,Willy,Boly,Boly,Nott'm Forest,DEF,39,0,0,0,0,0,0.0,0.5,24588,31228,0.0,0.0,0.0,0.0,0,0,0.0
515,Morgan,Gibbs-White,Gibbs-White,Nott'm Forest,MID,73,20,641,0,1,0,2.3,3.2,347062,598032,35.9,70.6,157.7,134.0,0,97,2.7
516,Callum,Hudson-Odoi,Hudson-Odoi,Nott'm Forest,MID,59,19,432,1,0,0,1.0,0.9,149718,192666,33.9,91.0,157.7,89.0,3,86,3.2
517,Elliot,Anderson,Anderson,Nott'm Forest,MID,54,26,720,0,1,0,2.7,3.4,236559,543225,43.1,155.6,207.2,67.0,1,147,4.8
518,João Pedro,Ferreira da Silva,Jota,Nott'm Forest,MID,54,1,11,0,0,0,0.0,0.0,1029,8327,1.0,5.0,0.5,4.0,0,6,0.2
519,Nicolás,Domínguez,Dominguez,Nott'm Forest,MID,50,0,45,0,0,0,0.0,0.0,491,373,0.6,2.4,3.3,0.0,0,3,0.0
520,Lewis,O'Brien,O'Brien,Nott'm Forest,MID,50,0,0,0,0,0,0.0,0.0,0,109,0.0,0.0,0.0,0.0,0,0,0.0
521,Ibrahim,Sangaré,Sangaré,Nott'm Forest,MID,49,12,441,0,0,0,0.3,0.1,4258,5907,13.1,59.6,35.0,36.0,0,66,2.4
522,Ryan,Yates,Yates,Nott'm Forest,MID,48,4,88,0,0,0,0.3,0.1,3178,9671,4.3,19.8,5.3,19.0,0,14,0.8
523,Eric,da Silva Moreira,Da Silva Moreira,Nott'm Forest,MID,45,0,0,0,0,0,0.0,0.1,1896,14482,0.0,0.0,0.0,0.0,0,0,0.0
524,Marko,Stamenić,Stamenic,Nott'm Forest,MID,45,0,0,0,0,0,0.0,0.0,245,5140,0.0,0.0,0.0,0.0,0,0,0.0
525,Chris,Wood,Wood,Nott'm Forest,FWD,72,25,538,2,0,1,1.7,9.0,2128435,2866461,29.8,77.6,49.6,179.0,3,85,3.5
526,Igor Jesus,Maciel da Cruz,Igor Jesus,Nott'm Forest,FWD,58,7,146,0,0,0,1.0,0.7,77234,100879,9.6,18.2,17.4,64.0,0,21,1.2
527,Taiwo,Awoniyi,Awoniyi,Nott'm Forest,FWD,52,1,45,0,0,0,0.3,0.4,21041,66912,1.1,0.0,10.7,1.0,0,5,0.2
669,Dan,Ndoye,Ndoye,Nott'm Forest,MID,59,24,493,1,1,0,1.0,1.6,523807,439701,27.0,95.8,103.2,70.0,4,91,4.1
675,Angus,Gunn,Gunn,Nott'm Forest,GKP,40,0,0,0,0,0,0.0,1.5,25413,52496,0.0,0.0,0.0,0.0,0,0,0.0
693,Omari,Hutchinson,Hutchinson,Nott'm Forest,MID,55,4,52,0,0,0,0.7,0.0,3393,2904,11.6,23.2,57.6,38.0,0,19,0.7
696,Arnaud,Kalimuendo,Kalimuendo,Nott'm Forest,FWD,60,5,65,0,0,0,0.3,0.1,8196,7418,4.1,2.8,16.4,22.0,0,11,0.8
699,Douglas Luiz,Soares de Paulo,Douglas Luiz,Nott'm Forest,MID,50,6,127,0,1,0,0.3,0.1,11400,9921,4.7,6.4,30.3,10.0,0,28,1.2
715,John Victor,Maciel Furtado,John,Nott'm Forest,GKP,40,0,0,0,0,0,0.0,0.4,36423,12847,0.0,0.0,0.0,0.0,0,0,0.0
716,Nicolò,Savona,Savona,Nott'm Forest,DEF,45,2,159,0,0,0,0.7,0.0,1341,951,4.3,24.6,14.6,4.0,0,5,0.4
729,Luis Eduardo,Soares da Silva,Cuiabano,Nott'm Forest,DEF,45,0,0,0,0,0,0.0,0.0,25,35,0.0,0.0,0.0,0.0,0,0,0.0
734,Dilane,Bakwa,Bakwa,Nott'm Forest,MID,60,5,172,0,0,0,1.0,0.0,2454,1654,15.3,30.2,73.7,49.0,0,27,0.8
528,Anthony,Patterson,Patterson,Sunderland,GKP,43,0,0,0,0,0,0.0,0.2,5931,22945,0.0,0.0,0.0,0.0,0,0,0.0
529,Simon,Moore,Moore,Sunderland,GKP,40,0,0,0,0,0,0.0,0.4,7590,18777,0.0,0.0,0.0,0.0,0,0,0.0
530,Blondy,Nna Noukeu,Nna Noukeu,Sunderland,GKP,40,0,0,0,0,0,0.0,0.1,2020,5601,0.0,0.0,0.0,0.0,0,0,0.0
531,Daniel,Ballard,Ballard,Sunderland,DEF,46,33,309,1,0,2,4.7,2.4,611684,569419,31.5,159.6,42.7,112.0,5,108,7.2
532,Trai,Hume,Hume,Sunderland,DEF,45,37,708,0,1,4,6.0,0.3,34510,24929,25.0,126.8,95.2,27.0,2,138,8.2
533,Aji,Alese,Alese,Sunderland,DEF,40,0,0,0,0,0,0.0,0.0,255,414,0.0,0.0,0.0,0.0,0,0,0.0
534,Joe,Anderson,Anderson,Sunderland,DEF,39,0,0,0,0,0,0.0,0.5,27476,33434,0.0,0.0,0.0,0.0,0,0,0.0
535,Dennis,Cirkin,Cirkin,Sunderland,DEF,40,0,0,0,0,0,0.0,0.0,274,1873,0.0,0.0,0.0,0.0,0,0,0.0
536,Leo Fuhr,Hjelde,Hjelde,Sunderland,DEF,40,0,0,0,0,0,0.0,0.0,269,398,0.0,0.0,0.0,0.0,0,0,0.0
537,Niall,Huggins,Huggins,Sunderland,DEF,40,0,0,0,0,0,0.0,0.1,1038,13323,0.0,0.0,0.0,0.0,0,0,0.0
538,Zak,Johnson,Johnson,Sunderland,DEF,39,0,0,0,0,0,0.0,0.3,14832,15055,0.0,0.0,0.0,0.0,0,0,0.0
539,Luke,O'Nien,O'Nien,Sunderland,DEF,40,0,0,0,0,0,0.0,0.0,1996,1908,0.0,0.0,0.0,0.0,0,0,0.0
540,Timothée,Pembélé,Pembele,Sunderland,DEF,39,0,0,0,0,0,0.0,0.5,43050,21791,0.0,0.0,0.0,0.0,0,0,0.0
541,Reinildo,Mandava,Reinildo,Sunderland,DEF,40,14,392,0,0,2,0.0,4.7,412631,633980,9.9,74.2,18.3,6.0,0,66,3.5
542,Jenson,Seelt,Seelt,Sunderland,DEF,40,2,133,0,0,0,0.0,0.1,3016,20676,3.6,33.6,2.4,0.0,0,11,0.5
543,Simon,Adingra,Adingra,Sunderland,MID,52,13,271,0,1,2,0.7,0.6,74140,180113,11.4,28.4,77.8,8.0,0,36,2.5
544,Habib,Diarra,Diarra,Sunderland,MID,54,12,345,0,1,2,0.0,0.0,6030,14388,8.0,10.6,31.0,45.0,0,23,2.2
545,Patrick,Roberts,Roberts,Sunderland,MID,54,1,27,0,0,0,0.0,0.0,462,3807,1.4,1.8,7.3,5.0,0,4,0.2
546,Milan,Aleksić,Aleksić,Sunderland,MID,49,0,0,0,0,0,0.0,0.0,295,3061,0.0,0.0,0.0,0.0,0,0,0.0
547,Enzo,Le Fée,E.Le Fée,Sunderland,MID,49,25,465,1,0,2,3.3,0.4,56694,54486,21.9,115.6,75.0,29.0,2,83,5.1
548,Romaine,Mundle,Mundle,Sunderland,MID,49,0,0,0,0,0,0.0,0.0,148,709,0.0,0.0,0.0,0.0,0,0,0.0
549,Dan,Neil,Neil,Sunderland,MID,48,2,2,0,0,0,0.3,0.0,724,2601,0.2,2.0,0.0,0.0,0,7,0.4
550,Ian,Poveda-Ocampo,Poveda,Sunderland,MID,48,0,0,0,0,0,0.0,0.0,350,1729,0.0,0.0,0.0,0.0,0,0,0.0
551,Chris,Rigg,Rigg,Sunderland,MID,48,7,171,0,0,1,1.3,0.0,2459,4794,4.1,7.8,25.0,7.0,0,19,1.5
552,Noah,Sadiki,Sadiki,Sunderland,MID,50,17,713,0,0,4,2.0,0.0,3364,4375,15.9,66.6,74.6,17.0,0,90,3.4
553,Chemsdine,Talbi,Talbi,Sunderland,MID,50,24,528,0,2,4,2.7,0.2,37296,38416,19.8,48.8,89.0,61.0,0,67,4.8
554,Abdoullah,Ba,Ba,Sunderland,MID,44,0,0,0,0,0,0.0,0.2,12705,21901,0.0,0.0,0.0,0.0,0,0,0.0
555,Alan,Browne,Browne,Sunderland,MID,45,0,0,0,0,0,0.0,0.0,1291,8494,0.0,0.0,0.0,0.0,0,0,0.0
556,Pierre,Ekwah Elimby,Ekwah,Sunderland,MID,45,0,0,0,0,0,0.0,0.0,0,1598,0.0,0.0,0.0,0.0,0,0,0.0
557,Harrison,Jones,H.Jones,Sunderland,MID,44,0,0,0,0,0,0.0,0.1,3306,5207,0.0,0.0,0.0,0.0,0,0,0.0
558,Jay,Matete,Matete,Sunderland,MID,44,0,0,0,0,0,0.0,0.2,16184,22038,0.0,0.0,0.0,0.0,0,0,0.0
559,Nectarios,Triantis,Triantis,Sunderland,MID,44,0,0,0,0,0,0.0,0.0,2951,6713,0.0,0.0,0.0,0.0,0,0,0.0
560,Wilson,Isidor,Isidor,Sunderland,FWD,56,30,452,3,0,3,1.7,3.3,556019,215035,25.9,108.6,6.6,145.0,6,107,5.4
561,Eliezer,Mayenda Dossou,Mayenda,Sunderland,FWD,55,15,257,1,0,2,0.7,0.8,248465,251093,12.3,48.2,24.6,52.0,2,53,2.7
562,Ahmed,Abdullahi,Abdullahi,Sunderland,FWD,44,0,0,0,0,0,0.0,0.4,20453,45917,0.0,0.0,0.0,0.0,0,0,0.0
563,Luís Hemir,Silva Semedo,Luís Hemir,Sunderland,FWD,44,0,0,0,0,0,0.0,0.1,5979,16551,0.0,0.0,0.0,0.0,0,0,0.0
564,Nazarii,Rusyn,Rusyn,Sunderland,FWD,44,0,0,0,0,0,0.0,0.1,3530,17140,0.0,0.0,0.0,0.0,0,0,0.0
668,Granit,Xhaka,Xhaka,Sunderland,MID,50,37,720,0,3,4,5.7,4.6,426681,220269,38.9,202.6,164.3,23.0,1,158,7.4
670,Robin,Roefs,Roefs,Sunderland,GKP,46,48,720,0,0,4,6.3,5.5,683630,138773,25.0,231.4,20.0,0.0,6,175,10.4
678,Arthur,Masuaku,Masuaku,Sunderland,DEF,39,1,125,0,0,0,0.0,0.7,37838,36601,4.9,21.8,20.1,7.0,0,4,0.3
683,Omar,Alderete,Alderete,Sunderland,DEF,41,45,667,1,1,3,7.7,7.0,871781,182676,34.4,228.4,38.6,77.0,4,143,11.0
694,Nordi,Mukiele,Mukiele,Sunderland,DEF,41,44,540,1,0,3,8.7,3.2,407955,66303,27.5,185.8,47.0,42.0,5,151,10.7
724,Lutsharel,Geertruida,Geertruida,Sunderland,DEF,45,5,71,0,0,0,1.0,0.0,2088,1100,3.9,18.4,0.9,19.0,0,23,1.1
730,Brian,Brobbey,Brobbey,Sunderland,FWD,55,3,57,0,0,0,0.7,0.1,11427,6937,0.4,3.4,0.3,0.0,0,10,0.5
735,Bertrand,Traoré,Traoré,Sunderland,MID,55,4,150,0,0,1,1.3,0.0,2892,1300,8.6,17.0,28.2,40.0,0,22,0.7
565,Guglielmo,Vicario,Vicario,Spurs,GKP,51,36,720,0,0,3,2.0,11.2,1170529,539674,20.1,200.8,0.1,0.0,5,161,7.1
566,Brandon,Austin,Austin,Spurs,GKP,39,0,0,0,0,0,0.0,0.3,10449,12114,0.0,0.0,0.0,0.0,0,0,0.0
567,Antonín,Kinský,Kinsky,Spurs,GKP,39,0,0,0,0,0,0.0,1.9,82347,96224,0.0,0.0,0.0,0.0,0,0,0.0
568,Pedro,Porro Sauceda,Pedro Porro,Spurs,DEF,56,31,635,0,1,3,3.0,20.5,1118600,1298697,34.6,136.0,183.0,25.0,0,131,5.5
569,Cristian,Romero,Romero,Spurs,DEF,51,32,630,0,1,3,1.0,6.5,667906,422177,22.9,150.8,29.2,50.0,3,132,6.3
570,Kevin,Danso,Danso,Spurs,DEF,43,3,106,0,0,0,0.3,0.1,9807,19225,3.0,27.2,2.6,0.0,0,17,0.7
571,Ben,Davies,Davies,Spurs,DEF,43,0,0,0,0,0,0.0,0.1,2293,7676,0.0,0.0,0.0,0.0,0,0,0.0
572,Radu,Drăgușin,Dragusin,Spurs,DEF,45,0,0,0,0,0,0.0,0.0,323,479,0.0,0.0,0.0,0.0,0,0,0.0
573,Djed,Spence,Spence,Spurs,DEF,45,22,488,0,0,3,1.0,1.9,242853,184003,13.9,60.2,51.3,28.0,0,74,4.9
574,Destiny,Udogie,Udogie,Spurs,DEF,44,7,301,0,0,0,1.3,0.5,40235,71508,13.7,50.0,46.5,40.0,0,37,1.6
575,Micky,van de Ven,Van de Ven,Spurs,DEF,48,32,709,1,0,3,1.3,32.2,1781571,1038772,23.4,149.2,30.9,54.0,2,139,6.7
576,Ashley,Phillips,Phillips,Spurs,DEF,40,0,0,0,0,0,0.0,0.0,0,1709,0.0,0.0,0.0,0.0,0,0,0.0
577,Takai,Kōta,Takai,Spurs,DEF,40,0,0,0,0,0,0.0,0.1,538,6967,0.0,0.0,0.0,0.0,0,0,0.0
578,Luka,Vušković,Vuskovic,Spurs,DEF,39,0,0,0,0,0,0.0,0.4,7334,77533,0.0,0.0,0.0,0.0,0,0,0.0
579,Son,Heung-min,Son,Spurs,MID,85,0,0,0,0,0,0.0,0.1,0,24513,0.0,0.0,0.0,0.0,0,0,0.0
580,Brennan,Johnson,Johnson,Spurs,MID,68,23,270,2,0,2,1.0,3.8,1074352,1082932,19.1,91.0,45.0,54.0,2,75,3.4
581,James,Maddison,Maddison,Spurs,MID,69,0,0,0,0,0,0.0,0.1,736,21642,0.0,0.0,0.0,0.0,0,0,0.0
582,Mohammed,Kudus,Kudus,Spurs,MID,68,41,708,1,5,3,5.3,35.3,2766262,1541847,61.4,198.2,255.2,161.0,4,129,6.0
583,Dejan,Kulusevski,Kulusevski,Spurs,MID,64,0,0,0,0,0,0.0,0.0,404,1441,0.0,0.0,0.0,0.0,0,0,0.0
584,Mathys,Tel,Tel,Spurs,MID,63,16,234,1,0,1,3.7,0.1,12419,15604,9.2,43.8,9.8,38.0,2,41,2.5
585,Rodrigo,Bentancur,Bentancur,Spurs,MID,53,26,495,1,0,1,6.0,0.2,10646,15089,21.7,114.4,63.1,39.0,3,111,4.9
586,Lucas,Bergvall,Bergvall,Spurs,MID,54,22,374,1,1,2,0.7,0.5,94966,60272,22.6,90.8,41.4,93.0,0,75,4.1
587,Yves,Bissouma,Bissouma,Spurs,MID,52,0,0,0,0,0,0.0,0.0,1020,12827,0.0,0.0,0.0,0.0,0,0,0.0
588,Wilson,Odobert,Odobert,Spurs,MID,53,11,314,0,0,0,1.7,0.0,1865,3566,17.3,29.6,57.3,86.0,0,36,2.1
589,Manor,Solomon,Solomon,Spurs,MID,54,0,0,0,0,0,0.0,0.0,115,1394,0.0,0.0,0.0,0.0,0,0,0.0
590,Bryan,Gil Salvatierra,Bryan,Spurs,MID,49,0,0,0,0,0,0.0,0.0,675,3877,0.0,0.0,0.0,0.0,0,0,0.0
591,Archie,Gray,Gray,Spurs,MID,48,4,71,0,0,1,0.0,0.1,4870,11691,2.2,6.0,13.2,2.0,0,17,0.8
592,Mikey,Moore,Moore,Spurs,MID,50,0,0,0,0,0,0.0,0.0,0,635,0.0,0.0,0.0,0.0,0,0,0.0
593,Pape Matar,Sarr,P.M.Sarr,Spurs,MID,49,25,378,1,2,3,2.0,2.0,278739,362385,21.4,105.2,38.4,70.0,0,92,5.1
594,Yang,Min-hyeok,Min-hyeok,Spurs,MID,45,0,0,0,0,0,0.0,0.0,0,2542,0.0,0.0,0.0,0.0,0,0,0.0
595,Callum,Olusesi,Olusesi,Spurs,MID,44,0,0,0,0,0,0.0,0.2,12902,17150,0.0,0.0,0.0,0.0,0,0,0.0
596,Dominic,Solanke-Mitchell,Solanke,Spurs,FWD,72,2,31,0,0,0,0.0,1.0,28434,432540,3.1,6.0,0.3,25.0,0,10,0.3
597,Richarlison,de Andrade,Richarlison,Spurs,FWD,66,33,483,3,1,2,1.3,12.3,2421872,1651310,41.3,148.2,59.8,205.0,6,137,5.0
598,Will,Lankshear,Lankshear,Spurs,FWD,45,0,0,0,0,0,0.0,0.0,0,4624,0.0,0.0,0.0,0.0,0,0,0.0
599,Dane,Scarlett,Scarlett,Spurs,FWD,44,0,0,0,0,0,0.0,0.6,34246,67649,0.0,0.0,0.0,0.0,0,0,0.0
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,MID,55,39,603,2,1,2,6.3,1.3,170701,87935,30.0,189.8,39.4,70.0,8,150,7.1
717,Xavi,Simons,Xavi,Spurs,MID,69,12,327,0,1,1,1.7,2.5,649592,398636,17.7,50.8,97.4,29.0,0,52,1.7
726,Randal,Kolo Muani,Kolo Muani,Spurs,FWD,69,1,11,0,0,0,0.3,0.2,38080,34164,0.1,0.0,0.0,4.0,0,0,0.1
745,Jun'ai,Byfield,Byfield,Spurs,DEF,40,0,0,0,0,0,0.0,0.0,51,5,0.0,0.0,0.0,0.0,0,0,0.0
149,Igor Julio,dos Santos de Paulo,Igor,West Ham,DEF,45,1,1,0,0,0,0.3,0.1,3115,3976,0.0,0.0,0.0,0.0,0,3,0.2
600,Alphonse,Areola,Areola,West Ham,GKP,43,8,360,0,0,0,2.3,2.2,41176,291660,11.4,113.6,0.0,0.0,0,47,1.9
601,Wes,Foderingham,Foderingham,West Ham,GKP,40,0,0,0,0,0,0.0,0.3,3874,30378,0.0,0.0,0.0,0.0,0,0,0.0
602,Krisztián,Hegyi,Hegyi,West Ham,GKP,40,0,0,0,0,0,0.0,0.2,2773,8542,0.0,0.0,0.0,0.0,0,0,0.0
603,El Hadji Malick,Diouf,Diouf,West Ham,DEF,44,27,675,0,4,1,3.0,3.8,174621,516299,32.2,159.6,122.1,40.0,1,61,6.1
604,Emerson,Palmieri dos Santos,Emerson,West Ham,DEF,44,0,0,0,0,0,0.0,0.1,1719,18858,0.0,0.0,0.0,0.0,0,0,0.0
605,Maximilian,Kilman,Kilman,West Ham,DEF,44,16,720,0,0,1,2.3,0.2,11321,24585,23.0,184.0,30.1,16.0,0,39,3.6
606,Konstantinos,Mavropanos,Mavropanos,West Ham,DEF,44,17,495,0,0,1,1.7,0.1,5531,5454,18.6,128.8,2.7,55.0,0,54,3.9
607,Nayef,Aguerd,N.Aguerd,West Ham,DEF,44,3,180,0,0,0,0.0,0.1,1288,11390,5.1,39.0,3.9,8.0,0,-1,0.7
608,Ollie,Scarles,Scarles,West Ham,DEF,44,1,45,0,0,0,0.3,0.0,760,2357,0.9,8.0,1.0,0.0,0,4,0.2
609,Jean-Clair,Todibo,Todibo,West Ham,DEF,43,2,216,0,0,0,0.3,0.1,3679,9918,5.0,43.6,4.1,2.0,0,11,0.5
610,Aaron,Wan-Bissaka,Wan-Bissaka,West Ham,DEF,43,3,303,0,0,0,0.7,6.4,70004,1911295,11.4,49.6,51.5,12.0,0,1,0.7
611,Kaelan,Casey,Casey,West Ham,DEF,40,0,0,0,0,0,0.0,0.1,0,10388,0.0,0.0,0.0,0.0,0,0,0.0
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,West Ham,MID,59,31,697,2,0,1,2.3,3.0,556699,391322,46.8,182.8,195.8,88.0,2,126,5.3
613,Tomáš,Souček,Souček,West Ham,MID,57,6,301,0,0,1,0.7,0.2,3647,79090,13.2,53.2,14.6,63.0,0,35,1.1
614,James,Ward-Prowse,Ward-Prowse,West Ham,MID,57,11,414,0,0,1,0.0,0.2,9401,33741,23.9,56.6,176.3,6.0,0,82,1.9
615,Crysencio,Summerville,Summerville,West Ham,MID,55,15,401,0,2,0,1.3,0.1,17535,7734,18.6,62.0,63.8,60.0,0,64,2.7
616,Edson,Álvarez Velázquez,Álvarez,West Ham,MID,49,0,0,0,0,0,0.0,0.1,1147,15153,0.0,0.0,0.0,0.0,0,0,0.0
617,Maxwel,Cornet,Cornet,West Ham,MID,49,0,0,0,0,0,0.0,0.0,246,2914,0.0,0.0,0.0,0.0,0,0,0.0
618,Guido,Rodríguez,G.Rodriguez,West Ham,MID,48,3,89,0,0,0,0.3,0.0,1214,3775,0.8,3.4,2.5,2.0,0,14,0.6
619,Luis Guilherme,Lira dos Santos,L.Guilherme,West Ham,MID,49,3,54,0,0,0,0.3,0.0,437,2428,0.4,1.6,0.6,4.0,0,5,0.6
620,George,Earthy,Earthy,West Ham,MID,45,0,0,0,0,0,0.0,0.1,2235,6326,0.0,0.0,0.0,0.0,0,0,0.0
621,Andy,Irving,Irving,West Ham,MID,44,6,85,0,0,0,1.0,0.3,28457,24608,6.1,25.4,34.0,2.0,0,32,1.4
622,Lewis,Orford,Orford,West Ham,MID,44,0,0,0,0,0,0.0,0.1,1052,9920,0.0,0.0,0.0,0.0,0,0,0.0
623,Freddie,Potts,Potts,West Ham,MID,44,3,105,0,0,0,0.7,0.7,57870,65441,2.1,15.4,3.7,2.0,0,12,0.7
624,Jarrod,Bowen,Bowen,West Ham,FWD,78,37,720,3,0,1,4.3,8.9,672241,1422560,48.6,178.8,113.3,193.0,9,171,4.7
625,Niclas,Füllkrug,Füllkrug,West Ham,FWD,56,10,379,0,0,1,1.3,0.8,41831,358590,21.9,24.8,72.3,125.0,0,23,1.8
626,Callum,Marshall,Marshall,West Ham,FWD,44,2,58,0,0,0,0.7,0.7,46134,63665,0.8,1.2,0.1,7.0,0,0,0.5
659,Kyle,Walker-Peters,Walker-Peters,West Ham,DEF,44,12,436,0,0,1,1.0,0.3,12745,26451,14.7,66.8,47.5,32.0,0,55,2.7
671,Callum,Wilson,Wilson,West Ham,FWD,59,11,170,1,0,0,0.0,0.4,32923,53827,14.3,50.8,13.5,82.0,2,42,1.9
679,Mads,Hermansen,Hermansen,West Ham,GKP,44,9,360,0,0,1,0.0,0.3,13110,25916,8.5,84.8,0.0,0.0,0,27,2.0
708,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,West Ham,MID,55,14,443,0,0,1,2.3,0.0,3878,2306,13.7,56.2,68.3,13.0,0,63,2.5
718,Soungoutou,Magassa,S.Magassa,West Ham,MID,50,4,159,0,0,0,0.7,0.0,463,358,3.6,29.2,6.4,0.0,0,19,0.8
738,Lukasz,Fabianski,Fabianski,West Ham,GKP,45,0,0,0,0,0,0.0,0.0,2763,1163,0.0,0.0,0.0,0.0,0,0,0.0
627,Sam,Johnstone,Johnstone,Wolves,GKP,45,9,360,0,0,0,2.0,0.2,6675,7566,10.0,100.0,0.1,0.0,0,50,2.0
628,José,Malheiro de Sá,José Sá,Wolves,GKP,44,5,360,0,0,0,0.0,1.3,28822,101530,5.5,44.0,10.0,0.0,0,7,1.1
