player_id,first_name,second_name,web_name,team_name,position
452,Amad,Diallo,Amad,Man Utd,MID
454,Antony,dos Santos,Antony,Man Utd,MID
455,Mason,Mount,Mount,Man Utd,MID
457,Carlos Henrique,Casimiro,Casemiro,Man Utd,MID
458,Kobbie,Mainoo,Mainoo,Man Utd,MID
459,Manuel,Ugarte Ribeiro,Ugarte,Man Utd,MID
460,Toby,Collyer,Collyer,Man Utd,MID
461,Jayce,Fitzgerald,Fitzgerald,Man Utd,MID
462,Jack,Fletcher,J.Fletcher,Man Utd,MID
463,Sékou,Koné,Kone,Man Utd,MID
464,Jack,Moorhouse,Moorhouse,Man Utd,MID
465,Rasmus,Højlund,Højlund,Man Utd,FWD
466,Joshua,Zirkzee,Zirkzee,Man Utd,FWD
467,Chido,Obi,Obi,Man Utd,FWD
468,Ethan,Wheatley,Wheatley,Man Utd,FWD
681,Benjamin,Sesko,Šeško,Man Utd,FWD
733,Senne,Lammens,Lammens,Man Utd,GKP
52,Jacob,Ramsey,J.Ramsey,Newcastle,MID
135,Yoane,Wissa,Wissa,Newcastle,FWD
469,Nick,Pope,Pope,Newcastle,GKP
471,Mark,Gillespie,Gillespie,Newcastle,GKP
472,Odysseas,Vlachodimos,Odysseas,Newcastle,GKP
473,Lewis,Hall,Hall,Newcastle,DEF
474,Fabian,Schär,Schär,Newcastle,DEF
475,Sven,Botman,Botman,Newcastle,DEF
476,Dan,Burn,Burn,Newcastle,DEF
477,Tino,Livramento,Livramento,Newcastle,DEF
478,Kieran,Trippier,Trippier,Newcastle,DEF
479,Emil,Krafth,Krafth,Newcastle,DEF
480,Jamaal,Lascelles,Lascelles,Newcastle,DEF
481,Alex,Murphy,A.Murphy,Newcastle,DEF
482,Harrison,Ashby,Ashby,Newcastle,DEF
483,Miodrag,Pivaš,Pivas,Newcastle,DEF
484,Matt,Targett,Targett,Newcastle,DEF
485,Anthony,Gordon,Gordon,Newcastle,MID
486,Anthony,Elanga,Elanga,Newcastle,MID
487,Harvey,Barnes,Barnes,Newcastle,MID
488,Bruno,Guimarães Rodriguez Moura,Bruno G.,Newcastle,MID
489,Jacob,Murphy,J.Murphy,Newcastle,MID
490,Joelinton Cássio,Apolinário de Lira,Joelinton,Newcastle,MID
491,Sandro,Tonali,Tonali,Newcastle,MID
492,Antoñito,Cordero Campillo,Antoñito C.,Newcastle,MID
494,Joe,Willock,Willock,Newcastle,MID
495,Isaac,Hayden,Hayden,Newcastle,MID
496,Garang,Kuol,Kuol,Newcastle,MID
497,Lewis,Miley,L.Miley,Newcastle,MID
498,Joe,White,White,Newcastle,MID
500,William,Osula,Osula,Newcastle,FWD
501,Sean,Neave,Neave,Newcastle,FWD
674,Aaron,Ramsdale,Ramsdale,Newcastle,GKP
684,Malick,Thiaw,Thiaw,Newcastle,DEF
689,Seung-Soo,Park,Seung soo,Newcastle,MID
714,Nick,Woltemade,Woltemade,Newcastle,FWD
12,Oleksandr,Zinchenko,Zinchenko,Nott'm Forest,DEF
426,James,McAtee,McAtee,Nott'm Forest,MID
502,Matz,Sels,Sels,Nott'm Forest,GKP
503,Carlos Miguel,dos Santos Pereira,C.Miguel,Nott'm Forest,GKP
504,Matt,Turner,Turner,Nott'm Forest,GKP
505,Nikola,Milenković,Milenković,Nott'm Forest,DEF
506,Murillo,Costa dos Santos,Murillo,Nott'm Forest,DEF
507,Ola,Aina,Aina,Nott'm Forest,DEF
508,Neco,Williams,N.Williams,Nott'm Forest,DEF
509,David,Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,DEF
510,Jair,Paula da Cunha Filho,Jair Cunha,Nott'm Forest,DEF
511,Felipe,Rodrigues da Silva,Morato,Nott'm Forest,DEF
512,Omar,Richards,O.Richards,Nott'm Forest,DEF
513,Zach,Abbott,Abbott,Nott'm Forest,DEF
514,Willy,Boly,Boly,Nott'm Forest,DEF
515,Morgan,Gibbs-White,Gibbs-White,Nott'm Forest,MID
516,Callum,Hudson-Odoi,Hudson-Odoi,Nott'm Forest,MID
517,Elliot,Anderson,Anderson,Nott'm Forest,MID
518,João Pedro,Ferreira da Silva,Jota,Nott'm Forest,MID
519,Nicolás,Domínguez,Dominguez,Nott'm Forest,MID
520,Lewis,O'Brien,O'Brien,Nott'm Forest,MID
521,Ibrahim,Sangaré,Sangaré,Nott'm Forest,MID
522,Ryan,Yates,Yates,Nott'm Forest,MID
523,Eric,da Silva Moreira,Da Silva Moreira,Nott'm Forest,MID
524,Marko,Stamenić,Stamenic,Nott'm Forest,MID
525,Chris,Wood,Wood,Nott'm Forest,FWD
526,Igor Jesus,Maciel da Cruz,Igor Jesus,Nott'm Forest,FWD
527,Taiwo,Awoniyi,Awoniyi,Nott'm Forest,FWD
669,Dan,Ndoye,Ndoye,Nott'm Forest,MID
675,Angus,Gunn,Gunn,Nott'm Forest,GKP
693,Omari,Hutchinson,Hutchinson,Nott'm Forest,MID
696,Arnaud,Kalimuendo,Kalimuendo,Nott'm Forest,FWD
699,Douglas Luiz,Soares de Paulo,Douglas Luiz,Nott'm Forest,MID
715,John Victor,Maciel Furtado,John,Nott'm Forest,GKP
716,Nicolò,Savona,Savona,Nott'm Forest,DEF
729,Luis Eduardo,Soares da Silva,Cuiabano,Nott'm Forest,DEF
734,Dilane,Bakwa,Bakwa,Nott'm Forest,MID
528,Anthony,Patterson,Patterson,Sunderland,GKP
529,Simon,Moore,Moore,Sunderland,GKP
530,Blondy,Nna Noukeu,Nna Noukeu,Sunderland,GKP
531,Daniel,Ballard,Ballard,Sunderland,DEF
532,Trai,Hume,Hume,Sunderland,DEF
533,Aji,Alese,Alese,Sunderland,DEF
534,Joe,Anderson,Anderson,Sunderland,DEF
535,Dennis,Cirkin,Cirkin,Sunderland,DEF
536,Leo Fuhr,Hjelde,Hjelde,Sunderland,DEF
537,Niall,Huggins,Huggins,Sunderland,DEF
538,Zak,Johnson,Johnson,Sunderland,DEF
539,Luke,O'Nien,O'Nien,Sunderland,DEF
540,Timothée,Pembélé,Pembele,Sunderland,DEF
541,Reinildo,Mandava,Reinildo,Sunderland,DEF
542,Jenson,Seelt,Seelt,Sunderland,DEF
543,Simon,Adingra,Adingra,Sunderland,MID
544,Habib,Diarra,Diarra,Sunderland,MID
545,Patrick,Roberts,Roberts,Sunderland,MID
546,Milan,Aleksić,Aleksić,Sunderland,MID
547,Enzo,Le Fée,E.Le Fée,Sunderland,MID
548,Romaine,Mundle,Mundle,Sunderland,MID
549,Dan,Neil,Neil,Sunderland,MID
550,Ian,Poveda-Ocampo,Poveda,Sunderland,MID
551,Chris,Rigg,Rigg,Sunderland,MID
552,Noah,Sadiki,Sadiki,Sunderland,MID
553,Chemsdine,Talbi,Talbi,Sunderland,MID
554,Abdoullah,Ba,Ba,Sunderland,MID
555,Alan,Browne,Browne,Sunderland,MID
556,Pierre,Ekwah Elimby,Ekwah,Sunderland,MID
557,Harrison,Jones,H.Jones,Sunderland,MID
558,Jay,Matete,Matete,Sunderland,MID
559,Nectarios,Triantis,Triantis,Sunderland,MID
560,Wilson,Isidor,Isidor,Sunderland,FWD
561,Eliezer,Mayenda Dossou,Mayenda,Sunderland,FWD
562,Ahmed,Abdullahi,Abdullahi,Sunderland,FWD
563,Luís Hemir,Silva Semedo,Luís Hemir,Sunderland,FWD
564,Nazarii,Rusyn,Rusyn,Sunderland,FWD
668,Granit,Xhaka,Xhaka,Sunderland,MID
670,Robin,Roefs,Roefs,Sunderland,GKP
678,Arthur,Masuaku,Masuaku,Sunderland,DEF
683,Omar,Alderete,Alderete,Sunderland,DEF
694,Nordi,Mukiele,Mukiele,Sunderland,DEF
724,Lutsharel,Geertruida,Geertruida,Sunderland,DEF
730,Brian,Brobbey,Brobbey,Sunderland,FWD
735,Bertrand,Traoré,Traoré,Sunderland,MID
565,Guglielmo,Vicario,Vicario,Spurs,GKP
566,Brandon,Austin,Austin,Spurs,GKP
567,Antonín,Kinský,Kinsky,Spurs,GKP
568,Pedro,Porro Sauceda,Pedro Porro,Spurs,DEF
569,Cristian,Romero,Romero,Spurs,DEF
570,Kevin,Danso,Danso,Spurs,DEF
571,Ben,Davies,Davies,Spurs,DEF
572,Radu,Drăgușin,Dragusin,Spurs,DEF
573,Djed,Spence,Spence,Spurs,DEF
574,Destiny,Udogie,Udogie,Spurs,DEF
575,Micky,van de Ven,Van de Ven,Spurs,DEF
576,Ashley,Phillips,Phillips,Spurs,DEF
577,Takai,Kōta,Takai,Spurs,DEF
578,Luka,Vušković,Vuskovic,Spurs,DEF
579,Son,Heung-min,Son,Spurs,MID
580,Brennan,Johnson,Johnson,Spurs,MID
581,James,Maddison,Maddison,Spurs,MID
582,Mohammed,Kudus,Kudus,Spurs,MID
583,Dejan,Kulusevski,Kulusevski,Spurs,MID
584,Mathys,Tel,Tel,Spurs,MID
585,Rodrigo,Bentancur,Bentancur,Spurs,MID
586,Lucas,Bergvall,Bergvall,Spurs,MID
587,Yves,Bissouma,Bissouma,Spurs,MID
588,Wilson,Odobert,Odobert,Spurs,MID
589,Manor,Solomon,Solomon,Spurs,MID
590,Bryan,Gil Salvatierra,Bryan,Spurs,MID
591,Archie,Gray,Gray,Spurs,MID
592,Mikey,Moore,Moore,Spurs,MID
593,Pape Matar,Sarr,P.M.Sarr,Spurs,MID
594,Yang,Min-hyeok,Min-hyeok,Spurs,MID
595,Callum,Olusesi,Olusesi,Spurs,MID
596,Dominic,Solanke-Mitchell,Solanke,Spurs,FWD
597,Richarlison,de Andrade,Richarlison,Spurs,FWD
598,Will,Lankshear,Lankshear,Spurs,FWD
599,Dane,Scarlett,Scarlett,Spurs,FWD
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,MID
717,Xavi,Simons,Xavi,Spurs,MID
726,Randal,Kolo Muani,Kolo Muani,Spurs,FWD
745,Jun'ai,Byfield,Byfield,Spurs,DEF
149,Igor Julio,dos Santos de Paulo,Igor,West Ham,DEF
600,Alphonse,Areola,Areola,West Ham,GKP
601,Wes,Foderingham,Foderingham,West Ham,GKP
602,Krisztián,Hegyi,Hegyi,West Ham,GKP
603,El Hadji Malick,Diouf,Diouf,West Ham,DEF
604,Emerson,Palmieri dos Santos,Emerson,West Ham,DEF
605,Maximilian,Kilman,Kilman,West Ham,DEF
606,Konstantinos,Mavropanos,Mavropanos,West Ham,DEF
607,Nayef,Aguerd,N.Aguerd,West Ham,DEF
608,Ollie,Scarles,Scarles,West Ham,DEF
609,Jean-Clair,Todibo,Todibo,West Ham,DEF
610,Aaron,Wan-Bissaka,Wan-Bissaka,West Ham,DEF
611,Kaelan,Casey,Casey,West Ham,DEF
612,Lucas,Tolentino Coelho de Lima,L.Paquetá,West Ham,MID
613,Tomáš,Souček,Souček,West Ham,MID
614,James,Ward-Prowse,Ward-Prowse,West Ham,MID
615,Crysencio,Summerville,Summerville,West Ham,MID
616,Edson,Álvarez Velázquez,Álvarez,West Ham,MID
617,Maxwel,Cornet,Cornet,West Ham,MID
618,Guido,Rodríguez,G.Rodriguez,West Ham,MID
619,Luis Guilherme,Lira dos Santos,L.Guilherme,West Ham,MID
620,George,Earthy,Earthy,West Ham,MID
621,Andy,Irving,Irving,West Ham,MID
622,Lewis,Orford,Orford,West Ham,MID
623,Freddie,Potts,Potts,West Ham,MID
624,Jarrod,Bowen,Bowen,West Ham,FWD
625,Niclas,Füllkrug,Füllkrug,West Ham,FWD
626,Callum,Marshall,Marshall,West Ham,FWD
659,Kyle,Walker-Peters,Walker-Peters,West Ham,DEF
671,Callum,Wilson,Wilson,West Ham,FWD
679,Mads,Hermansen,Hermansen,West Ham,GKP
708,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,West Ham,MID
718,Soungoutou,Magassa,S.Magassa,West Ham,MID
738,Lukasz,Fabianski,Fabianski,West Ham,GKP
627,Sam,Johnstone,Johnstone,Wolves,GKP
628,José,Malheiro de Sá,José Sá,Wolves,GKP
629,Daniel,Bentley,Bentley,Wolves,GKP
631,Emmanuel,Agbadou,Agbadou,Wolves,DEF
632,Matt,Doherty,Doherty,Wolves,DEF
633,Hugo,Bueno López,H.Bueno,Wolves,DEF
634,Yerson,Mosquera Valdelamar,Mosquera,Wolves,DEF
635,Rodrigo,Martins Gomes,R.Gomes,Wolves,DEF
636,Santiago,Ignacio Bueno,S.Bueno,Wolves,DEF
637,Toti,Gomes,Toti,Wolves,DEF
638,Ki-Jana,Hoever,Hoever,Wolves,DEF
639,Bastien,Meupiyou Menadjou,Meupiyou,Wolves,DEF
640,Pedro,Cardoso de Lima,Pedro Lima,Wolves,DEF
641,Alfie,Pond,Pond,Wolves,DEF
642,Hwang,Hee-chan,Hee Chan,Wolves,MID
643,André,Trindade da Costa Neto,André,Wolves,MID
644,Jean-Ricner,Bellegarde,Bellegarde,Wolves,MID
645,Fer,López González,Fer López,Wolves,MID
646,João Victor,Gomes da Silva,Gomes,Wolves,MID
647,Gonçalo Manuel,Ganchinho Guedes,Guedes,Wolves,MID
648,Marshall,Munetsi,Munetsi,Wolves,MID
649,Boubacar,Traoré,B.Traore,Wolves,MID
650,Tawanda,Chirewa,Chirewa,Wolves,MID
651,Tom,Edozie,Edozie,Wolves,MID
652,Enso,González Medina,Gonzalez,Wolves,MID
653,Joe,Hodge,Hodge,Wolves,MID
654,Jørgen,Strand Larsen,Strand Larsen,Wolves,FWD
655,Fábio,Soares Silva,Fábio Silva,Wolves,FWD
656,Saša,Kalajdžić,Kalajdžić,Wolves,FWD
657,Leon,Chiwome,Chiwome,Wolves,FWD
658,Nathan,Fraser,Fraser,Wolves,FWD
663,Jhon,Arias,J.Arias,Wolves,MID
682,David,Møller Wolfe,Møller Wolfe,Wolves,DEF
695,Jackson,Tchatchoua,Tchatchoua,Wolves,DEF
709,Ladislav,Krejcí,Krejčí,Wolves,DEF
720,Tolu,Arokodare,Tolu,Wolves,FWD
