Player UUID,Code,Player Name,Web Name,Player Team Name,season,Gameweek,Minutes Played,Goals Scored,Assists,Clean Sheet,Goals Conceded,Yellow Card,Red Cards,Total Points,Threat,ICT Index,Influence,Creativity,Opponent Name,Opponent Difficulty,Is Home,Position,Injury/Unavailable,Avg_Total Points_L3,Avg_Minutes Played_L3,Avg_Goals Scored_L3,Avg_Assists_L3,Avg_Goals Conceded_L3,Avg_ICT Index_L3,Avg_Threat_L3,Avg_Creativity_L3,Avg_Influence_L3,Avg_Total Points_L5,Avg_Minutes Played_L5,Avg_Goals Scored_L5,Avg_Assists_L5,Avg_Goals Conceded_L5,Avg_ICT Index_L5,Avg_Threat_L5,Avg_Creativity_L5,Avg_Influence_L5,Team_Total_Points_GW,Team_Total_Points,Player_Season_Points,Team_Points_Contribution_GW,Team_Points_Contribution_Causal,Team_Points_Contribution_GW_Pct,Team_Points_Contribution_Causal_Pct,Team_Contribution_Rank_GW,Team_Contribution_Rank_Causal,element_type
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,1,90,0,0,0,2,0,0,3,25.0,7.5,49.4,0.9,Bournemouth,3,True,GK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,37.0,0.056604,0.0,5.66,0.0,0.2058823529411764,0.0294117647058823,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,2,90,0,0,0,2,0,0,3,0.0,3.9,38.6,0.3,Newcastle,4,False,GK,0,3.0,90.0,0.0,0.0,2.0,7.5,25.0,0.9,49.4,3.0,90.0,0.0,0.0,2.0,7.5,25.0,0.9,49.4,50,53.0,3.0,0.06,0.056604,6.0,5.66,0.1714285714285714,0.2285714285714285,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,3,90,0,0,1,0,0,0,8,2.0,3.7,31.2,3.7,Arsenal,4,True,GK,0,3.0,90.0,0.0,0.0,2.0,5.7,12.5,0.6,44.0,3.0,90.0,0.0,0.0,2.0,5.7,12.5,0.6,44.0,63,103.0,6.0,0.126984,0.058252,12.7,5.83,0.0571428571428571,0.1714285714285714,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,4,90,0,0,1,0,0,0,8,0.0,4.1,24.8,16.3,Burnley,2,False,GK,0,4.666666666666667,90.0,0.0,0.0,1.3333333333333333,5.033333333333333,9.0,1.6333333333333335,39.73333333333333,4.666666666666667,90.0,0.0,0.0,1.3333333333333333,5.033333333333333,9.0,1.6333333333333335,39.73333333333333,54,166.0,14.0,0.148148,0.084337,14.81,8.43,0.0857142857142857,0.1142857142857142,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,5,90,0,0,0,1,0,0,4,2.0,2.6,22.6,1.2,Everton,2,True,GK,0,6.333333333333333,90.0,0.0,0.0,0.6666666666666666,3.9,0.6666666666666666,6.766666666666667,31.53333333333333,5.5,90.0,0.0,0.0,1.0,4.8,6.75,5.300000000000001,36.0,51,220.0,22.0,0.078431,0.1,7.84,10.0,0.1142857142857142,0.0857142857142857,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,6,90,0,0,0,2,1,0,2,0.0,3.7,34.2,3.1,Crystal Palace,3,False,GK,0,6.666666666666667,90.0,0.0,0.0,0.3333333333333333,3.4666666666666663,1.3333333333333333,7.066666666666666,26.2,5.2,90.0,0.0,0.0,1.0,4.36,5.8,4.48,33.32,39,271.0,26.0,0.051282,0.095941,5.13,9.59,0.1428571428571428,0.0857142857142857,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,7,90,0,0,0,2,0,0,1,0.0,2.0,19.0,0.9,Chelsea,3,False,GK,0,4.666666666666667,90.0,0.0,0.0,1.0,3.466666666666667,0.6666666666666666,6.866666666666667,27.2,5.0,90.0,0.0,0.0,1.0,3.6,0.8,4.92,30.28,29,310.0,28.0,0.034483,0.090323,3.45,9.03,0.2,0.0857142857142857,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,8,90,0,0,0,2,0,0,3,23.0,6.2,36.4,3.0,Man Utd,3,True,GK,0,2.333333333333333,90.0,0.0,0.0,1.6666666666666667,2.766666666666667,0.6666666666666666,1.7333333333333334,25.26666666666667,4.6,90.0,0.0,0.0,1.0,3.22,0.8,5.04,26.360000000000003,37,339.0,29.0,0.081081,0.085546,8.11,8.55,0.1142857142857142,0.1142857142857142,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,9,90,0,0,0,3,0,0,3,8.0,5.1,29.4,13.6,Brentford,3,False,GK,0,2.0,90.0,0.0,0.0,2.0,3.966666666666667,7.666666666666667,2.333333333333333,29.866666666666664,3.6,90.0,0.0,0.0,1.4,3.72,5.0,4.9,27.4,47,376.0,32.0,0.06383,0.085106,6.38,8.51,0.1388888888888889,0.1388888888888889,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,10,90,0,0,1,0,1,0,5,0.0,2.4,22.6,1.8,Aston Villa,3,True,GK,0,2.333333333333333,90.0,0.0,0.0,2.333333333333333,4.433333333333333,10.333333333333334,5.833333333333333,28.266666666666666,2.6,90.0,0.0,0.0,2.0,3.92,6.6,4.359999999999999,28.32,69,423.0,35.0,0.072464,0.082742,7.25,8.27,0.2222222222222222,0.1388888888888889,1
b8263edf-b9bc-4d94-83df-038cfc614178,373,Virgil van Dijk,Virgil,Liverpool,2025-26,11,90,0,0,0,3,0,0,1,2.0,1.2,9.0,1.0,Man City,4,False,GK,0,3.6666666666666665,90.0,0.0,0.0,1.6666666666666667,4.566666666666666,10.333333333333334,6.133333333333334,29.46666666666667,2.8,90.0,0.0,0.0,1.8,3.88,6.2,4.479999999999999,28.320000000000004,22,492.0,40.0,0.045455,0.081301,4.55,8.13,0.1388888888888889,0.1388888888888889,1
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,1,90,1,0,0,2,0,0,8,51.0,13.4,49.0,33.8,Bournemouth,3,True,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,20.0,0.150943,0.0,15.09,0.0,0.0588235294117647,0.0294117647058823,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,2,90,0,1,0,2,0,0,5,6.0,5.5,21.0,28.3,Newcastle,4,False,DEF,0,8.0,90.0,1.0,0.0,2.0,13.4,51.0,33.8,49.0,8.0,90.0,1.0,0.0,2.0,13.4,51.0,33.8,49.0,50,53.0,8.0,0.1,0.150943,10.0,15.09,0.1428571428571428,0.0571428571428571,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,3,90,0,0,1,0,0,0,3,17.0,2.4,0.4,6.8,Arsenal,4,True,DEF,0,6.5,90.0,0.5,0.5,2.0,9.45,28.5,31.05,35.0,6.5,90.0,0.5,0.5,2.0,9.45,28.5,31.05,35.0,63,103.0,13.0,0.047619,0.126214,4.76,12.62,0.2,0.0571428571428571,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,4,90,1,0,1,0,0,0,9,27.0,8.3,35.0,20.6,Burnley,2,False,DEF,0,5.333333333333333,90.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,7.1000000000000005,24.666666666666668,22.966666666666665,23.46666666666667,5.333333333333333,90.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,7.1000000000000005,24.666666666666668,22.966666666666665,23.46666666666667,54,166.0,16.0,0.166667,0.096386,16.67,9.64,0.0285714285714285,0.0857142857142857,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,5,90,0,1,0,1,0,0,5,27.0,6.5,21.6,16.7,Everton,2,True,DEF,0,5.666666666666667,90.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.400000000000001,16.666666666666668,18.566666666666663,18.8,6.25,90.0,0.5,0.25,1.0,7.4,25.25,22.375,26.35,51,220.0,25.0,0.098039,0.113636,9.8,11.36,0.0857142857142857,0.0285714285714285,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,6,90,0,0,0,2,0,0,2,31.0,6.4,4.6,28.4,Crystal Palace,3,False,DEF,0,5.666666666666667,90.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.733333333333334,23.666666666666668,14.7,19.0,6.0,90.0,0.4,0.4,1.0,7.220000000000001,25.6,21.24,25.4,39,271.0,30.0,0.051282,0.110701,5.13,11.07,0.1428571428571428,0.0285714285714285,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,7,90,0,0,0,2,0,0,2,10.0,6.7,5.6,51.8,Chelsea,3,False,DEF,0,5.333333333333333,90.0,0.3333333333333333,0.3333333333333333,1.0,7.066666666666667,28.33333333333333,21.9,20.4,4.8,90.0,0.2,0.4,1.0,5.82,21.6,20.16,16.52,29,310.0,32.0,0.068966,0.103226,6.9,10.32,0.0857142857142857,0.0571428571428571,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,8,84,0,0,0,2,0,0,2,42.0,10.2,9.4,50.3,Man Utd,3,True,DEF,0,3.0,90.0,0.0,0.3333333333333333,1.6666666666666667,6.533333333333334,22.666666666666668,32.3,10.6,4.2,90.0,0.2,0.2,1.0,6.0600000000000005,22.4,24.86,13.44,37,339.0,34.0,0.054054,0.100295,5.41,10.03,0.1714285714285714,0.0571428571428571,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,9,90,1,0,0,3,1,0,6,57.0,10.7,34.8,15.5,Brentford,3,False,DEF,0,2.0,88.0,0.0,0.0,2.0,7.766666666666667,27.666666666666668,43.5,6.533333333333334,4.0,88.8,0.2,0.2,1.4,7.62,27.4,33.56,15.239999999999998,47,376.0,36.0,0.12766,0.095745,12.77,9.57,0.0555555555555555,0.1111111111111111,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,10,90,1,0,1,0,0,0,10,28.0,8.8,40.0,19.6,Aston Villa,3,True,DEF,0,3.333333333333333,88.0,0.3333333333333333,0.0,2.333333333333333,9.2,36.333333333333336,39.2,16.599999999999998,3.4,88.8,0.2,0.2,2.0,8.1,33.4,32.54,15.2,69,423.0,42.0,0.144928,0.099291,14.49,9.93,0.0555555555555555,0.0277777777777777,2
b94be940-2996-467f-be3e-4e004fa9dd3c,381,Mohamed Salah,M.Salah,Liverpool,2025-26,11,90,0,0,0,3,0,0,2,12.0,4.9,8.4,28.5,Man City,4,False,DEF,0,6.0,88.0,0.6666666666666666,0.0,1.6666666666666667,9.9,42.333333333333336,28.46666666666667,28.066666666666663,4.4,88.8,0.4,0.0,1.8,8.559999999999999,33.6,33.12,18.880000000000003,22,492.0,52.0,0.090909,0.105691,9.09,10.57,0.0555555555555555,0.0277777777777777,2
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,1,90,0,0,1,0,0,0,6,2.0,2.6,13.8,10.0,Chelsea,3,False,GK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,49.0,0.117647,0.0,11.76,0.0,0.088235294117647,0.0294117647058823,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,2,90,0,0,0,1,0,0,2,4.0,1.7,11.2,1.5,Nott'm Forest,2,True,GK,0,6.0,90.0,0.0,0.0,0.0,2.6,2.0,10.0,13.8,6.0,90.0,0.0,0.0,0.0,2.6,2.0,10.0,13.8,33,51.0,6.0,0.060606,0.117647,6.06,11.76,0.1176470588235294,0.088235294117647,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,3,90,1,0,1,0,0,0,15,17.0,7.3,53.8,1.8,Aston Villa,3,False,GK,0,4.0,90.0,0.0,0.0,0.5,2.15,3.0,5.75,12.5,4.0,90.0,0.0,0.0,0.5,2.15,3.0,5.75,12.5,81,84.0,8.0,0.185185,0.095238,18.52,9.52,0.0285714285714285,0.1142857142857142,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,4,90,0,0,1,0,0,0,6,4.0,3.3,17.4,11.8,Sunderland,2,True,GK,0,7.666666666666667,90.0,0.3333333333333333,0.0,0.3333333333333333,3.866666666666666,7.666666666666667,4.433333333333334,26.266666666666666,7.666666666666667,90.0,0.3333333333333333,0.0,0.3333333333333333,3.866666666666666,7.666666666666667,4.433333333333334,26.266666666666666,51,165.0,23.0,0.117647,0.139394,11.76,13.94,0.027027027027027,0.054054054054054,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,5,90,0,1,0,1,0,0,7,8.0,3.1,22.0,1.4,West Ham,2,False,GK,0,7.666666666666667,90.0,0.3333333333333333,0.0,0.3333333333333333,4.1000000000000005,8.333333333333334,5.033333333333334,27.46666666666667,7.25,90.0,0.25,0.0,0.25,3.725,6.75,6.275,24.05,44,216.0,29.0,0.159091,0.134259,15.91,13.43,0.054054054054054,0.027027027027027,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,6,90,0,1,0,1,0,0,7,4.0,5.1,35.4,11.1,Liverpool,4,True,GK,0,9.333333333333334,90.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.566666666666666,9.666666666666666,5.000000000000001,31.066666666666663,7.2,90.0,0.2,0.2,0.4,3.6,7.0,5.3,23.64,55,260.0,36.0,0.127273,0.138462,12.73,13.85,0.054054054054054,0.027027027027027,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,7,90,0,0,0,2,0,0,3,37.0,6.7,26.8,3.6,Everton,3,False,GK,0,6.666666666666667,90.0,0.0,0.6666666666666666,0.6666666666666666,3.8333333333333335,5.333333333333333,8.1,24.933333333333334,7.4,90.0,0.2,0.4,0.6,4.1,7.4,5.5200000000000005,27.96,41,315.0,43.0,0.073171,0.136508,7.32,13.65,0.1081081081081081,0.027027027027027,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,8,90,0,1,0,3,0,0,4,16.0,6.7,15.8,35.3,Bournemouth,3,True,GK,0,5.666666666666667,90.0,0.0,0.6666666666666666,1.3333333333333333,4.966666666666666,16.333333333333332,5.366666666666667,28.066666666666663,7.6,90.0,0.2,0.4,0.8,5.1,14.0,5.94,31.08,45,356.0,46.0,0.088889,0.129213,8.89,12.92,0.081081081081081,0.027027027027027,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,9,90,0,0,0,1,0,0,4,9.0,3.3,23.2,0.8,Arsenal,5,False,GK,0,4.666666666666667,90.0,0.0,0.6666666666666666,2.0,6.166666666666667,19.0,16.666666666666668,26.0,5.4,90.0,0.0,0.6,1.4,4.98,13.8,12.64,23.48,30,401.0,50.0,0.133333,0.124688,13.33,12.47,0.027027027027027,0.027027027027027,1
d3fecd89-0e45-4a20-baeb-6f3245a91dc7,260,Marc Guéhi,Guéhi,Crystal Palace,2025-26,10,90,0,0,1,0,0,0,10,2.0,3.7,24.6,10.8,Brentford,3,True,GK,0,3.6666666666666665,90.0,0.0,0.3333333333333333,2.0,5.566666666666666,20.666666666666668,13.233333333333333,21.933333333333334,5.0,90.0,0.0,0.6,1.6,4.98,14.8,10.44,24.64,75,431.0,54.0,0.133333,0.12529,13.33,12.53,0.027027027027027,0.027027027027027,1
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,1,19,0,0,0,0,1,0,0,0.0,0.3,3.0,0.3,Man Utd,3,False,DEF,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.03125,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,2,63,2,1,1,0,0,0,24,75.0,19.9,95.0,28.5,Leeds,2,True,DEF,0,0.0,19.0,0.0,0.0,0.0,0.3,0.0,0.3,3.0,0.0,19.0,0.0,0.0,0.0,0.3,0.0,0.3,3.0,94,71.0,0.0,0.255319,0.0,25.53,0.0,0.0303030303030303,0.5151515151515151,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,3,90,0,0,0,1,0,0,2,11.0,3.5,11.4,12.4,Liverpool,4,False,DEF,0,12.0,41.0,1.0,0.5,0.0,10.1,37.5,14.4,49.0,12.0,41.0,1.0,0.5,0.0,10.1,37.5,14.4,49.0,28,165.0,24.0,0.071429,0.145455,7.14,14.55,0.1176470588235294,0.0588235294117647,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,4,90,0,0,1,0,0,0,8,35.0,6.8,19.8,13.0,Nott'm Forest,2,True,DEF,0,8.666666666666666,57.333333333333336,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.899999999999999,28.666666666666668,13.733333333333334,36.46666666666667,8.666666666666666,57.333333333333336,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.899999999999999,28.666666666666668,13.733333333333334,36.46666666666667,80,193.0,26.0,0.1,0.134715,10.0,13.47,0.0857142857142857,0.0571428571428571,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,5,79,0,0,0,1,1,0,1,8.0,3.9,17.0,13.9,Man City,4,True,DEF,0,11.333333333333334,81.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,10.066666666666666,40.333333333333336,17.96666666666667,42.06666666666667,8.5,65.5,0.5,0.25,0.25,7.625,30.25,13.55,32.3,34,273.0,34.0,0.029412,0.124542,2.94,12.45,0.3142857142857143,0.0285714285714285,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,6,90,0,0,0,1,0,0,2,25.0,8.8,24.6,38.2,Newcastle,4,False,DEF,0,3.6666666666666665,86.33333333333333,0.0,0.0,0.6666666666666666,4.733333333333333,18.0,13.1,16.066666666666666,7.0,68.2,0.4,0.2,0.4,6.88,25.8,13.62,29.24,51,307.0,35.0,0.039216,0.114007,3.92,11.4,0.1428571428571428,0.0285714285714285,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,7,90,0,1,1,0,0,0,11,29.0,6.6,20.2,16.8,West Ham,2,True,DEF,0,3.6666666666666665,86.33333333333333,0.0,0.0,0.6666666666666666,6.5,22.666666666666668,21.7,20.46666666666667,7.4,82.4,0.4,0.2,0.6,8.580000000000002,30.8,21.2,33.56,76,358.0,37.0,0.144737,0.103352,14.47,10.34,0.0285714285714285,0.0571428571428571,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,8,90,0,0,1,0,0,0,6,6.0,5.5,16.8,31.8,Fulham,3,False,DEF,0,4.666666666666667,86.33333333333333,0.0,0.3333333333333333,0.6666666666666666,6.433333333333333,20.666666666666668,22.96666666666667,20.6,4.8,87.8,0.0,0.2,0.6,5.92,21.6,18.860000000000003,18.6,67,434.0,48.0,0.089552,0.110599,8.96,11.06,0.1142857142857142,0.0285714285714285,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,9,90,0,0,1,0,0,0,6,2.0,3.1,11.8,16.7,Crystal Palace,3,True,DEF,0,6.333333333333333,90.0,0.0,0.3333333333333333,0.3333333333333333,6.966666666666666,20.0,28.933333333333334,20.53333333333333,5.6,87.8,0.0,0.2,0.4,6.32,20.6,22.74,19.68,64,501.0,54.0,0.09375,0.107784,9.38,10.78,0.1142857142857142,0.0571428571428571,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,10,90,0,0,1,0,0,0,6,17.0,2.4,5.4,1.2,Burnley,2,False,DEF,0,7.666666666666667,90.0,0.0,0.3333333333333333,0.0,5.066666666666666,12.333333333333334,21.766666666666666,16.266666666666666,5.2,87.8,0.0,0.2,0.4,5.58,14.0,23.48,18.08,76,565.0,60.0,0.078947,0.106195,7.89,10.62,0.1142857142857142,0.0571428571428571,2
de140f2e-12d6-477e-ae47-5ca22283bdf3,8,Jurriën Timber,J.Timber,Arsenal,2025-26,11,90,0,0,0,2,0,0,1,8.0,2.7,13.0,6.3,Sunderland,3,False,DEF,0,6.0,90.0,0.0,0.0,0.0,3.6666666666666665,8.333333333333334,16.566666666666666,11.333333333333334,6.2,90.0,0.0,0.2,0.2,5.279999999999999,15.8,20.94,15.76,41,641.0,66.0,0.02439,0.102964,2.44,10.3,0.2,0.0571428571428571,2
