element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,1,0,0,0,6,3.2,0.0,0.0,0.3,7,2025-26,David Raya Martín,1,19,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Kepa Arrizabalaga Revuelta,1,19,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Karl Hein,1,19,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Tommy Setford,1,19,True
5,90,0,0,1,0,0,0,9,24.6,2.0,2.0,2.9,7,2025-26,Gabriel dos Santos Magalhães,1,19,True
6,90,0,0,1,0,0,0,6,28.2,2.2,0.0,3.0,7,2025-26,William Saliba,1,19,True
7,74,0,0,1,0,0,0,6,8.8,5.4,19.0,3.3,7,2025-26,Riccardo Calafiori,1,19,True
8,90,0,1,1,0,0,0,11,20.2,16.8,29.0,6.6,7,2025-26,Jurriën Timber,1,19,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Jakub Kiwior,1,19,True
10,15,0,0,0,0,0,0,1,3.2,0.3,2.0,0.6,7,2025-26,Myles Lewis-Skelly,1,19,True
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Benjamin White,1,19,True
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Oleksandr Zinchenko,16,15,False
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Brayden Clarke,1,19,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Maldini Kacurri,1,19,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Josh Nichols,1,19,True
16,90,1,0,1,0,0,0,8,38.8,23.6,31.0,9.3,7,2025-26,Bukayo Saka,1,19,True
17,29,0,0,0,0,0,0,1,3.2,16.5,0.0,2.0,7,2025-26,Martin Ødegaard,1,19,True
18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Noni Madueke,1,19,True
19,11,0,0,0,0,0,0,1,2.0,14.0,2.0,1.8,7,2025-26,Gabriel Martinelli Silva,1,19,True
20,74,0,0,1,0,0,0,3,10.8,28.5,20.0,5.9,7,2025-26,Leandro Trossard,1,19,True
21,78,1,0,1,0,0,0,11,45.6,40.4,23.0,10.9,7,2025-26,Declan Rice,1,19,True
22,11,0,0,0,0,0,0,1,0.0,3.7,12.0,1.2,7,2025-26,Mikel Merino Zazón,1,19,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Fábio Ferreira Vieira,1,19,True
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Christian Nørgaard,1,19,True
25,15,0,0,0,0,0,0,1,0.0,1.1,1.0,0.1,7,2025-26,Ethan Nwaneri,1,19,True
26,60,0,0,1,0,0,0,3,22.6,18.4,0.0,4.1,7,2025-26,Martín Zubimendi Ibáñez,1,19,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Reiss Nelson,5,13,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Ismeal Kabia,1,19,True
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Albert Sambi Lokonga,1,19,True
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Kai Havertz,1,19,True
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Gabriel Fernando de Jesus,1,19,True
32,90,0,0,0,1,1,0,1,11.4,0.0,0.0,1.1,7,2025-26,Emiliano Martínez Romero,2,3,True
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Marco Bizot,2,3,True
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Joe Gauci,2,3,True
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2025-26,Filip Marschall,2,3,True
36,83,0,0,0,1,0,0,2,10.6,16.4,9.0,3.6,7,2025-26,Matty Cash,2,3,True
37,90,0,0,0,1,1,0,1,27.6,81.8,17.0,12.6,7,2025-26,Lucas Digne,2,3,True
