minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,0,1,0,0,0,0,0,1,0,8,13.6,0.1,0.0,1.4,1,9,0,0,1,0.00,0.00,0.00,0.38,2,False,1,16,2025-26,David Raya Martín,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,16,2025-26,Kepa Arrizabalaga Revuelta,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,16,2025-26,Karl Hein,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,16,2025-26,Tommy Setford,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,5,16,2025-26,Gabriel dos Santos Magalhães,1,20,True
90,0,0,0,1,0,0,0,0,0,0,0,14,16.4,5.1,4.0,2.6,4,4,1,5,1,0.00,0.02,0.02,0.38,2,False,6,16,2025-26,William Saliba,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,7,16,2025-26,Riccardo Calafiori,1,20,True
90,0,0,0,1,0,0,0,0,0,0,0,7,8.0,16.5,10.0,3.5,2,2,0,2,1,0.19,0.02,0.21,0.38,2,False,8,16,2025-26,Jurriën Timber,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,16,2025-26,Jakub Kiwior,1,20,True
59,0,0,0,1,0,0,0,0,0,0,0,8,8.0,23.7,10.0,4.2,1,1,1,2,0,0.05,0.03,0.08,0.23,1,False,10,16,2025-26,Myles Lewis-Skelly,1,20,True
30,0,0,0,0,0,0,0,0,0,0,0,3,0.0,8.4,2.0,1.0,0,3,0,0,1,0.00,0.01,0.01,0.14,1,False,11,16,2025-26,Benjamin White,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,16,2025-26,Oleksandr Zinchenko,16,18,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,16,2025-26,Brayden Clarke,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,16,2025-26,Maldini Kacurri,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,16,2025-26,Josh Nichols,1,20,True
90,0,2,0,1,0,0,0,0,0,0,3,52,21.6,59.5,14.0,9.5,0,2,0,2,1,0.03,0.42,0.45,0.38,11,False,16,16,2025-26,Bukayo Saka,1,20,True
33,0,0,0,1,0,0,0,0,0,0,0,2,0.0,15.9,9.0,2.5,0,3,0,3,0,0.12,0.02,0.14,0.09,1,False,17,16,2025-26,Martin Ødegaard,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,18,16,2025-26,Noni Madueke,1,20,True
56,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,2.4,24.0,2.0,0,1,0,1,1,0.34,0.03,0.37,0.28,1,False,19,16,2025-26,Gabriel Martinelli Silva,1,20,True
33,0,0,0,1,0,0,0,0,0,0,0,9,9.6,38.2,6.0,5.4,1,3,1,5,0,0.03,0.21,0.24,0.09,1,False,20,16,2025-26,Leandro Trossard,1,20,True
90,0,0,0,1,0,0,0,0,0,0,0,12,9.2,26.4,16.0,5.2,2,4,0,6,1,0.14,0.13,0.27,0.38,2,False,21,16,2025-26,Declan Rice,1,20,True
32,0,0,0,1,0,0,0,0,0,0,0,5,5.8,3.5,5.0,1.4,3,2,0,5,0,0.05,0.00,0.05,0.09,1,False,22,16,2025-26,Mikel Merino Zazón,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,23,16,2025-26,Fábio Ferreira Vieira,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,24,16,2025-26,Christian Nørgaard,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,25,16,2025-26,Ethan Nwaneri,1,20,True
57,0,0,0,0,0,0,0,0,0,0,0,6,5.4,16.9,0.0,2.2,2,2,0,4,1,0.00,0.03,0.03,0.28,1,False,26,16,2025-26,Martín Zubimendi Ibáñez,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,27,16,2025-26,Reiss Nelson,5,11,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,28,16,2025-26,Ismeal Kabia,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,29,16,2025-26,Albert Sambi Lokonga,1,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,30,16,2025-26,Kai Havertz,1,20,True
