element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,0,2,0,0,1,1.6,0.0,0.0,0.2,11,2025-26,David Raya Martín,1,17,False
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Kepa Arrizabalaga Revuelta,1,17,False
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Karl Hein,1,17,False
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Tommy Setford,1,17,False
5,90,0,0,0,2,0,0,1,21.4,15.4,4.0,4.1,11,2025-26,Gabriel dos Santos Magalhães,1,17,False
6,90,0,0,0,2,0,0,1,17.2,4.5,6.0,2.8,11,2025-26,William Saliba,1,17,False
7,90,0,0,0,2,0,0,1,11.4,7.8,35.0,5.4,11,2025-26,Riccardo Calafiori,1,17,False
8,90,0,0,0,2,0,0,1,13.0,6.3,8.0,2.7,11,2025-26,Jurriën Timber,1,17,False
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Jakub Kiwior,1,17,False
10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Myles Lewis-Skelly,1,17,False
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Benjamin White,1,17,False
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Oleksandr Zinchenko,16,11,True
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Brayden Clarke,1,17,False
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Maldini Kacurri,1,17,False
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Josh Nichols,1,17,False
16,90,1,0,0,2,0,0,12,49.6,36.7,46.0,13.2,11,2025-26,Bukayo Saka,1,17,False
17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Martin Ødegaard,1,17,False
18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Noni Madueke,1,17,False
19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Gabriel Martinelli Silva,1,17,False
20,90,1,0,0,2,0,0,9,35.4,20.3,11.0,6.7,11,2025-26,Leandro Trossard,1,17,False
21,90,0,0,0,2,0,0,2,22.0,22.8,10.0,5.5,11,2025-26,Declan Rice,1,17,False
22,90,0,1,0,2,0,0,5,22.8,16.6,16.0,5.5,11,2025-26,Mikel Merino Zazón,1,17,False
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Fábio Ferreira Vieira,1,17,False
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Christian Nørgaard,1,17,False
25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Ethan Nwaneri,1,17,False
26,90,0,1,0,2,1,0,5,36.2,27.8,26.0,9.0,11,2025-26,Martín Zubimendi Ibáñez,1,17,False
27,1,0,0,0,0,0,0,1,4.2,0.6,0.0,0.5,11,2025-26,Reiss Nelson,5,15,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Ismeal Kabia,1,17,False
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Albert Sambi Lokonga,1,17,False
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Kai Havertz,1,17,False
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Gabriel Fernando de Jesus,1,17,False
32,90,0,0,1,0,0,0,14,41.4,0.0,0.0,4.1,11,2025-26,Emiliano Martínez Romero,2,4,True
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Marco Bizot,2,4,True
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Joe Gauci,2,4,True
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Filip Marschall,2,4,True
36,90,0,0,1,0,0,0,6,12.4,1.0,9.0,2.2,11,2025-26,Matty Cash,2,4,True
37,90,0,1,1,0,0,0,9,26.0,20.4,0.0,4.6,11,2025-26,Lucas Digne,2,4,True
38,90,0,0,1,0,0,0,6,12.2,0.3,6.0,1.9,11,2025-26,Ezri Konsa Ngoyo,2,4,True
39,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Ian Maatsen,2,4,True
40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Tyrone Mings,2,4,True
41,90,0,0,1,0,0,0,6,6.4,0.4,2.0,0.9,11,2025-26,Pau Torres,2,4,True
42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Andrés García,2,4,True
43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Álex Moreno Lopera,2,4,True
44,9,0,0,0,0,0,0,1,10.4,0.3,0.0,1.1,11,2025-26,Lamare Bogarde,2,4,True
45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Lino da Cruz Sousa,2,4,True
46,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Yasin Özcan,2,4,True
47,85,0,0,1,0,1,0,2,0.0,1.8,12.0,1.3,11,2025-26,Morgan Rogers,2,4,True
48,19,0,1,0,0,0,0,4,21.2,10.2,2.0,3.3,11,2025-26,Youri Tielemans,2,4,True
49,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Leon Bailey,2,4,True
50,70,1,0,1,0,0,0,11,50.2,22.2,18.0,9.0,11,2025-26,Emiliano Buendía Stati,2,4,True
51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Samuel Iling-Junior,2,4,True
52,66,0,0,0,3,0,0,2,10.0,26.8,2.0,3.9,11,2025-26,Jacob Ramsey,15,5,False
53,9,1,0,0,0,0,0,6,31.2,0.3,30.0,6.2,11,2025-26,Donyell Malen,2,4,True
54,70,0,0,1,0,0,0,3,23.8,39.2,19.0,8.2,11,2025-26,John McGinn,2,4,True
55,19,1,0,0,0,0,0,6,39.8,13.9,33.0,8.7,11,2025-26,Ross Barkley,2,4,True
56,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Enzo Barrenechea,2,4,True
57,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Lewis Dobbin,2,4,True
58,80,0,0,1,0,1,0,2,16.8,12.7,7.0,3.7,11,2025-26,Boubacar Kamara,2,4,True
59,70,1,0,1,0,0,0,9,45.0,2.2,9.0,5.6,11,2025-26,Amadou Onana,2,4,True
60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Ben Broggio,2,4,True
61,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Leander Dendoncker,2,4,True
62,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Jamaldeen Jimoh-Aloba,2,4,True
63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Kadan Young,2,4,True
64,80,0,0,1,0,0,0,2,4.4,1.2,45.0,5.1,11,2025-26,Ollie Watkins,2,4,True
65,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Zépiqueno Redmond,2,4,True
66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Norberto Murara Neto,4,2,False
67,90,0,0,0,4,0,0,1,26.6,0.0,0.0,2.7,11,2025-26,Đorđe Petrović,4,2,False
68,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Will Dennis,4,2,False
69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Callan McKenna,4,2,False
70,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Alex Paulsen,4,2,False
71,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,2025-26,Illia Zabarnyi,4,2,False
