element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,1,0,0,0,6,12.8,0.0,0.0,1.3,4,2025-26,David Raya Martín,1,16,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Kepa Arrizabalaga Revuelta,1,16,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Karl Hein,1,16,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Tommy Setford,1,16,True
5,90,0,0,1,0,0,0,9,28.0,1.3,9.0,3.8,4,2025-26,Gabriel dos Santos Magalhães,1,16,True
6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,William Saliba,1,16,True
7,67,0,0,1,0,1,0,5,5.4,12.6,2.0,2.0,4,2025-26,Riccardo Calafiori,1,16,True
8,90,0,0,1,0,0,0,8,19.8,13.0,35.0,6.8,4,2025-26,Jurriën Timber,1,16,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Jakub Kiwior,1,16,True
10,22,0,0,0,0,0,0,1,0.0,2.0,0.0,0.1,4,2025-26,Myles Lewis-Skelly,1,16,True
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Benjamin White,1,16,True
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Oleksandr Zinchenko,16,1,False
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Brayden Clarke,1,16,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Maldini Kacurri,1,16,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Josh Nichols,1,16,True
16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Bukayo Saka,1,16,True
17,17,0,0,0,0,0,0,1,0.0,5.2,0.0,0.5,4,2025-26,Martin Ødegaard,1,16,True
18,78,0,0,1,0,0,0,3,22.6,70.8,26.0,11.9,4,2025-26,Noni Madueke,1,16,True
19,12,0,0,0,0,0,0,1,2.0,4.3,0.0,0.6,4,2025-26,Gabriel Martinelli Silva,1,16,True
20,11,0,1,0,0,0,0,4,17.2,10.5,4.0,3.2,4,2025-26,Leandro Trossard,1,16,True
21,22,0,0,0,0,0,0,1,3.4,1.3,2.0,0.7,4,2025-26,Declan Rice,1,16,True
22,90,0,0,1,0,0,0,3,13.2,20.3,33.0,6.7,4,2025-26,Mikel Merino Zazón,1,16,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Fábio Ferreira Vieira,1,16,True
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Christian Nørgaard,1,16,True
25,72,0,0,1,0,0,0,3,2.4,18.7,15.0,3.6,4,2025-26,Ethan Nwaneri,1,16,True
26,90,2,0,1,0,0,0,16,68.6,14.5,25.0,10.8,4,2025-26,Martín Zubimendi Ibáñez,1,16,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Reiss Nelson,5,7,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Ismeal Kabia,1,16,True
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Albert Sambi Lokonga,1,16,True
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Kai Havertz,1,16,True
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Gabriel Fernando de Jesus,1,16,True
32,90,0,0,1,0,0,0,6,20.2,0.0,0.0,2.0,4,2025-26,Emiliano Martínez Romero,2,9,False
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Marco Bizot,2,9,False
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Joe Gauci,2,9,False
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2025-26,Filip Marschall,2,9,False
36,90,0,0,1,0,1,0,5,13.2,16.6,2.0,3.2,4,2025-26,Matty Cash,2,9,False
37,90,0,0,1,0,1,0,5,7.4,6.8,9.0,2.3,4,2025-26,Lucas Digne,2,9,False
