element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Noni Madueke,1,7,True
19,34,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Gabriel Martinelli Silva,1,7,True
20,55,0,0,0,1,0,0,1,0.4,0.3,5.0,0.6,28,2025-26,Leandro Trossard,1,7,True
21,75,0,1,0,1,0,0,5,1.8,1.2,0.0,0.3,28,2025-26,Declan Rice,1,7,True
22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Mikel Merino Zazón,1,7,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Fábio Ferreira Vieira,1,7,True
24,14,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Christian Nørgaard,1,7,True
25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ethan Nwaneri,1,7,True
26,90,0,0,0,1,0,0,2,0.0,0.3,1.0,0.1,28,2025-26,Martín Zubimendi Ibáñez,1,7,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Reiss Nelson,5,3,False
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ismeal Kabia,1,7,True
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Albert Sambi Lokonga,1,7,True
30,14,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Kai Havertz,1,7,True
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Gabriel Fernando de Jesus,1,7,True
32,90,0,0,0,2,0,0,1,6.0,0.1,0.0,0.6,28,2025-26,Emiliano Martínez Romero,2,20,False
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Marco Bizot,2,20,False
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Joe Gauci,2,20,False
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Filip Marschall,2,20,False
36,90,0,0,0,2,1,0,0,23.0,33.9,0.0,5.7,28,2025-26,Matty Cash,2,20,False
37,69,0,0,0,1,0,0,2,1.4,6.3,0.0,0.8,28,2025-26,Lucas Digne,2,20,False
38,90,0,0,0,2,0,0,1,17.8,0.8,0.0,1.9,28,2025-26,Ezri Konsa Ngoyo,2,20,False
39,20,0,0,0,1,0,0,1,13.0,25.2,23.0,6.1,28,2025-26,Ian Maatsen,2,20,False
40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Tyrone Mings,2,20,False
41,90,0,0,0,2,0,0,1,16.0,1.5,4.0,2.2,28,2025-26,Pau Torres,2,20,False
42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Andrés García,2,20,False
43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Álex Moreno Lopera,2,20,False
44,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Lamare Bogarde,2,20,False
45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Lino da Cruz Sousa,2,20,False
46,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Yasin Özcan,2,20,False
47,90,0,0,0,2,0,0,2,15.0,12.2,27.0,5.4,28,2025-26,Morgan Rogers,2,20,False
48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Youri Tielemans,2,20,False
49,30,0,0,0,2,1,0,0,0.4,0.8,7.0,0.8,28,2025-26,Leon Bailey,2,20,False
50,69,0,0,0,1,1,0,1,0.0,6.0,4.0,0.5,28,2025-26,Emiliano Buendía Stati,2,20,False
51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Samuel Iling-Junior,2,20,False
52,45,1,0,0,2,0,0,6,34.6,5.6,9.0,4.9,28,2025-26,Jacob Ramsey,15,9,True
53,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Donyell Malen,2,20,False
54,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,John McGinn,2,20,False
55,30,0,0,0,2,0,0,1,9.0,12.3,2.0,2.3,28,2025-26,Ross Barkley,2,20,False
56,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Enzo Barrenechea,2,20,False
57,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Lewis Dobbin,2,20,False
58,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Boubacar Kamara,2,20,False
59,90,0,0,0,2,0,0,2,9.8,2.3,15.0,2.7,28,2025-26,Amadou Onana,2,20,False
60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ben Broggio,2,20,False
61,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Leander Dendoncker,2,20,False
62,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jamaldeen Jimoh-Aloba,2,20,False
63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Kadan Young,2,20,False
64,85,0,0,0,1,0,0,2,0.0,3.0,5.0,0.8,28,2025-26,Ollie Watkins,2,20,False
65,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Zépiqueno Redmond,2,20,False
66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Norberto Murara Neto,4,17,True
67,90,0,0,0,1,0,0,3,22.8,0.0,0.0,2.3,28,2025-26,Đorđe Petrović,4,17,True
68,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Will Dennis,4,17,True
69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Callan McKenna,4,17,True
70,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Alex Paulsen,4,17,True
71,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Illia Zabarnyi,4,17,True
72,90,0,0,0,1,0,0,4,22.4,2.4,2.0,2.7,28,2025-26,Marcos Senesi Barón,4,17,True
73,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Adam Smith,4,17,True
74,90,0,0,0,1,0,0,4,18.6,7.4,0.0,2.6,28,2025-26,Adrien Truffert,4,17,True
75,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Matai Akinmboni,4,17,True
76,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Owen Bevan,4,17,True
77,90,0,0,0,1,0,0,2,15.6,10.3,6.0,3.2,28,2025-26,James Hill,4,17,True
78,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Julián Araujo Zúñiga,4,17,True
79,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Chris Mepham,4,17,True
80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Julio Soler Barreto,4,17,True
81,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Justin Kluivert,4,17,True
82,90,1,0,1,0,0,0,8,40.4,17.6,40.0,9.8,28,2025-26,Antoine Semenyo,13,11,False
83,71,0,1,0,3,0,0,5,24.6,25.0,7.0,5.7,28,2025-26,Dango Ouattara,5,3,False
84,80,0,1,0,1,0,0,7,30.2,17.7,49.0,9.7,28,2025-26,Marcus Tavernier,4,17,True
85,61,0,0,0,1,1,0,1,8.6,1.9,0.0,1.1,28,2025-26,Tyler Adams,4,17,True
86,45,0,0,0,1,0,0,1,2.0,13.5,0.0,1.6,28,2025-26,David Brooks,4,17,True
87,28,0,0,0,0,1,0,0,6.0,1.7,4.0,1.2,28,2025-26,Ryan Christie,4,17,True
88,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Lewis Cook,4,17,True
89,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Philip Billing,4,17,True
90,90,0,0,0,1,1,0,3,11.0,13.7,19.0,4.4,28,2025-26,Alex Scott,4,17,True
91,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Luis Sinisterra Lucumí,4,17,True
92,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Romain Faivre,4,17,True
93,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Hamed Traorè,4,17,True
94,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Dominic Sadi,4,17,True
95,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Zain Silcott-Duberry,4,17,True
96,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ben Winterburn,4,17,True
97,39,1,0,0,0,0,0,6,32.4,0.8,33.0,6.6,28,2025-26,Francisco Evanilson de Lima Barbosa,4,17,True
98,9,0,0,0,0,0,0,1,0.0,2.1,19.0,2.0,28,2025-26,Enes Ünal,4,17,True
99,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Daniel Adu-Adjei,4,17,True
100,80,0,0,0,1,0,0,2,0.0,23.8,13.0,3.6,28,2025-26,Junior Kroupi,4,17,True
101,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Caoimhín Kelleher,5,3,False
102,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ellery Balcombe,5,3,False
103,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Matthew Cox,5,3,False
104,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Julian Eyestone,5,3,False
105,90,0,0,0,3,0,0,1,13.0,0.0,0.0,1.3,28,2025-26,Hákon Rafn Valdimarsson,5,3,False
106,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Nathan Collins,5,3,False
107,18,0,0,0,0,0,0,1,3.6,10.8,8.0,2.2,28,2025-26,Keane Lewis-Potter,5,3,False
108,90,0,0,0,3,0,0,1,19.2,24.8,4.0,4.8,28,2025-26,Kristoffer Ajer,5,3,False
109,90,0,1,0,3,0,0,4,33.2,26.9,8.0,6.8,28,2025-26,Rico Henry,5,3,False
110,90,0,0,0,3,0,0,-1,15.2,20.8,4.0,4.0,28,2025-26,Michael Kayode,5,3,False
111,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ethan Pinnock,5,3,False
112,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Mads Roerslev Rasmussen,5,3,False
113,90,0,1,0,3,0,0,6,25.2,1.3,19.0,4.6,28,2025-26,Sepp van den Berg,5,3,False
114,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Benjamin Arthur,5,3,False
115,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Benjamin Fredrick,5,3,False
116,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Aaron Hickey,5,3,False
117,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Kim Ji-soo,5,3,False
118,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jayden Meghoma,5,3,False
119,85,0,0,0,1,0,0,2,9.8,49.2,6.0,6.5,28,2025-26,Bryan Mbeumo,14,8,True
120,71,1,0,0,3,0,0,7,35.0,3.3,41.0,7.9,28,2025-26,Kevin Schade,5,3,False
121,90,2,1,0,3,0,0,18,88.4,29.4,50.0,16.8,28,2025-26,Mikkel Damsgaard,5,3,False
122,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Antoni Milambo,5,3,False
123,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Fábio Freitas Gouveia Carvalho,5,3,False
124,18,0,0,0,0,0,0,1,4.4,13.5,0.0,1.8,28,2025-26,Jordan Henderson,5,3,False
125,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Vitaly Janelt,5,3,False
126,90,0,0,0,3,0,0,2,17.2,14.7,7.0,3.9,28,2025-26,Mathias Jensen,5,3,False
127,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Gustavo Nunes Fernandes Gomes,5,3,False
128,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Frank Onyeka,5,3,False
129,71,0,0,0,3,1,0,1,12.0,1.9,2.0,1.6,28,2025-26,Yehor Yarmoliuk,5,3,False
130,18,0,0,0,0,0,0,1,2.2,0.3,4.0,0.7,28,2025-26,Romelle Donovan,5,3,False
131,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Yunus Emre Konak,5,3,False
132,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Paris Maghoma,5,3,False
133,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Myles Peart-Harris,5,3,False
134,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Ryan Trevitt,5,3,False
135,15,0,0,0,1,0,0,1,0.0,1.4,4.0,0.3,28,2025-26,Yoane Wissa,15,9,True
136,90,1,0,0,3,1,0,6,39.4,15.5,58.0,11.3,28,2025-26,Igor Thiago Nascimento Rodrigues,5,3,False
137,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Iwan Morgan,5,3,False
138,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jason Steele,6,16,True
139,90,0,0,0,1,0,0,3,25.6,0.0,0.0,2.6,28,2025-26,Bart Verbruggen,6,16,True
140,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Tom McGill,6,16,True
141,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Carl Rushworth,6,16,True
142,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Kjell Scherpen,6,16,True
143,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Olivier Boscagli,6,16,True
144,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Diego Coppola,6,16,True
145,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.1,28,2025-26,Maxim De Cuyper,6,16,True
146,90,0,0,0,1,1,0,1,28.2,0.9,2.0,3.1,28,2025-26,Lewis Dunk,6,16,True
147,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Pervis Estupiñán Tenorio,6,16,True
148,90,0,0,0,1,0,0,2,6.0,2.9,6.0,1.5,28,2025-26,Ferdi Kadıoğlu,6,16,True
149,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Igor Julio dos Santos de Paulo,6,16,True
150,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Tariq Lamptey,6,16,True
151,90,0,0,0,1,0,0,4,38.2,14.8,0.0,5.3,28,2025-26,Jan Paul van Hecke,6,16,True
152,19,0,0,0,0,0,0,1,1.4,0.6,0.0,0.2,28,2025-26,Joël Veltman,6,16,True
153,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Adam Webster,6,16,True
154,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Eiran Cashin,6,16,True
155,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jacob Slater,6,16,True
156,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Charlie Tasker,6,16,True
157,90,0,0,0,1,1,0,1,12.2,28.6,34.0,7.5,28,2025-26,Mitoma Kaoru,6,16,True
158,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Georginio Rutter,6,16,True
159,4,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Solly March,6,16,True
160,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Yankuba Minteh,6,16,True
161,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Julio Enciso Espínola,6,16,True
162,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Brajan Gruda,6,16,True
163,90,0,1,0,1,0,0,5,19.0,13.6,29.0,6.2,28,2025-26,Jack Hinshelwood,6,16,True
164,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Matt O'Riley,6,16,True
165,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Abdallah Sima,6,16,True
166,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Yasin Ayari,6,16,True
167,4,0,0,0,0,0,0,1,2.0,1.1,0.0,0.3,28,2025-26,Carlos Baleba,6,16,True
168,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Facundo Buonanotte,11,13,True
169,85,1,0,0,1,0,0,9,49.4,28.1,25.0,10.3,28,2025-26,Diego Gómez Amarilla,6,16,True
170,85,0,0,0,1,0,0,2,6.4,15.9,0.0,2.2,28,2025-26,James Milner,6,16,True
171,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jeremy Sarmiento Morante,6,16,True
172,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Tom Watson,6,16,True
173,70,0,0,0,1,1,0,1,8.6,12.3,7.0,2.8,28,2025-26,Mats Wieffer,6,16,True
174,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Malick Yalcouyé,6,16,True
175,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Joe Knight,6,16,True
176,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Adrian Mazilu,6,16,True
177,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Andrew Moran,6,16,True
178,90,1,0,0,1,0,0,9,40.2,20.8,29.0,9.0,28,2025-26,Danny Welbeck,6,16,True
179,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Evan Ferguson,6,16,True
180,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Stefanos Tzimas,6,16,True
181,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Charalampos Kostoulas,6,16,True
182,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,James Trafford,13,11,False
183,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Max Weiß,3,5,True
184,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Etienne Green,3,5,True
185,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Václav Hladký,3,5,True
186,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Connor Roberts,3,5,True
187,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Kyle Walker,3,5,True
188,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Hannes Delcroix,3,5,True
189,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Owen Dodgson,3,5,True
190,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Hjalmar Ekdal,3,5,True
191,90,0,0,0,4,0,0,0,17.8,0.5,4.0,2.2,28,2025-26,Maxime Estève,3,5,True
192,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Quilindschy Hartman,3,5,True
193,90,0,0,0,4,1,0,1,24.4,15.8,0.0,4.0,28,2025-26,Bashir Humphreys,3,5,True
194,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jordan Beyer,3,5,True
195,90,0,0,0,4,0,0,0,15.4,15.6,0.0,3.1,28,2025-26,Lucas Pires Silva,3,5,True
196,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Shurandy Sambo,3,5,True
197,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Oliver Sonne,3,5,True
198,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Axel Tuanzebe,3,5,True
199,90,0,0,0,4,0,0,2,19.8,0.0,9.0,2.9,28,2025-26,Joe Worrall,3,5,True
200,90,1,1,0,4,0,0,10,40.4,2.4,43.0,8.6,28,2025-26,Jaidon Anthony,3,5,True
201,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Manuel Benson Hedilazio,3,5,True
202,45,0,0,0,3,0,0,1,0.2,0.8,0.0,0.1,28,2025-26,Jacob Bruun Larsen,3,5,True
203,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Enock Agyei,3,5,True
204,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Darko Churlinov,3,5,True
205,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Josh Cullen,3,5,True
206,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Marcus Edwards,3,5,True
207,83,0,2,0,3,0,0,10,48.4,32.3,1.0,8.2,28,2025-26,Hannibal Mejbri,3,5,True
208,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Luca Koleosho,3,5,True
209,45,0,0,0,3,0,0,1,16.8,41.6,0.0,5.8,28,2025-26,Josh Laurent,3,5,True
210,6,0,0,0,1,0,0,1,6.0,14.5,0.0,2.1,28,2025-26,Loum Tchaouna,3,5,True
211,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Aaron Ramsey,3,5,True
212,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Oluwaseun Adewumi,3,5,True
213,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jaydon Banel,3,5,True
214,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Mike Trésor Ndayishimiye,3,5,True
215,90,1,0,0,3,0,0,6,35.2,3.3,27.0,6.6,28,2025-26,Zian Flemming,3,5,True
216,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Zeki Amdouni,3,5,True
217,45,0,0,0,1,1,0,0,7.2,13.3,0.0,2.1,28,2025-26,Lyle Foster,3,5,True
218,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Ashley Barnes,3,5,True
219,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Michael Obafemi,3,5,True
220,90,0,0,0,2,0,0,2,7.2,0.0,0.0,0.7,28,2025-26,Robert Lynch Sánchez,7,1,False
221,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Filip Jörgensen,7,1,False
222,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Mike Penders,7,1,False
223,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Gabriel Słonina,7,1,False
224,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Marc Cucurella Saseta,7,1,False
225,90,0,1,0,2,0,0,6,0.8,0.2,0.0,0.1,28,2025-26,Reece James,7,1,False
226,90,0,0,0,2,0,0,1,3.2,0.1,0.0,0.3,28,2025-26,Trevoh Chalobah,7,1,False
227,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Levi Samuels Colwill,7,1,False
228,15,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Malo Gusto,7,1,False
229,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Benoît Badiashile Mukinayi,7,1,False
230,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Wesley Fofana,7,1,False
231,89,0,0,0,2,0,0,1,6.2,0.1,7.0,1.3,28,2025-26,Mamadou Sarr,7,1,False
232,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,28,2025-26,Tosin Adarabioyo,7,1,False
233,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Josh Acheampong,7,1,False
234,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Aarón Anselmino,7,1,False
235,85,0,0,0,2,1,0,1,0.0,1.5,3.0,0.3,28,2025-26,Cole Palmer,7,1,False
236,69,0,0,0,2,0,1,-1,2.2,10.8,2.0,1.5,28,2025-26,Pedro Lomba Neto,7,1,False
237,85,0,0,0,2,1,0,1,2.6,1.7,0.0,0.4,28,2025-26,Enzo Fernández,7,1,False
238,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Estêvão Almeida de Oliveira Gonçalves,7,1,False
239,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Jamie Bynoe-Gittens,7,1,False
240,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,2025-26,Christopher Nkunku,7,1,False
241,90,0,0,0,2,0,0,4,4.6,0.3,0.0,0.5,28,2025-26,Moisés Caicedo Corozo,7,1,False
242,88,0,1,0,2,1,0,6,30.8,33.0,2.0,6.6,28,2025-26,Kiernan Dewsbury-Hall,9,15,False
