element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,0,3,0,0,1,4.8,0.0,0.0,0.5,23,2025-26,David Raya Martín,1,14,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Kepa Arrizabalaga Revuelta,1,14,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Karl Hein,1,14,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Tommy Setford,1,14,True
5,90,0,0,0,3,0,0,1,13.4,4.2,2.0,2.0,23,2025-26,Gabriel dos Santos Magalhães,1,14,True
6,90,0,0,0,3,0,0,1,14.6,34.8,2.0,5.1,23,2025-26,William Saliba,1,14,True
7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Riccardo Calafiori,1,14,True
8,90,0,0,0,3,0,0,1,5.4,2.3,2.0,1.0,23,2025-26,Jurriën Timber,1,14,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Jakub Kiwior,1,14,True
10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Myles Lewis-Skelly,1,14,True
11,32,0,0,0,1,0,0,1,10.6,1.0,2.0,1.4,23,2025-26,Benjamin White,1,14,True
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Oleksandr Zinchenko,16,5,False
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Brayden Clarke,1,14,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Maldini Kacurri,1,14,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Josh Nichols,1,14,True
16,90,0,0,0,3,0,0,2,18.6,45.5,33.0,9.7,23,2025-26,Bukayo Saka,1,14,True
17,57,0,1,0,2,0,0,4,0.0,5.6,4.0,0.8,23,2025-26,Martin Ødegaard,1,14,True
18,15,0,0,0,1,0,0,1,1.2,1.0,2.0,0.4,23,2025-26,Noni Madueke,1,14,True
19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Gabriel Martinelli Silva,1,14,True
20,74,0,0,0,2,0,0,2,0.2,12.5,4.0,1.7,23,2025-26,Leandro Trossard,1,14,True
21,90,0,0,0,3,1,0,1,18.4,54.5,10.0,8.3,23,2025-26,Declan Rice,1,14,True
22,32,1,0,0,1,0,0,7,38.8,1.3,44.0,8.4,23,2025-26,Mikel Merino Zazón,1,14,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Fábio Ferreira Vieira,1,14,True
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Christian Nørgaard,1,14,True
25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Ethan Nwaneri,1,14,True
26,57,0,0,0,2,0,0,1,10.0,1.8,40.0,5.2,23,2025-26,Martín Zubimendi Ibáñez,1,14,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Reiss Nelson,5,16,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,2025-26,Ismeal Kabia,1,14,True
