element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,0,1,0,0,2,21.4,0.0,0.0,2.1,5,2025-26,David Raya Martín,1,13,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Kepa Arrizabalaga Revuelta,1,13,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Karl Hein,1,13,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Tommy Setford,1,13,True
5,90,0,0,0,1,0,0,2,19.6,2.3,0.0,2.2,5,2025-26,Gabriel dos Santos Magalhães,1,13,True
6,90,0,0,0,1,0,0,2,22.0,3.0,4.0,2.9,5,2025-26,William Saliba,1,13,True
7,90,0,0,0,1,0,0,2,3.6,6.2,19.0,2.9,5,2025-26,Riccardo Calafiori,1,13,True
8,79,0,0,0,1,1,0,1,17.0,13.9,8.0,3.9,5,2025-26,Jurriën Timber,1,13,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Jakub Kiwior,1,13,True
10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Myles Lewis-Skelly,1,13,True
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Benjamin White,1,13,True
12,90,0,0,0,1,0,0,2,29.6,18.0,15.0,6.3,5,2025-26,Oleksandr Zinchenko,16,3,False
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Brayden Clarke,1,13,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Maldini Kacurri,1,13,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Josh Nichols,1,13,True
16,45,0,0,0,0,0,0,1,5.6,32.3,7.0,4.5,5,2025-26,Bukayo Saka,1,13,True
17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Martin Ødegaard,1,13,True
18,45,0,0,0,1,0,0,1,0.4,1.7,29.0,3.1,5,2025-26,Noni Madueke,1,13,True
19,10,1,0,0,0,0,0,7,33.0,0.3,17.0,5.0,5,2025-26,Gabriel Martinelli Silva,1,13,True
20,83,0,0,0,1,0,0,2,7.6,4.3,17.0,2.9,5,2025-26,Leandro Trossard,1,13,True
21,90,0,0,0,1,0,0,3,18.8,37.0,0.0,5.6,5,2025-26,Declan Rice,1,13,True
22,45,0,0,0,1,0,0,1,8.8,17.3,0.0,2.6,5,2025-26,Mikel Merino Zazón,1,13,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Fábio Ferreira Vieira,1,13,True
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Christian Nørgaard,1,13,True
25,6,0,0,0,0,0,0,1,0.2,0.4,0.0,0.1,5,2025-26,Ethan Nwaneri,1,13,True
26,90,0,0,0,1,0,0,2,8.6,19.0,12.0,4.0,5,2025-26,Martín Zubimendi Ibáñez,1,13,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Reiss Nelson,5,10,False
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Ismeal Kabia,1,13,True
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Albert Sambi Lokonga,1,13,True
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Kai Havertz,1,13,True
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Gabriel Fernando de Jesus,1,13,True
32,90,0,0,0,1,0,0,3,18.8,0.0,0.0,1.9,5,2025-26,Emiliano Martínez Romero,2,17,False
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Marco Bizot,2,17,False
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Joe Gauci,2,17,False
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Filip Marschall,2,17,False
36,90,1,0,0,1,0,0,10,44.4,7.2,11.0,6.3,5,2025-26,Matty Cash,2,17,False
37,57,0,0,0,0,0,0,1,1.2,3.8,2.0,0.7,5,2025-26,Lucas Digne,2,17,False
38,90,0,0,0,1,0,0,2,26.2,3.0,0.0,2.9,5,2025-26,Ezri Konsa Ngoyo,2,17,False
39,32,0,0,0,1,1,0,0,5.0,3.5,6.0,1.5,5,2025-26,Ian Maatsen,2,17,False
40,90,0,0,0,1,0,0,4,34.4,24.4,2.0,6.1,5,2025-26,Tyrone Mings,2,17,False
41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Pau Torres,2,17,False
42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Andrés García,2,17,False
43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Álex Moreno Lopera,2,17,False
44,8,0,0,0,0,0,0,1,0.0,1.3,4.0,0.5,5,2025-26,Lamare Bogarde,2,17,False
45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Lino da Cruz Sousa,2,17,False
46,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Yasin Özcan,2,17,False
47,81,0,0,0,1,0,0,2,5.2,23.8,10.0,3.9,5,2025-26,Morgan Rogers,2,17,False
48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Youri Tielemans,2,17,False
49,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Leon Bailey,2,17,False
50,57,0,0,0,0,0,0,1,2.6,3.5,12.0,1.8,5,2025-26,Emiliano Buendía Stati,2,17,False
51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Samuel Iling-Junior,2,17,False
52,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Jacob Ramsey,15,4,False
53,17,0,0,0,1,0,0,1,2.2,12.8,14.0,2.9,5,2025-26,Donyell Malen,2,17,False
54,90,0,0,0,1,0,0,2,11.8,19.4,3.0,3.4,5,2025-26,John McGinn,2,17,False
55,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Ross Barkley,2,17,False
56,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Enzo Barrenechea,2,17,False
57,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Lewis Dobbin,2,17,False
58,81,0,1,0,1,0,0,6,38.2,29.0,0.0,6.7,5,2025-26,Boubacar Kamara,2,17,False
59,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Amadou Onana,2,17,False
60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Ben Broggio,2,17,False
61,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Leander Dendoncker,2,17,False
62,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Jamaldeen Jimoh-Aloba,2,17,False
63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Kadan Young,2,17,False
64,90,0,0,0,1,0,0,2,1.2,0.8,6.0,0.8,5,2025-26,Ollie Watkins,2,17,False
65,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Zépiqueno Redmond,2,17,False
66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Norberto Murara Neto,4,15,True
67,90,0,0,1,0,0,0,6,9.8,0.0,0.0,1.0,5,2025-26,Đorđe Petrović,4,15,True
68,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2025-26,Will Dennis,4,15,True
