element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,0,1,0,0,3,28.2,3.0,0.0,3.1,27,2025-26,David Raya Martín,1,18,False
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Kepa Arrizabalaga Revuelta,1,18,False
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Karl Hein,1,18,False
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Tommy Setford,1,18,False
5,90,0,0,0,1,0,0,2,18.2,1.8,0.0,2.0,27,2025-26,Gabriel dos Santos Magalhães,1,18,False
6,90,0,0,0,1,0,0,2,16.6,2.5,7.0,2.6,27,2025-26,William Saliba,1,18,False
7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Riccardo Calafiori,1,18,False
8,56,0,1,0,1,1,0,3,25.8,38.2,4.0,6.8,27,2025-26,Jurriën Timber,1,18,False
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Jakub Kiwior,1,18,False
10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Myles Lewis-Skelly,1,18,False
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Benjamin White,1,18,False
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Oleksandr Zinchenko,16,12,True
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Brayden Clarke,1,18,False
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Maldini Kacurri,1,18,False
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Josh Nichols,1,18,False
16,90,0,1,0,1,0,0,5,18.2,31.3,89.0,13.9,27,2025-26,Bukayo Saka,1,18,False
17,13,0,1,0,0,0,0,4,17.6,10.8,0.0,2.8,27,2025-26,Martin Ødegaard,1,18,False
18,1,0,0,0,0,0,0,1,0.2,0.3,0.0,0.1,27,2025-26,Noni Madueke,1,18,False
19,14,0,0,0,0,0,0,1,0.2,0.6,2.0,0.3,27,2025-26,Gabriel Martinelli Silva,1,18,False
20,75,0,0,0,1,0,0,2,7.6,10.8,20.0,3.8,27,2025-26,Leandro Trossard,1,18,False
21,90,0,0,0,1,0,0,4,6.4,7.3,4.0,1.8,27,2025-26,Declan Rice,1,18,False
22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Mikel Merino Zazón,1,18,False
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Fábio Ferreira Vieira,1,18,False
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Christian Nørgaard,1,18,False
25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Ethan Nwaneri,1,18,False
26,90,0,0,0,1,0,0,2,11.2,4.2,6.0,2.1,27,2025-26,Martín Zubimendi Ibáñez,1,18,False
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Reiss Nelson,5,6,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Ismeal Kabia,1,18,False
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Albert Sambi Lokonga,1,18,False
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Kai Havertz,1,18,False
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Gabriel Fernando de Jesus,1,18,False
32,90,0,0,0,1,0,0,3,26.0,0.0,0.0,2.6,27,2025-26,Emiliano Martínez Romero,2,11,True
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Marco Bizot,2,11,True
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Joe Gauci,2,11,True
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27,2025-26,Filip Marschall,2,11,True
36,86,0,0,0,1,0,0,2,18.0,19.8,5.0,4.3,27,2025-26,Matty Cash,2,11,True
