element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,1,0,0,0,6,13.4,0.0,0.0,1.3,2,2025-26,David Raya Martín,1,11,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Kepa Arrizabalaga Revuelta,1,11,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Karl Hein,1,11,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Tommy Setford,1,11,True
5,90,0,0,1,0,0,0,6,13.4,3.3,6.0,2.3,2,2025-26,Gabriel dos Santos Magalhães,1,11,True
6,90,0,0,1,0,0,0,6,18.4,2.1,2.0,2.3,2,2025-26,William Saliba,1,11,True
7,63,0,2,1,0,0,0,13,38.0,21.4,22.0,8.1,2,2025-26,Riccardo Calafiori,1,11,True
8,63,2,1,1,0,0,0,24,95.0,28.5,75.0,19.9,2,2025-26,Jurriën Timber,1,11,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Jakub Kiwior,1,11,True
10,26,0,0,0,0,0,0,1,4.2,3.7,0.0,0.8,2,2025-26,Myles Lewis-Skelly,1,11,True
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Benjamin White,1,11,True
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Oleksandr Zinchenko,16,8,False
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Brayden Clarke,1,11,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Maldini Kacurri,1,11,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Josh Nichols,1,11,True
16,52,1,0,0,0,0,0,6,40.4,30.4,21.0,9.2,2,2025-26,Bukayo Saka,1,11,True
17,37,0,0,0,0,0,0,1,1.6,4.4,3.0,0.9,2,2025-26,Martin Ødegaard,1,11,True
18,63,0,0,1,0,0,0,3,5.6,26.9,10.0,4.3,2,2025-26,Noni Madueke,1,11,True
19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Gabriel Martinelli Silva,1,11,True
20,37,0,0,0,0,0,0,1,5.4,21.5,4.0,3.1,2,2025-26,Leandro Trossard,1,11,True
21,90,0,1,1,0,0,0,6,25.2,50.0,2.0,7.7,2,2025-26,Declan Rice,1,11,True
22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Mikel Merino Zazón,1,11,True
23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Fábio Ferreira Vieira,1,11,True
24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Christian Nørgaard,1,11,True
25,52,0,0,0,0,0,0,1,5.6,1.8,5.0,1.2,2,2025-26,Ethan Nwaneri,1,11,True
26,90,0,0,1,0,0,0,3,6.4,6.9,1.0,1.4,2,2025-26,Martín Zubimendi Ibáñez,1,11,True
27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Reiss Nelson,5,2,True
28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Ismeal Kabia,1,11,True
29,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Albert Sambi Lokonga,1,11,True
30,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Kai Havertz,1,11,True
31,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Gabriel Fernando de Jesus,1,11,True
32,90,0,0,0,1,0,0,2,12.8,0.0,0.0,1.3,2,2025-26,Emiliano Martínez Romero,2,5,False
33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Marco Bizot,2,5,False
34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Joe Gauci,2,5,False
35,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Filip Marschall,2,5,False
36,90,0,0,0,1,0,0,2,20.4,25.4,4.0,5.0,2,2025-26,Matty Cash,2,5,False
37,63,0,0,0,1,0,0,2,6.8,8.4,6.0,2.1,2,2025-26,Lucas Digne,2,5,False
38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Ezri Konsa Ngoyo,2,5,False
39,26,0,0,0,0,0,0,1,10.6,15.4,2.0,2.8,2,2025-26,Ian Maatsen,2,5,False
40,90,0,0,0,1,0,0,2,17.6,12.3,15.0,4.5,2,2025-26,Tyrone Mings,2,5,False
41,90,0,0,0,1,0,0,2,17.0,5.8,9.0,3.2,2,2025-26,Pau Torres,2,5,False
42,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Andrés García,2,5,False
43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Álex Moreno Lopera,2,5,False
44,16,0,0,0,0,1,0,0,0.0,2.3,2.0,0.3,2,2025-26,Lamare Bogarde,2,5,False
45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Lino da Cruz Sousa,2,5,False
46,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Yasin Özcan,2,5,False
47,90,0,0,0,1,0,0,2,4.4,21.3,17.0,4.3,2,2025-26,Morgan Rogers,2,5,False
48,90,0,0,0,1,0,0,2,11.2,50.8,12.0,7.4,2,2025-26,Youri Tielemans,2,5,False
49,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Leon Bailey,2,5,False
50,58,0,0,0,0,0,0,1,0.8,12.2,9.0,2.2,2,2025-26,Emiliano Buendía Stati,2,5,False
51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Samuel Iling-Junior,2,5,False
52,14,0,0,0,1,0,0,1,4.2,11.0,0.0,1.5,2,2025-26,Jacob Ramsey,15,12,True
53,26,0,0,0,0,0,0,1,0.4,2.8,2.0,0.5,2,2025-26,Donyell Malen,2,5,False
54,73,0,0,0,1,0,0,2,17.6,31.1,15.0,6.4,2,2025-26,John McGinn,2,5,False
55,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Ross Barkley,2,5,False
56,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Enzo Barrenechea,2,5,False
57,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2025-26,Lewis Dobbin,2,5,False
58,15,0,0,0,1,0,0,1,1.6,0.8,2.0,0.4,2,2025-26,Boubacar Kamara,2,5,False
