element,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,total_points,influence,creativity,threat,ict_index,Gameweek,season,name,team,opponent_team,was_home
1,90,0,0,1,0,0,0,7,20.0,0.0,0.0,2.0,30,2025-26,David Raya Martín,1,9,True
2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Kepa Arrizabalaga Revuelta,1,9,True
3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Karl Hein,1,9,True
4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Tommy Setford,1,9,True
5,90,0,0,1,0,0,0,9,21.2,3.0,3.0,2.7,30,2025-26,Gabriel dos Santos Magalhães,1,9,True
6,90,0,0,1,0,0,0,11,33.6,31.8,2.0,6.7,30,2025-26,William Saliba,1,9,True
7,73,0,0,1,0,0,0,6,11.2,17.7,19.0,4.8,30,2025-26,Riccardo Calafiori,1,9,True
8,37,0,0,0,0,0,0,1,7.0,1.6,2.0,1.1,30,2025-26,Jurriën Timber,1,9,True
9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Jakub Kiwior,1,9,True
10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Myles Lewis-Skelly,1,9,True
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Benjamin White,1,9,True
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Oleksandr Zinchenko,16,10,True
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Brayden Clarke,1,9,True
14,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Maldini Kacurri,1,9,True
15,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Josh Nichols,1,9,True
16,90,0,0,1,0,0,0,3,9.4,29.8,35.0,7.4,30,2025-26,Bukayo Saka,1,9,True
17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Martin Ødegaard,1,9,True
18,60,0,0,1,0,0,0,3,10.2,24.0,28.0,6.2,30,2025-26,Noni Madueke,1,9,True
19,29,0,1,0,0,0,0,4,20.0,14.5,11.0,4.6,30,2025-26,Gabriel Martinelli Silva,1,9,True
20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,2025-26,Leandro Trossard,1,9,True
