Unnamed: 0,Name,Gameweek,Team,Cost,Corners,Goal Attempts,xA Expected Assists,xG Expected Goals,Big Assists,Chances Created,DC Pts,Ownership,Svs,Solo Goals
,Konaté,30,LIV,5.4,0,1,0.01,0.47,0,0,0,2.7,0,0
,Kiwior,30,ARS,5.4,0,1,0.01,0.06,0,0,0,0.1,0,0
,Kilman,30,WHU,4.3,0,0,0.01,0.0,0,0,0,0.2,0,0
,Kerkez,30,BOU,5.7,0,1,0.06,0.02,0,1,0,3.6,0,0
,Kelleher,30,LIV,4.5,0,0,0.0,0.0,0,0,0,7.9,0,0
,Kamara,30,AVL,4.9,0,0,0.02,0.0,0,1,0,0.2,0,0
,Kamada,30,CRY,5.0,0,0,0.01,0.0,0,0,0,0.2,0,0
,Justin,30,LEI,4.0,0,0,0.01,0.0,0,0,0,0.2,0,0
,João Pedro,30,BHA,7.4,0,1,0.02,0.1,0,0,0,45.5,0,0
,Jones,30,LIV,5.4,0,1,0.11,0.04,0,1,0,0.1,0,0
,Johnson (Ben),30,IPS,3.8,3,2,0.05,0.21,0,1,0,1.9,0,0
,Johnson (Brennan),30,TOT,6.7,0,0,0.48,0.0,0,2,0,3.1,0,0
,Raúl Jiménez,30,FUL,6.2,0,2,0.02,0.14,0,0,0,0.8,0,0
,Jebbison,30,BOU,4.5,0,0,0.0,0.0,0,0,0,1.1,0,0
,Janelt,30,BRE,4.9,0,0,0.01,0.0,0,0,0,0.0,0,0
,James,30,CHE,5.5,0,0,0.0,0.0,0,0,0,7.9,0,0
,Jackson (Nicolas),30,CHE,6.5,0,2,0.0,0.13,0,0,0,0.1,0,0
,Iwobi,30,FUL,6.5,0,0,0.55,0.0,0,1,0,1.7,0,0
,Isak,30,NEW,10.4,0,3,0.01,0.56,0,1,0,5.1,0,0
,Iroegbunam,30,EVE,4.9,0,0,0.0,0.0,0,0,0,0.0,0,0
,Højlund,30,MUN,6.3,0,1,0.03,0.03,0,1,0,0.3,0,0
,Huijsen,30,BOU,4.5,0,0,0.08,0.0,0,0,2,5.0,0,0
,Hirst,30,IPS,5.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Hinshelwood,30,BHA,5.1,0,0,0.08,0.0,0,1,0,0.0,0,0
,Hermansen,30,LEI,4.4,0,0,0.0,0.0,0,0,0,0.2,3,0
,Henderson,30,CRY,5.0,0,0,0.0,0.0,0,0,0,7.6,1,0
,Harwood-Bellis,30,SOU,3.9,0,0,0.03,0.0,0,1,0,4.1,0,0
,Harrison (Jack),30,EVE,5.2,2,1,0.06,0.03,0,1,0,0.1,0,0
,Gómez (Diego),30,BHA,4.9,2,0,0.01,0.0,0,1,0,0.1,0,0
,Gvardiol,30,MCI,5.9,0,1,0.19,0.05,0,1,0,5.4,0,0
,Gusto,30,CHE,4.9,0,1,0.04,0.08,0,2,0,1.0,0,0
,Gundogan,30,MCI,6.3,4,1,0.41,0.1,0,2,2,0.1,0,0
,Bruno Guimarães,30,NEW,6.6,1,0,0.07,0.0,0,2,0,3.7,0,0
,Gueye,30,EVE,5.4,0,0,0.01,0.0,0,0,2,0.1,0,0
,Marc Guehi,30,CRY,5.0,0,1,0.03,0.11,0,0,0,34.1,0,0
,Gruda,30,BHA,5.4,0,0,0.02,0.0,0,0,0,0.1,0,0
,Grealish,30,MCI,6.9,0,2,0.15,0.35,0,2,0,17.6,0,0
,Gravenberch,30,LIV,5.6,0,2,0.05,0.07,0,0,2,4.0,0,0
,González (Nico),30,MCI,5.9,0,0,0.07,0.0,0,0,0,0.1,0,0
,João Gomes,30,WOL,5.4,0,1,0.04,0.05,0,0,2,0.1,0,0
,Beto,30,EVE,5.2,0,1,0.0,0.31,0,1,0,3.3,0,0
,Toti,30,WOL,4.3,0,1,0.01,0.12,0,0,2,0.1,0,0
,Gibbs-White,30,NFO,7.3,0,1,0.04,0.06,0,1,0,2.9,0,0
,Rúben Dias,30,MCI,5.5,0,0,0.04,0.0,0,0,0,4.5,0,0
,Garner,30,EVE,5.0,2,0,0.01,0.0,0,1,0,0.9,0,0
,Garnacho,30,MUN,6.4,0,6,0.18,0.25,0,4,0,0.4,0,0
,Gakpo,30,LIV,7.6,0,0,0.0,0.0,0,0,0,14.1,0,0
,Füllkrug,30,WHU,5.6,0,2,0.01,0.13,0,1,0,0.7,0,0
,Matheus França,30,CRY,4.5,0,2,0.0,0.06,0,0,0,0.0,0,0
,Casemiro,30,MUN,5.5,0,3,0.05,0.09,0,1,0,0.6,0,0
,Flekken,30,BRE,4.5,0,0,0.01,0.0,0,0,0,10.0,2,0
,Fernández,30,CHE,6.7,1,2,0.03,0.58,0,1,0,14.3,0,0
,Ferguson,30,WHU,5.5,0,1,0.0,0.31,0,0,0,0.0,0,0
,Faes,30,LEI,3.8,0,0,0.0,0.0,0,0,2,5.2,0,0
,Eze,30,CRY,7.6,1,2,0.04,0.2,0,0,0,14.2,0,0
,Estupiñán,30,BHA,4.5,2,1,0.14,0.02,0,1,0,0.0,0,0
,Mateus Fernandes,30,SOU,5.5,1,2,0.09,0.18,1,1,2,0.0,0,0
,Eriksen,30,MUN,5.2,4,0,0.04,0.0,0,2,0,0.2,0,0
,Endo,30,LIV,4.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,Enciso,30,IPS,5.4,0,3,0.3,0.11,1,2,0,0.0,0,0
,Elanga,30,NFO,6.7,3,1,0.04,0.12,0,0,0,3.7,0,1
,El Khannouss,30,LEI,4.8,0,1,0.01,0.02,0,0,0,0.2,0,0
,Díaz,30,LIV,8.0,0,3,0.27,0.27,0,6,0,0.0,0,0
,Dunk,30,BHA,4.5,0,0,0.01,0.0,0,0,0,1.2,0,0
,Downes,30,SOU,4.7,0,0,0.01,0.0,0,0,2,0.0,0,0
,Doucouré,30,EVE,5.1,0,0,0.03,0.0,0,1,0,0.5,0,0
,Dorgu,30,MUN,4.3,0,4,0.6,0.22,0,1,0,3.1,0,0
,Nicolás Domínguez,30,NFO,5.0,0,0,0.26,0.0,0,1,0,0.0,0,0
,Doku,30,MCI,6.5,0,0,0.59,0.0,0,2,0,5.0,0,0
,Doherty,30,WOL,4.4,0,0,0.05,0.0,0,1,2,0.1,0,0
,Disasi,30,AVL,4.2,0,0,0.0,0.0,0,0,0,0.4,0,0
,Diop,30,FUL,4.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Digne,30,AVL,4.5,0,0,0.11,0.0,0,1,0,1.6,0,0
,Dibling,30,SOU,5.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Dewsbury-Hall,30,CHE,4.9,0,0,0.0,0.0,0,0,0,2.9,0,0
,Devenny,30,CRY,4.4,0,0,0.0,0.0,0,0,0,1.1,0,0
,Delap,30,IPS,6.2,0,1,0.01,0.27,0,0,0,0.9,0,0
,Damsgaard,30,BRE,5.8,1,1,0.07,0.09,0,3,0,0.6,0,0
,Dalot,30,MUN,4.4,0,1,0.24,0.06,0,3,0,1.0,0,0
,Daka,30,LEI,4.8,0,0,0.0,0.0,0,0,0,0.5,0,0
,Cuenca,30,FUL,4.4,0,1,0.01,0.02,0,0,0,0.0,0,0
,Cucurella,30,CHE,6.1,0,0,0.01,0.0,0,0,0,21.8,0,0
,Cresswell,30,WHU,3.9,0,0,0.0,0.0,0,0,0,1.7,0,0
,Cook,30,BOU,4.9,2,2,0.2,0.25,0,3,0,0.0,0,0
,Colwill,30,CHE,4.8,0,0,0.01,0.0,0,0,0,0.1,0,0
,Collins,30,BRE,4.9,0,0,0.02,0.0,0,0,0,1.1,0,0
,Coady,30,LEI,4.0,0,0,0.0,0.0,0,0,0,0.5,0,0
,Clyne,30,CRY,3.9,0,0,0.11,0.0,0,1,0,0.5,0,0
,Clarke (Jack),30,IPS,5.4,0,0,0.0,0.0,0,1,0,0.0,0,0
,Christie,30,BOU,5.0,5,1,0.15,0.03,0,3,0,0.1,0,0
,Chilwell,30,CRY,4.6,0,0,0.02,0.0,0,1,0,0.5,0,0
,Chalobah,30,CHE,5.1,0,0,0.02,0.0,0,1,0,7.6,0,0
,Castagne,30,FUL,4.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Cashin,30,BHA,4.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Cash,30,AVL,4.6,0,1,0.11,0.03,0,1,0,5.2,0,0
,Cajuste,30,IPS,4.5,0,1,0.01,0.09,0,1,0,0.1,0,0
,Moises Caicedo,30,CHE,6.0,0,0,0.03,0.0,0,0,0,19.9,0,0
,Burn,30,NEW,5.2,0,0,0.01,0.0,0,0,2,10.7,0,0
,Burgess,30,IPS,3.8,0,0,0.05,0.0,0,1,2,1.8,0,0
,Buonanotte,30,LEI,4.7,0,0,0.01,0.0,0,0,0,0.1,0,0
,Bueno (Santiago),30,WOL,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Brooks,30,BOU,5.0,0,1,0.01,0.03,0,0,0,0.2,0,0
,Broja,30,EVE,5.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Broadhead,30,IPS,4.9,0,1,0.02,0.43,0,1,0,0.0,0,1
,Branthwaite,30,EVE,5.3,0,0,0.02,0.0,0,0,2,0.2,0,0
,Bowen,30,WHU,7.7,0,2,0.3,0.18,0,1,0,7.6,0,0
,Bruno Fernandes,30,MUN,8.9,6,3,0.28,0.13,0,6,2,16.3,0,0
,Willian,30,FUL,5.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Bobb,30,MCI,5.4,0,0,0.0,0.0,0,0,0,0.3,0,0
,Bergvall,30,TOT,5.4,0,1,0.0,0.07,0,0,0,0.4,0,0
,Berge,30,FUL,4.9,0,0,0.02,0.0,0,1,0,0.1,0,0
,Bentancur,30,TOT,5.3,0,0,0.09,0.0,0,0,2,0.4,0,0
,Bellegarde,30,WOL,5.2,0,1,0.02,0.03,0,0,0,0.0,0,0
,Bednarek,30,SOU,4.0,0,0,0.0,0.0,0,0,2,1.9,0,0
,Barnes,30,NEW,6.3,0,7,0.21,0.25,0,3,0,0.4,0,0
,Ricardo Pereira,30,LEI,4.1,0,1,0.01,0.05,0,0,0,0.1,0,0
,Baleba,30,BHA,4.7,0,1,0.0,0.01,0,0,0,2.1,0,0
,Ayew,30,LEI,5.1,0,0,0.01,0.0,0,0,0,0.2,0,0
,Ayari,30,BHA,4.9,0,3,0.08,0.41,0,1,0,0.3,0,0
,Awoniyi,30,NFO,5.2,0,1,0.01,0.11,0,0,0,0.4,0,0
,Asensio,30,AVL,6.0,0,2,0.02,0.38,0,1,0,2.4,0,0
,Kepa,30,BOU,4.2,0,0,0.0,0.0,0,0,0,0.5,0,0
,Aribo,30,SOU,4.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,Areola,30,WHU,4.3,0,0,0.0,0.0,0,0,0,2.1,1,0
,Archer,30,SOU,4.8,0,0,0.0,0.0,0,0,0,1.1,0,0
,Joelinton,30,NEW,5.9,0,2,0.03,0.1,0,1,0,0.3,0,0
,Anderson,30,NFO,5.3,0,0,0.02,0.0,0,0,2,3.0,0,0
,Andersen,30,FUL,4.5,0,0,0.02,0.0,0,0,2,2.8,0,0
,Alcaraz,30,EVE,5.2,0,3,0.02,0.32,0,0,0,0.1,0,0
,Ajer,30,BRE,4.4,0,0,0.0,0.0,0,0,0,0.2,0,0
,Ait Nouri,30,WOL,5.8,0,0,0.14,0.0,0,3,0,4.9,0,0
,Aina,30,NFO,4.7,0,0,0.02,0.0,0,0,0,2.5,0,0
,Agbadou,30,WOL,4.3,0,1,0.0,0.03,0,0,0,0.2,0,0
,Adingra,30,BHA,5.1,0,2,0.22,0.09,0,2,0,0.5,0,0
,Tosin,30,CHE,4.3,0,0,0.0,0.0,0,0,0,0.4,0,0
,Adams (Tyler),30,BOU,5.0,0,0,0.05,0.0,0,2,0,0.4,0,0
,Álvarez (Edson),31,WHU,4.9,0,0,0.04,0.0,0,0,0,0.1,0,0
,van den Berg,31,BRE,4.5,0,1,0.01,0.49,0,0,0,0.6,0,0
,van Hecke,31,BHA,4.4,0,0,0.08,0.0,0,1,0,1.3,0,0
,van Dijk,31,LIV,6.0,0,0,0.01,0.0,0,0,2,23.6,0,0
,Evanilson,31,BOU,7.0,0,3,0.01,1.72,0,1,0,1.4,0,0
,André,31,WOL,5.4,0,0,0.03,0.0,0,1,2,0.1,0,0
,Zirkzee,31,MUN,5.8,0,2,0.0,0.17,0,0,0,0.4,0,0
,Zabarnyi,31,BOU,5.0,0,1,0.04,0.17,0,0,0,0.0,0,0
,Young (Ashley),31,EVE,4.2,0,0,0.0,0.0,0,0,0,1.4,0,0
,Yoro,31,MUN,4.4,0,0,0.01,0.0,0,0,0,1.7,0,0
,Yates,31,NFO,4.7,0,2,0.01,0.05,0,1,2,0.1,0,0
,Yarmolyuk,31,BRE,5.0,0,0,0.01,0.0,0,0,0,0.1,0,0
,Wissa,31,BRE,7.4,0,3,0.39,0.36,0,3,0,0.5,0,0
,Winterburn,31,BOU,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Wilson (Callum),31,NEW,5.8,0,0,0.0,0.0,0,0,0,0.4,0,0
,Williams (Neco),31,NFO,4.7,1,3,0.32,0.31,0,4,0,3.5,0,0
,Wieffer,31,BHA,4.9,0,1,0.14,0.07,0,1,0,0.1,0,0
,White (Ben),31,ARS,5.3,0,1,0.11,0.19,0,1,0,0.4,0,0
,Wharton,31,CRY,5.0,1,0,0.28,0.0,0,2,0,0.5,0,0
,Welbeck,31,BHA,6.5,0,2,0.01,0.53,0,0,0,7.9,0,0
,Watkins,31,AVL,8.5,0,0,0.0,0.0,0,0,0,6.6,0,0
,Ward-Prowse,31,WHU,5.7,4,0,0.12,0.0,1,2,0,0.2,0,0
,Ward (Joel),31,CRY,4.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Wan-Bissaka,31,WHU,4.3,0,0,0.01,0.0,0,0,0,5.8,0,0
,Walker-Peters,31,SOU,4.3,0,0,0.03,0.0,0,0,0,0.3,0,0
,Vicario,31,TOT,5.1,0,0,0.0,0.0,0,0,0,10.1,3,0
,Verbruggen,31,BHA,4.4,0,0,0.0,0.0,0,0,0,4.1,1,0
,Bernardo Silva,31,MCI,6.3,0,0,0.02,0.0,0,1,2,0.5,0,0
,Vardy,31,LEI,5.4,0,3,0.02,0.17,0,0,0,5.2,0,0
,Ugochukwu,31,SOU,5.0,0,1,0.02,0.35,0,1,0,0.1,0,0
,Ugarte,31,MUN,4.8,0,3,0.04,0.28,0,0,0,0.1,0,0
,Tuanzebe,31,IPS,3.9,0,0,0.03,0.0,0,0,0,1.8,0,0
,Trossard,31,ARS,6.9,0,3,0.02,0.32,0,0,0,0.5,0,0
,Trippier,31,NEW,5.0,1,1,0.05,0.04,0,1,0,2.7,0,0
,Traoré (Adama),31,FUL,5.2,0,0,0.0,0.0,0,0,0,0.2,0,0
,Townsend,31,IPS,3.9,3,1,0.01,0.03,0,0,0,0.5,0,0
,Tonali,31,NEW,5.4,0,1,0.03,0.06,0,1,2,1.3,0,0
,Lucas Paquetá,31,WHU,5.9,0,1,0.12,0.03,0,1,0,2.5,0,0
,Todibo,31,WHU,4.3,0,0,0.0,0.0,0,0,0,0.1,0,0
,Jurriën Timber,31,ARS,6.1,0,1,0.01,0.2,0,0,0,25.1,0,0
,Tierney,31,ARS,4.3,0,0,0.2,0.0,0,3,0,0.1,0,0
,Tielemans,31,AVL,5.9,0,2,0.15,0.07,1,2,0,0.6,0,0
,Thomas,31,LEI,3.9,3,0,0.02,0.0,0,1,0,1.4,0,0
,Tete,31,FUL,4.5,0,0,0.0,0.0,0,0,0,0.2,0,0
,Tel,31,TOT,6.3,0,1,0.0,0.79,0,0,0,0.1,0,0
,Diogo Jota,31,LIV,7.2,0,1,0.0,0.32,0,0,0,2.6,0,0
,Taylor (Jack),31,IPS,4.8,0,0,0.0,0.0,0,0,0,0.0,0,0
,Tarkowski,31,EVE,5.5,0,0,0.02,0.0,0,0,2,6.3,0,0
,Szoboszlai,31,LIV,6.5,0,2,0.01,0.04,0,0,0,4.2,0,0
,Sulemana,31,SOU,5.0,0,3,0.18,0.16,1,3,0,0.0,0,0
,Sugawara,31,SOU,4.2,0,1,0.01,0.03,0,0,0,0.1,0,0
,Strand Larsen,31,WOL,6.4,0,3,0.08,1.04,0,0,0,1.3,0,0
,Stewart,31,SOU,4.4,0,0,0.0,0.0,0,0,0,1.7,0,0
,Sterling,31,ARS,6.7,0,1,0.01,0.28,0,1,0,0.8,0,0
,Spence,31,TOT,4.5,0,1,0.3,0.15,0,1,0,1.6,0,0
,Soumaré,31,LEI,4.4,0,0,0.03,0.0,0,0,0,0.3,0,0
,Soucek,31,WHU,5.7,0,1,0.0,0.02,0,0,0,0.2,0,0
,Sosa,31,NFO,5.5,0,0,0.06,0.0,0,1,0,0.1,0,0
,Son,31,TOT,8.5,0,1,0.2,0.04,0,1,0,0.1,0,0
,Soler (Carlos),31,WHU,5.0,0,1,0.01,0.02,0,0,0,0.0,0,0
,Solanke,31,TOT,7.2,0,3,0.01,0.22,0,1,0,0.9,0,0
,Smith-Rowe,31,FUL,5.6,0,0,0.0,0.0,0,0,0,0.4,0,0
,Smith,31,BOU,4.4,0,0,0.01,0.0,0,1,0,0.2,0,0
,Smallbone,31,SOU,5.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Sessegnon (Ryan),31,FUL,5.4,0,3,0.06,0.12,0,1,0,0.4,0,0
,Senesi,31,BOU,5.0,0,0,0.0,0.0,0,0,0,26.2,0,0
,Semenyo,31,BOU,8.1,1,5,0.06,0.19,0,1,0,64.4,0,0
,Semedo,31,WOL,4.5,0,1,0.06,0.07,0,0,0,0.6,0,0
,Sels,31,NFO,4.8,0,0,0.0,0.0,0,0,0,8.3,6,0
,Scott,31,BOU,5.0,0,0,0.0,0.0,0,0,0,0.3,0,0
,Schär,31,NEW,5.4,0,2,0.0,0.04,0,0,0,1.9,0,0
,Schade,31,BRE,7.0,0,0,0.09,0.0,0,1,0,0.7,0,0
,Scarles,31,WHU,4.4,0,0,0.01,0.0,0,0,0,0.0,0,0
,Ismaila Sarr,31,CRY,6.6,0,0,0.01,0.0,0,0,0,11.6,0,0
,Sarr (Pape),31,TOT,4.9,0,0,0.0,0.0,0,0,0,1.7,0,0
,Sarabia,31,WOL,5.0,0,1,0.74,0.05,1,3,0,0.1,0,0
,Welington,31,SOU,4.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Murillo,31,NFO,5.3,0,1,0.01,0.02,0,1,0,2.0,0,0
,Ederson,31,MCI,5.3,0,0,0.0,0.0,0,0,0,0.9,2,0
,Sancho,31,MUN,5.8,0,1,0.03,0.08,0,1,0,0.2,0,0
,Sanchez,31,CHE,4.8,0,0,0.01,0.0,0,0,0,13.5,2,0
,Saliba,31,ARS,6.0,0,0,0.03,0.0,0,0,2,11.6,0,0
,Salah,31,LIV,14.2,0,1,0.1,0.44,0,2,0,24.9,0,0
,Saka,31,ARS,10.1,2,2,0.21,0.14,0,1,0,17.2,0,0
,Romero,31,TOT,5.0,0,2,0.0,0.23,0,0,0,4.2,0,0
,Rogers,31,AVL,6.8,0,3,0.11,0.98,0,2,0,4.8,0,0
,Morato,31,NFO,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Robinson (Antonee),31,FUL,4.9,0,0,0.18,0.0,0,2,2,0.5,0,0
,Robertson,31,LIV,5.8,0,1,0.29,0.03,0,0,0,0.9,0,0
,Rice,31,ARS,6.8,5,2,0.02,0.28,0,1,2,16.4,0,0
,Reed,31,FUL,4.4,0,1,0.0,0.09,0,0,0,0.2,0,0
,Raya Martin,31,ARS,5.8,0,0,0.0,0.0,0,0,0,31.3,1,0
,Rashford,31,AVL,7.0,3,2,0.09,0.63,0,1,0,0.0,0,0
,Ramsey (Jacob),31,AVL,5.3,0,0,0.18,0.0,0,3,0,0.2,0,0
,Ramsdale,31,SOU,4.8,0,0,0.0,0.0,0,0,0,0.6,5,0
,Porro,31,TOT,5.5,4,1,0.26,0.02,0,3,2,18.4,0,0
,Pope,31,NEW,5.2,0,0,0.0,0.0,0,0,0,12.2,2,0
,Pickford,31,EVE,5.5,0,0,0.02,0.0,0,0,0,9.7,3,0
,Philogene-Bidace,31,IPS,5.3,0,1,0.0,0.08,0,0,0,0.1,0,0
,Pereira,31,FUL,5.3,4,2,0.29,0.08,0,1,0,0.1,0,0
,Patterson (Nathan),31,EVE,4.4,0,0,0.01,0.0,0,0,0,0.0,0,0
,Emerson,31,WHU,4.4,0,0,0.03,0.0,0,0,0,0.1,0,0
,Palmer (Alex),31,IPS,4.5,0,0,0.0,0.0,0,0,0,0.1,4,0
,Palmer (Cole),31,CHE,10.3,0,3,0.03,0.2,0,0,0,9.2,0,0
,O’Riley,31,BHA,5.5,1,0,0.02,0.0,0,0,0,0.4,0,0
,O’Reilly,31,MCI,4.9,0,0,0.17,0.0,0,1,0,1.1,0,0
,Dango Ouattara,31,BOU,6.0,0,1,0.21,0.03,0,1,0,0.5,0,0
,Osula,31,NEW,5.5,0,1,0.0,0.04,0,0,0,0.3,0,0
,Paul Onuachu,31,SOU,4.9,0,0,0.0,0.0,0,0,0,0.3,0,0
,Onana,31,MUN,4.9,0,0,0.0,0.0,0,0,0,0.2,6,0
,Odobert,31,TOT,5.3,0,0,0.03,0.0,0,0,0,0.0,0,0
,Odegaard,31,ARS,7.8,0,1,0.0,0.23,0,0,0,1.4,0,0
,O'Shea,31,IPS,3.8,0,2,0.37,0.21,1,1,2,1.2,0,0
,O'Brien,31,EVE,4.9,0,1,0.0,0.1,0,0,0,0.4,0,0
,Núñez,31,LIV,6.5,0,0,0.01,0.0,0,0,0,0.1,0,0
,Nwaneri,31,ARS,5.2,1,0,0.08,0.0,0,1,0,0.1,0,0
,Matheus Nunes,31,MCI,5.3,0,0,0.02,0.0,0,1,0,0.8,0,0
,Norgaard,31,BRE,5.2,0,0,0.03,0.0,0,0,2,0.1,0,0
,Nkunku,31,CHE,5.9,0,1,0.01,0.16,0,0,0,0.1,0,0
,Eddie Nketiah,31,CRY,5.4,0,0,0.0,0.0,0,0,0,0.4,0,0
,Lindelof,31,MUN,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Neto,31,CHE,7.1,3,4,0.05,0.22,0,2,0,5.9,0,0
,Ndidi,31,LEI,4.9,0,0,0.14,0.0,0,1,2,0.2,0,0
,Ndiaye,31,EVE,6.5,1,3,0.14,0.94,0,0,0,11.1,0,0
,Mvom Onana,31,AVL,4.8,0,0,0.01,0.0,0,0,0,0.6,0,0
,Muñoz,31,CRY,5.7,0,1,0.01,0.05,0,1,0,15.3,0,0
,Murphy (Jacob),31,NEW,6.1,0,2,0.01,1.57,0,0,0,1.1,0,0
,Rodrigo Muniz,31,FUL,5.4,0,2,0.01,0.29,0,0,0,1.0,0,1
,Munetsi,31,WOL,5.4,0,3,0.01,0.22,0,0,0,0.1,0,0
,Mount,31,MUN,5.9,0,1,0.05,0.18,0,1,0,0.3,0,0
,Morsy,31,IPS,4.8,0,1,0.03,0.02,0,0,0,0.1,0,0
,Monga,31,LEI,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Mitoma,31,BHA,6.2,0,1,0.01,0.03,0,1,0,2.3,0,0
,Mitchell,31,CRY,5.0,0,0,0.0,0.0,0,0,0,2.2,0,0
,Minteh,31,BHA,6.0,0,0,0.32,0.0,1,1,0,4.4,0,0
,Mings,31,AVL,4.4,0,1,0.01,0.1,0,0,0,0.9,0,0
,Miley (Lewis),31,NEW,4.4,0,0,0.0,0.0,0,0,0,2.1,0,0
,Milenkovic,31,NFO,5.2,0,0,0.01,0.0,0,0,2,4.0,0,0
,Merino,31,ARS,5.9,0,2,0.02,0.15,0,0,2,0.5,0,0
,McNeil,31,EVE,5.6,0,0,0.0,0.0,0,0,0,0.1,0,0
,McGinn,31,AVL,5.4,1,0,0.17,0.0,0,1,0,0.6,0,0
,Mbeumo,31,BRE,8.3,1,2,0.5,0.13,0,2,0,28.5,0,0
,Mazraoui,31,MUN,4.9,0,1,0.01,0.01,0,0,2,0.2,0,0
,Mavropanos,31,WHU,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Mavididi,31,LEI,5.0,1,0,0.02,0.0,0,1,0,0.3,0,0
,Mateta,31,CRY,7.9,0,1,0.0,0.1,0,0,0,23.0,0,0
,Martinez,31,AVL,5.0,0,0,0.0,0.0,0,1,0,2.0,2,0
,Martinelli,31,ARS,6.9,0,1,0.02,0.04,0,0,0,1.0,0,0
,Omar Marmoush,31,MCI,8.3,0,4,0.02,0.15,0,0,0,2.6,0,0
,March,31,BHA,5.8,2,0,0.12,0.0,0,1,0,0.0,0,0
,Manning,31,SOU,4.3,1,0,0.02,0.0,0,1,0,0.1,0,0
,José Sá,31,WOL,4.4,0,0,0.0,0.0,0,0,0,1.2,1,0
,Malen,31,AVL,5.1,0,1,0.0,0.72,0,0,0,0.7,0,0
,Maguire,31,MUN,4.4,0,0,0.0,0.0,0,0,0,0.8,0,0
,Madueke,31,CHE,6.8,0,1,0.01,0.07,0,0,0,0.6,0,0
,Maddison,31,TOT,6.9,0,0,0.14,0.0,1,2,0,0.1,0,0
,Mac Allister,31,LIV,6.3,4,1,0.11,0.02,0,2,2,1.2,0,1
,Maatsen,31,AVL,4.3,0,2,0.4,0.12,1,1,0,0.4,0,0
,Lukic,31,FUL,5.0,0,0,0.01,0.0,0,0,0,0.1,0,0
,Longstaff (Sean),31,NEW,4.9,0,0,0.0,0.0,0,0,0,1.1,0,0
,Livramento,31,NEW,4.9,0,1,0.57,0.03,1,3,0,3.1,0,0
,Luis Guilherme,31,WHU,4.9,0,1,0.0,0.11,0,0,0,0.0,0,0
,Lewis-Skelly,31,ARS,5.2,0,0,0.03,0.0,0,1,0,1.7,0,0
,Lewis-Potter,31,BRE,4.9,1,1,0.46,0.07,0,1,2,0.3,0,0
,Lewis (Rico),31,MCI,4.9,0,0,0.0,0.0,0,0,0,1.7,0,0
,Lerma,31,CRY,4.9,0,0,0.02,0.0,0,0,2,0.1,0,0
,Leno,31,FUL,5.0,0,0,0.0,0.0,0,0,0,1.6,4,0
,Lacroix,31,CRY,5.0,0,2,0.0,0.31,0,0,0,3.7,0,0
,Kudus,31,WHU,6.7,0,0,0.14,0.0,0,3,0,30.1,0,0
,Kristiansen,31,LEI,4.4,0,0,0.06,0.0,0,1,0,0.1,0,0
,Krafth,31,NEW,4.4,0,0,0.0,0.0,0,0,0,0.0,0,0
,Kovacic,31,MCI,5.9,0,0,0.07,0.0,0,1,0,0.0,0,0
,Konsa Ngoyo,31,AVL,4.4,0,0,0.0,0.0,0,0,0,8.6,0,0
,Konaté,31,LIV,5.4,0,1,0.0,0.06,0,0,0,2.7,0,0
,Kiwior,31,ARS,5.4,0,0,0.08,0.0,0,1,0,0.1,0,0
,Kilman,31,WHU,4.3,0,0,0.01,0.0,0,0,0,0.2,0,0
,Kerkez,31,BOU,5.7,0,0,0.01,0.0,0,0,0,3.6,0,0
,Kelleher,31,LIV,4.5,0,0,0.0,0.0,0,0,0,7.9,3,0
,Kayode,31,BRE,4.5,0,0,0.0,0.0,0,0,0,0.4,0,0
,Kamara,31,AVL,4.9,0,1,0.02,0.09,0,1,0,0.2,0,0
,Kamada,31,CRY,5.0,0,0,0.01,0.0,0,0,0,0.2,0,0
,Justin,31,LEI,4.0,0,0,0.03,0.0,0,0,0,0.2,0,0
,João Pedro,31,BHA,7.4,0,0,0.03,0.0,0,1,0,45.5,0,0
,Jones,31,LIV,5.4,0,1,0.07,0.05,0,2,0,0.1,0,0
,Johnson (Ben),31,IPS,3.8,1,0,0.0,0.0,0,0,0,1.9,0,0
,Johnson (Brennan),31,TOT,6.7,0,3,0.01,0.58,0,1,0,3.1,0,0
