Unnamed: 0,Name,Gameweek,Team,Cost,Corners,Goal Attempts,xA Expected Assists,xG Expected Goals,Big Assists,Chances Created,DC Pts,Ownership,Svs,Solo Goals
,Alexander-Arnold,5,LIV,7.2,1,0,0.13,0.0,1,2,0,16.7,0,0
,Akanji,5,MCI,5.4,0,2,0.3,0.03,0,4,0,0.3,0,0
,Ajer,5,BRE,4.4,0,0,0.01,0.0,0,1,0,0.2,0,0
,Ait Nouri,5,WOL,5.8,0,3,0.02,0.13,0,0,0,4.9,0,0
,Aina,5,NFO,4.7,0,0,0.0,0.0,0,0,2,2.5,0,0
,Adingra,5,BHA,5.1,0,1,0.02,0.04,0,1,0,0.5,0,0
,Tosin,5,CHE,4.3,0,0,0.0,0.0,0,0,0,0.4,0,0
,van den Berg,6,BRE,4.5,0,1,0.04,0.04,0,0,0,0.6,0,0
,van de Ven,6,TOT,4.7,0,2,0.57,0.09,1,1,0,32.6,0,0
,van Dijk,6,LIV,6.0,0,0,0.02,0.0,0,0,0,23.6,0,0
,Igor Julio,6,BHA,4.5,0,0,0.01,0.0,0,0,0,0.1,0,0
,Gabriel Magalhães,6,ARS,6.6,0,3,0.05,0.27,0,0,0,40.9,0,0
,Evanilson,6,BOU,7.0,0,2,0.0,0.39,0,0,0,1.4,0,0
,de Ligt,6,MUN,5.0,0,1,0.01,0.17,0,0,0,3.0,0,0
,Jesus,6,ARS,6.4,0,1,0.0,0.11,0,0,0,0.0,0,0
,Renato Veiga,6,CHE,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,André,6,WOL,5.4,0,0,0.01,0.0,0,0,0,0.1,0,0
,Zirkzee,6,MUN,5.8,0,1,0.01,0.25,0,0,0,0.4,0,0
,Zabarnyi,6,BOU,5.0,0,0,0.01,0.0,0,0,0,0.0,0,0
,Young (Ashley),6,EVE,4.2,0,0,0.02,0.0,0,1,0,1.4,0,0
,Yates,6,NFO,4.7,0,1,0.16,0.02,0,1,2,0.1,0,0
,Yarmolyuk,6,BRE,5.0,0,1,0.02,0.04,0,1,0,0.1,0,0
,Wood (Chris),6,NFO,7.2,0,0,0.02,0.0,0,0,0,6.5,0,0
,Winks,6,LEI,4.3,0,0,0.01,0.0,0,1,0,4.7,0,0
,Willock,6,NEW,5.0,0,0,0.0,0.0,0,0,0,0.1,0,0
,Williams (Neco),6,NFO,4.7,0,0,0.0,0.0,0,0,0,3.5,0,0
,Wieffer,6,BHA,4.9,0,0,0.01,0.0,0,1,0,0.1,0,0
,Wharton,6,CRY,5.0,5,2,0.22,0.03,0,3,2,0.5,0,0
,Werner,6,TOT,6.2,0,2,0.03,0.61,0,1,0,0.1,0,0
,Welbeck,6,BHA,6.5,0,3,0.01,0.41,0,1,0,7.9,0,0
,Webster,6,BHA,4.4,0,0,0.01,0.0,0,0,0,0.0,0,0
,Watkins,6,AVL,8.5,0,1,0.13,0.4,0,1,0,6.6,0,0
,Ward-Prowse,6,WHU,5.7,4,1,0.1,0.02,0,0,0,0.2,0,0
,Wan-Bissaka,6,WHU,4.3,0,1,0.06,0.02,0,1,0,5.8,0,0
,Walker,6,MCI,4.4,0,0,0.03,0.0,0,0,0,1.6,0,0
,Vicario,6,TOT,5.1,0,0,0.0,0.0,0,0,0,10.1,2,0
,Verbruggen,6,BHA,4.4,0,0,0.0,0.0,0,0,0,4.1,2,0
,Bernardo Silva,6,MCI,6.3,0,2,0.14,0.09,0,1,0,0.5,0,0
,Vardy,6,LEI,5.4,0,0,0.01,0.0,0,1,0,5.2,0,0
,Unal,6,BOU,5.4,0,0,0.01,0.0,0,1,0,0.0,0,0
,Ugochukwu,6,SOU,5.0,0,0,0.04,0.0,0,1,0,0.1,0,0
,Ugarte,6,MUN,4.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Destiny Udogie,6,TOT,4.4,0,2,0.01,0.09,0,0,0,0.4,0,0
,Tuanzebe,6,IPS,3.9,0,2,0.0,0.11,0,0,0,1.8,0,0
,Trossard,6,ARS,6.9,0,4,0.12,1.11,0,2,0,0.5,0,0
,Trippier,6,NEW,5.0,2,1,0.04,0.03,0,0,0,2.7,0,0
,Traoré (Adama),6,FUL,5.2,0,1,0.01,0.04,0,0,0,0.2,0,0
,Amad Diallo,6,MUN,6.3,0,0,0.02,0.0,0,0,0,1.3,0,0
,Torres,6,AVL,4.3,0,0,0.02,0.0,0,1,0,0.3,0,0
,Tonali,6,NEW,5.4,1,0,0.02,0.0,0,1,0,1.3,0,0
,Lucas Paquetá,6,WHU,5.9,0,1,0.07,0.03,0,2,0,2.5,0,0
,Todibo,6,WHU,4.3,0,2,0.01,0.1,0,0,2,0.1,0,0
,Jurriën Timber,6,ARS,6.1,0,2,0.12,0.21,1,7,0,25.1,0,0
,Tielemans,6,AVL,5.9,0,1,0.16,0.03,0,1,0,0.6,0,0
,Tete,6,FUL,4.5,0,1,0.01,0.02,0,0,2,0.2,0,0
,Diogo Jota,6,LIV,7.2,0,0,0.15,0.0,0,1,0,2.6,0,0
,Taylor (Charlie),6,SOU,3.9,0,0,0.07,0.0,0,1,2,3.0,0,0
,Taylor (Jack),6,IPS,4.8,0,1,0.03,0.03,0,0,0,0.0,0,0
,Tavernier,6,BOU,5.5,3,1,0.11,0.03,1,2,0,1.6,0,0
,Tarkowski,6,EVE,5.5,0,1,0.01,0.26,0,0,2,6.3,0,0
,Szoboszlai,6,LIV,6.5,0,1,0.01,0.75,0,0,0,4.2,0,0
,Szmodics,6,IPS,5.7,0,0,0.02,0.0,0,0,0,0.1,0,0
,Summerville,6,WHU,5.5,0,1,0.0,0.05,0,0,0,0.1,0,0
,Sugawara,6,SOU,4.2,1,0,0.03,0.0,0,1,0,0.1,0,0
,Strand Larsen,6,WOL,6.4,0,1,0.03,0.04,0,1,0,1.3,0,0
,Stewart,6,SOU,4.4,0,1,0.01,0.07,0,0,0,1.7,0,0
,Sterling,6,ARS,6.7,0,0,0.03,0.0,0,0,0,0.8,0,0
,Spence,6,TOT,4.5,0,0,0.01,0.0,0,0,0,1.6,0,0
,Soucek,6,WHU,5.7,0,1,0.08,0.22,0,4,2,0.2,0,0
,Sosa,6,NFO,5.5,0,0,0.01,0.0,0,0,0,0.1,0,0
,Soler (Carlos),6,WHU,5.0,0,1,0.04,0.06,0,1,0,0.0,0,0
,Solanke,6,TOT,7.2,0,4,0.01,1.33,0,1,0,0.9,0,0
,Smith-Rowe,6,FUL,5.6,0,2,0.05,0.15,0,3,0,0.4,0,0
,Smith,6,BOU,4.4,0,0,0.01,0.0,0,0,0,0.2,0,0
,Skipp,6,LEI,4.7,0,0,0.0,0.0,0,0,0,0.0,0,0
,Sinisterra,6,BOU,5.0,0,1,0.0,0.09,0,0,0,0.0,0,0
,Senesi,6,BOU,5.0,0,0,0.16,0.0,0,0,2,26.2,0,0
,Semenyo,6,BOU,8.1,0,4,0.1,0.2,0,2,0,64.4,0,1
,Semedo,6,WOL,4.5,0,1,0.01,0.01,0,1,0,0.6,0,0
,Sels,6,NFO,4.8,0,0,0.04,0.0,0,0,0,8.3,1,0
,Scott,6,BOU,5.0,0,0,0.0,0.0,0,0,0,0.3,0,0
,Schär,6,NEW,5.4,0,1,0.04,0.08,0,0,0,1.9,0,0
,Schlupp,6,CRY,4.6,0,1,0.01,0.05,0,0,0,0.0,0,0
,Schade,6,BRE,7.0,0,0,0.02,0.0,0,0,0,0.7,0,0
,Ismaila Sarr,6,CRY,6.6,0,0,0.0,0.0,0,0,0,11.6,0,0
,Sarr (Pape),6,TOT,4.9,0,2,0.0,0.47,1,1,0,1.7,0,0
,Diego Carlos,6,AVL,4.5,0,0,0.01,0.0,0,0,0,0.3,0,0
,Matheus Cunha,6,WOL,7.9,2,2,0.01,0.05,0,1,0,4.4,0,0
,Murillo,6,NFO,5.3,0,0,0.15,0.0,0,1,0,2.0,0,0
,Ederson,6,MCI,5.3,0,0,0.0,0.0,0,0,0,0.9,3,0
,Sancho,6,MUN,5.8,0,1,0.22,0.08,0,1,0,0.2,0,0
,Sanchez,6,CHE,4.8,0,0,0.0,0.0,0,0,0,13.5,4,0
,Saliba,6,ARS,6.0,0,0,0.01,0.0,0,0,0,11.6,0,0
,Salah,6,LIV,14.2,0,3,0.05,1.32,0,2,0,24.9,0,0
,Saka,6,ARS,10.1,8,7,0.79,0.29,0,8,0,17.2,0,0
,Rutter,6,BHA,5.7,0,3,0.26,0.14,0,1,0,0.5,0,0
,Romero,6,TOT,5.0,0,1,0.02,0.08,0,0,0,4.2,0,0
,Rogers,6,AVL,6.8,0,2,0.14,0.24,0,0,0,4.8,0,0
,Rodríguez,6,WHU,4.8,0,1,0.02,0.01,0,1,2,0.0,0,0
,Robinson (Antonee),6,FUL,4.9,0,2,0.02,0.04,0,0,0,0.5,0,0
,Robertson,6,LIV,5.8,8,0,0.56,0.0,0,1,0,0.9,0,0
,Rice,6,ARS,6.8,9,3,0.22,0.06,0,2,2,16.4,0,0
,Reed,6,FUL,4.4,1,0,0.0,0.0,0,0,0,0.2,0,0
,Raya Martin,6,ARS,5.8,0,0,0.0,0.0,0,0,0,31.3,1,0
,Rashford,6,AVL,7.0,0,0,0.05,0.0,0,1,0,0.0,0,0
,Ramsey (Jacob),6,AVL,5.3,0,1,0.04,0.05,0,1,0,0.2,0,0
,Alisson,6,LIV,5.4,0,0,0.0,0.0,0,0,0,5.8,2,0
,Ramsdale,6,SOU,4.8,0,0,0.0,0.0,0,0,0,0.6,3,0
,Porro,6,TOT,5.5,0,1,0.09,0.12,0,2,0,18.4,0,0
,Pope,6,NEW,5.2,0,0,0.0,0.0,0,0,0,12.2,5,0
,Pinnock,6,BRE,4.3,0,0,0.02,0.0,0,0,0,0.1,0,0
,Pickford,6,EVE,5.5,0,0,0.01,0.0,0,0,0,9.7,3,0
,Philogene-Bidace,6,IPS,5.3,0,0,0.01,0.0,0,0,0,0.1,0,0
,Phillips (Kalvin),6,IPS,4.8,1,1,0.02,0.02,0,0,0,0.1,0,0
,Pereira,6,FUL,5.3,3,1,0.06,0.05,0,1,0,0.1,0,0
,Partey,6,ARS,4.9,0,0,0.09,0.0,0,1,0,0.7,0,0
,Emerson,6,WHU,4.4,1,1,0.01,0.02,0,0,0,0.1,0,0
,Palmer (Cole),6,CHE,10.3,5,7,0.62,2.41,0,4,0,9.2,0,0
,Dango Ouattara,6,BOU,6.0,0,1,0.02,0.42,0,0,0,0.5,0,0
,Onana,6,MUN,4.9,0,0,0.0,0.0,0,0,0,0.2,7,0
,Okoli,6,LEI,4.0,0,0,0.0,0.0,0,0,2,0.4,0,0
,Ogbene,6,IPS,4.8,0,0,0.03,0.0,0,1,0,0.0,0,0
,O'Shea,6,IPS,3.8,0,1,0.0,0.04,0,0,0,1.2,0,0
,Nwaneri,6,ARS,5.2,0,1,0.16,0.02,0,1,0,0.1,0,0
,Nkunku,6,CHE,5.9,0,0,0.01,0.0,0,1,0,0.1,0,0
,Eddie Nketiah,6,CRY,5.4,0,2,0.01,0.09,0,0,0,0.4,0,0
,Neto,6,CHE,7.1,0,1,0.09,0.07,0,1,0,5.9,0,0
,Nelson (Reiss),6,FUL,4.8,0,1,0.01,0.02,0,0,0,0.1,0,0
,Ndidi,6,LEI,4.9,0,0,0.02,0.0,0,1,2,0.2,0,0
,Ndiaye,6,EVE,6.5,1,0,0.05,0.0,0,1,2,11.1,0,0
,Mykolenko,6,EVE,4.9,0,1,0.11,0.02,0,1,0,0.4,0,0
,Mvom Onana,6,AVL,4.8,0,0,0.02,0.0,0,0,2,0.6,0,0
,Muñoz,6,CRY,5.7,0,2,0.07,0.18,0,1,0,15.3,0,0
,Murphy (Jacob),6,NEW,6.1,0,0,0.07,0.0,0,2,0,1.1,0,0
,Muric,6,IPS,4.4,0,0,0.0,0.0,0,0,0,0.4,1,0
,Rodrigo Muniz,6,FUL,5.4,0,0,0.0,0.0,0,0,0,1.0,0,0
,Mudryk,6,CHE,5.0,0,0,0.0,0.0,0,0,0,0.0,0,0
,Mount,6,MUN,5.9,2,0,0.01,0.0,0,2,0,0.3,0,0
,Morsy,6,IPS,4.8,0,2,0.02,0.07,0,1,2,0.1,0,0
,Álex Moreno,6,NFO,4.0,0,1,0.01,0.05,0,0,0,2.4,0,0
,Savinho,6,MCI,6.9,1,0,0.17,0.0,0,1,0,0.5,0,0
,Moore (Mikey),6,TOT,5.0,0,1,0.0,0.04,0,0,0,0.0,0,0
,Mitoma,6,BHA,6.2,0,2,0.13,0.03,0,2,0,2.3,0,0
,Mitchell,6,CRY,5.0,0,0,0.01,0.0,0,0,2,2.2,0,0
,Minteh,6,BHA,6.0,0,1,0.02,0.08,0,0,0,4.4,0,0
,Milenkovic,6,NFO,5.2,0,1,0.0,0.14,0,0,0,4.0,0,0
,McNeil,6,EVE,5.6,1,3,0.21,0.25,0,1,0,0.1,0,1
,Mbeumo,6,BRE,8.3,3,4,0.41,0.25,0,1,0,28.5,0,1
,Mazraoui,6,MUN,4.9,0,0,0.01,0.0,0,0,0,0.2,0,0
,Mavropanos,6,WHU,4.4,0,1,0.27,0.01,0,0,0,0.1,0,0
,Mavididi,6,LEI,5.0,0,0,0.06,0.0,0,1,0,0.3,0,0
,Mateta,6,CRY,7.9,0,1,0.01,0.02,0,1,0,23.0,0,0
,Martínez,6,MUN,4.8,0,4,0.03,0.24,0,1,2,0.1,0,0
,Martinez,6,AVL,5.0,0,0,0.0,0.0,0,0,0,2.0,3,0
,Martinelli,6,ARS,6.9,0,4,0.55,0.39,1,2,0,1.0,0,0
,Mangala,6,EVE,5.0,0,0,0.01,0.0,0,0,2,0.0,0,0
,Mainoo,6,MUN,4.8,0,0,0.1,0.0,0,1,0,0.5,0,0
,Madueke,6,CHE,6.8,0,1,0.0,0.23,0,0,0,0.6,0,0
,Maddison,6,TOT,6.9,1,3,0.08,0.45,0,1,0,0.1,0,0
,Mac Allister,6,LIV,6.3,0,0,0.2,0.0,0,1,0,1.2,0,0
,Maatsen,6,AVL,4.3,0,0,0.0,0.0,0,0,0,0.4,0,0
,Luongo,6,IPS,4.3,0,0,0.0,0.0,0,0,0,0.2,0,0
,Lukic,6,FUL,5.0,0,0,0.02,0.0,0,1,0,0.1,0,0
,Longstaff (Sean),6,NEW,4.9,0,1,0.0,0.21,0,0,0,1.1,0,0
,Livramento,6,NEW,4.9,0,0,0.0,0.0,0,0,0,3.1,0,0
,Lindstrom,6,EVE,5.0,3,0,0.41,0.0,0,2,0,0.1,0,0
,Lewis-Potter,6,BRE,4.9,0,1,0.08,0.01,0,0,0,0.3,0,0
,Lewis (Rico),6,MCI,4.9,0,0,0.02,0.0,0,0,0,1.7,0,0
,Lerma,6,CRY,4.9,0,1,0.03,0.02,0,1,2,0.1,0,0
,Leno,6,FUL,5.0,0,0,0.0,0.0,0,0,0,1.6,1,0
,Lemina (Mario),6,WOL,4.8,0,1,0.06,0.01,0,0,2,0.1,0,0
,Lavia,6,CHE,4.9,0,0,0.0,0.0,0,0,0,0.0,0,0
,Lallana,6,SOU,5.0,0,1,0.08,0.07,0,0,0,0.0,0,0
,Lacroix,6,CRY,5.0,0,1,0.15,0.16,1,1,2,3.7,0,0
,Kulusevski,6,TOT,6.4,1,2,0.39,0.43,0,9,0,0.0,0,0
,Kudus,6,WHU,6.7,0,3,0.02,0.11,0,0,0,30.1,0,0
,Kristiansen,6,LEI,4.4,0,0,0.0,0.0,0,0,2,0.1,0,0
,Kovacic,6,MCI,5.9,0,2,0.09,0.05,0,1,0,0.0,0,0
,Konsa Ngoyo,6,AVL,4.4,0,0,0.02,0.0,0,0,0,8.6,0,0
,Konaté,6,LIV,5.4,0,2,0.01,0.17,0,0,0,2.7,0,0
,Konak,6,BRE,4.4,0,0,0.0,0.0,0,0,0,0.2,0,0
,Kluivert,6,BOU,7.0,0,1,0.03,0.08,0,1,0,1.0,0,0
,Kilman,6,WHU,4.3,0,0,0.02,0.0,0,1,0,0.2,0,0
,Kerkez,6,BOU,5.7,0,1,0.01,0.02,0,0,0,3.6,0,0
,Kamada,6,CRY,5.0,1,0,0.07,0.0,0,1,0,0.2,0,0
,Kadioglu,6,BHA,4.4,0,0,0.04,0.0,0,1,0,0.2,0,0
,Justin,6,LEI,4.0,0,3,0.0,0.15,0,0,2,0.2,0,0
,Jones,6,LIV,5.4,0,1,0.01,0.09,0,0,0,0.1,0,0
,Johnstone,6,WOL,4.5,0,0,0.0,0.0,0,0,0,0.2,4,0
,Johnson (Brennan),6,TOT,6.7,0,3,0.15,0.97,0,1,0,3.1,0,0
,Raúl Jiménez,6,FUL,6.2,0,3,0.03,0.91,0,0,0,0.8,0,0
,Janelt,6,BRE,4.9,0,0,0.03,0.0,0,0,0,0.0,0,0
,Jackson (Nicolas),6,CHE,6.5,0,5,0.06,1.37,1,1,0,0.1,0,0
,Iwobi,6,FUL,6.5,1,1,0.14,0.03,0,2,0,1.7,0,0
,Irving,6,WHU,4.4,0,0,0.0,0.0,0,0,0,0.3,0,0
,Ings,6,WHU,4.8,0,0,0.0,0.0,0,0,0,1.2,0,0
,Højlund,6,MUN,6.3,0,0,0.01,0.0,0,0,0,0.3,0,0
,Hwang Hee-Chan,6,WOL,5.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Hutchinson,6,IPS,5.4,0,1,0.02,0.02,1,1,0,0.0,0,0
,Hughes,6,CRY,4.8,2,0,0.0,0.0,0,0,0,0.1,0,0
,Hudson-Odoi,6,NFO,5.8,2,1,0.1,0.15,0,1,0,0.8,0,0
,Hirst,6,IPS,5.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Hinshelwood,6,BHA,5.1,0,0,0.02,0.0,0,1,0,0.0,0,0
,Hermansen,6,LEI,4.4,0,0,0.0,0.0,0,0,0,0.2,13,0
,Henderson,6,CRY,5.0,0,1,0.0,0.01,0,0,0,7.6,1,0
,Havertz,6,ARS,7.3,0,7,0.04,1.89,0,0,0,0.3,0,0
,Harwood-Bellis,6,SOU,3.9,0,2,0.02,0.18,0,0,0,4.1,0,0
,Harrison (Jack),6,EVE,5.2,0,0,0.0,0.0,0,0,0,0.1,0,0
,Lewis Hall,6,NEW,5.2,2,0,0.11,0.0,0,1,0,0.8,0,0
,Haaland,6,MCI,14.8,0,5,0.1,0.45,0,1,0,69.6,0,0
,Gvardiol,6,MCI,5.9,0,1,0.02,0.08,0,1,0,5.4,0,1
,Gusto,6,CHE,4.9,0,0,0.0,0.0,0,0,2,1.0,0,0
,Gundogan,6,MCI,6.3,4,2,0.25,0.11,0,2,0,0.1,0,0
,Bruno Guimarães,6,NEW,6.6,0,0,0.26,0.0,0,1,0,3.7,0,0
,Gueye,6,EVE,5.4,0,1,0.03,0.02,0,0,0,0.1,0,0
,Marc Guehi,6,CRY,5.0,0,1,0.1,0.18,0,2,2,34.1,0,0
,Greaves,6,IPS,3.8,0,0,0.0,0.0,0,0,0,2.3,0,0
,Grealish,6,MCI,6.9,0,1,0.32,0.02,1,5,0,17.6,0,0
,Gravenberch,6,LIV,5.6,0,0,0.04,0.0,0,0,0,4.0,0,0
,Gordon (Anthony),6,NEW,7.5,0,1,0.1,0.79,0,2,0,3.1,0,0
,Gomez,6,LIV,4.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,João Gomes,6,WOL,5.4,0,0,0.01,0.0,0,0,2,0.1,0,0
,Toti,6,WOL,4.3,0,0,0.01,0.0,0,0,0,0.1,0,0
,Rúben Dias,6,MCI,5.5,0,0,0.04,0.0,0,0,0,4.5,0,0
,Garner,6,EVE,5.0,0,0,0.0,0.0,0,0,0,0.9,0,0
,Garnacho,6,MUN,6.4,1,3,0.07,0.14,0,1,0,0.4,0,0
,Gakpo,6,LIV,7.6,0,0,0.01,0.0,0,0,0,14.1,0,0
,Fraser (Ryan),6,SOU,4.8,0,1,0.0,0.03,0,0,0,0.0,0,0
,Casemiro,6,MUN,5.5,0,2,0.07,0.17,0,2,0,0.6,0,0
,Fofana (Wesley),6,CHE,4.4,0,0,0.0,0.0,0,0,0,0.2,0,0
,Foden,6,MCI,8.0,1,1,0.12,0.06,0,1,0,4.3,0,0
,Flekken,6,BRE,4.5,0,0,0.0,0.0,0,0,0,10.0,2,0
,Jota Silva,6,NFO,5.4,0,2,0.04,0.14,0,0,0,0.0,0,0
,Fernández,6,CHE,6.7,3,0,0.16,0.0,0,1,0,14.3,0,0
,Ferguson,6,WHU,5.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Fatawu,6,LEI,5.1,0,0,0.0,0.0,0,0,0,0.2,0,0
,Faes,6,LEI,3.8,0,0,0.0,0.0,0,0,2,5.2,0,0
,Eze,6,CRY,7.6,0,5,0.09,0.21,0,2,2,14.2,0,0
,Estupiñán,6,BHA,4.5,2,0,0.03,0.0,0,0,0,0.0,0,0
,Mateus Fernandes,6,SOU,5.5,0,0,0.0,0.0,0,1,0,0.0,0,0
,Eriksen,6,MUN,5.2,2,0,0.03,0.0,0,1,0,0.2,0,0
,Enciso,6,IPS,5.4,0,2,0.01,0.08,0,0,0,0.0,0,0
,Elanga,6,NFO,6.7,0,1,0.01,0.07,0,0,0,3.7,0,0
,El Khannouss,6,LEI,4.8,0,0,0.0,0.0,0,0,0,0.2,0,0
,Edouard,6,LEI,5.0,0,0,0.0,0.0,0,0,0,0.3,0,0
,Díaz,6,LIV,8.0,0,1,0.05,0.12,0,1,0,0.0,0,0
,Durán,6,AVL,5.7,0,0,0.0,0.0,0,1,0,1.6,0,0
,Dunk,6,BHA,4.5,0,0,0.01,0.0,0,0,0,1.2,0,0
,Dragusin,6,TOT,4.5,0,0,0.0,0.0,0,0,0,0.0,0,0
,Doyle (Tommy),6,WOL,4.7,0,0,0.01,0.0,0,0,0,0.0,0,0
,Downes,6,SOU,4.7,0,0,0.14,0.0,0,2,0,0.0,0,0
,Doucouré,6,EVE,5.1,0,0,0.02,0.0,0,1,0,0.5,0,0
,Nicolás Domínguez,6,NFO,5.0,0,1,0.0,0.03,0,0,0,0.0,0,0
,Doku,6,MCI,6.5,0,0,0.01,0.0,0,0,0,5.0,0,0
,Diop,6,FUL,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Digne,6,AVL,4.5,0,0,0.02,0.0,0,0,0,1.6,0,0
,Dibling,6,SOU,5.4,1,1,0.16,0.02,0,1,0,0.0,0,0
,Delap,6,IPS,6.2,0,3,0.0,0.57,0,0,0,0.9,0,1
,DeCordova-Reid,6,LEI,5.2,0,0,0.0,0.0,0,0,0,0.1,0,0
,Davis,6,IPS,4.2,7,1,0.48,0.04,0,7,0,0.9,0,0
,Damsgaard,6,BRE,5.8,0,0,0.07,0.0,0,1,2,0.6,0,0
,Dalot,6,MUN,4.4,0,0,0.02,0.0,0,0,0,1.0,0,0
,Cucurella,6,CHE,6.1,0,0,0.38,0.0,0,1,0,21.8,0,0
,Cornet,6,SOU,4.9,2,1,0.0,0.16,0,0,0,0.0,0,0
,Cook,6,BOU,4.9,3,1,0.21,0.1,0,4,2,0.0,0,0
,Colwill,6,CHE,4.8,0,0,0.0,0.0,0,0,0,0.1,0,0
,Collins,6,BRE,4.9,0,0,0.05,0.0,0,0,0,1.1,0,0
,Clarke (Jack),6,IPS,5.4,2,2,0.13,0.14,0,3,0,0.0,0,0
,Christie,6,BOU,5.0,0,2,0.01,0.04,0,1,2,0.1,0,0
,Carvalho,6,BRE,4.9,4,1,0.06,0.02,0,1,0,0.2,0,0
,Calvert-Lewin,6,EVE,5.5,0,2,0.01,0.34,0,0,0,1.4,0,0
,Calafiori,6,ARS,5.8,0,3,0.28,0.48,0,2,0,16.0,0,0
,Moises Caicedo,6,CHE,6.0,0,0,0.1,0.0,0,2,2,19.8,0,0
,Burns,6,IPS,4.7,0,1,0.0,0.16,0,0,0,0.0,0,0
,Burn,6,NEW,5.2,0,1,0.03,0.04,0,1,0,10.7,0,0
,Buonanotte,6,LEI,4.7,0,2,0.06,0.18,0,1,0,0.1,0,0
,Bueno (Santiago),6,WOL,4.4,0,0,0.0,0.0,0,0,0,0.1,0,0
,Buendía,6,AVL,5.3,0,1,0.0,0.09,0,0,0,0.2,0,0
,Brereton,6,SOU,4.8,0,1,0.01,0.03,0,0,0,0.1,0,0
,Branthwaite,6,EVE,5.3,0,0,0.0,0.0,0,0,2,0.2,0,0
,Bowen,6,WHU,7.7,5,3,0.25,0.08,0,3,2,7.6,0,0
,Bruno Fernandes,6,MUN,8.9,0,0,0.02,0.0,0,0,0,16.3,0,0
,Carlos Borges,6,WOL,5.4,0,1,0.01,0.11,0,0,0,0.0,0,0
,Bergvall,6,TOT,5.4,1,1,0.1,0.02,0,0,0,0.4,0,0
,Berge,6,FUL,4.9,0,0,0.0,0.0,0,0,0,0.1,0,0
,Bentancur,6,TOT,5.3,0,0,0.04,0.0,0,2,0,0.4,0,0
,Bellegarde,6,WOL,5.2,0,1,0.07,0.04,0,1,0,0.0,0,0
,Bednarek,6,SOU,4.0,0,0,0.01,0.0,0,0,2,1.9,0,0
,Bassey,6,FUL,4.5,0,1,0.01,0.01,0,0,0,0.6,0,0
,Barnes,6,NEW,6.3,0,4,0.02,0.25,0,0,0,0.4,0,0
,Barkley,6,AVL,4.8,0,1,0.0,0.02,0,0,0,0.0,0,0
,Baleba,6,BHA,4.7,0,3,0.04,0.34,1,1,2,2.1,0,1
,Bailey,6,AVL,5.5,0,0,0.45,0.0,1,1,0,0.1,0,0
,Ayew,6,LEI,5.1,0,0,0.0,0.0,0,0,0,0.2,0,0
,Ayari,6,BHA,4.9,0,1,0.01,0.02,0,0,0,0.3,0,0
,Awoniyi,6,NFO,5.2,0,1,0.01,0.16,0,0,0,0.4,0,0
,Kepa,6,BOU,4.2,0,0,0.0,0.0,0,0,0,0.5,2,0
,Aribo,6,SOU,4.9,0,1,0.02,0.02,0,0,0,0.1,0,0
,Areola,6,WHU,4.3,0,0,0.0,0.0,0,0,0,2.1,2,0
,Archer,6,SOU,4.8,0,0,0.01,0.0,0,0,0,1.1,0,0
,Joelinton,6,NEW,5.9,0,2,0.02,0.19,0,1,2,0.3,0,0
,Antonio,6,WHU,5.2,0,3,0.09,0.28,1,1,0,0.8,0,0
,Anderson,6,NFO,5.3,0,1,0.04,0.03,0,1,0,3.0,0,0
,Andersen,6,FUL,4.5,0,1,0.02,0.06,0,0,2,2.8,0,0
,Alexander-Arnold,6,LIV,7.2,2,2,0.1,0.09,0,1,0,16.7,0,0
,Akanji,6,MCI,5.4,0,2,0.1,0.06,0,0,0,0.3,0,0
,Ajer,6,BRE,4.4,0,0,0.02,0.0,0,0,0,0.2,0,0
,Ait Nouri,6,WOL,5.8,0,1,0.02,0.38,0,2,0,4.9,0,0
,Aina,6,NFO,4.7,0,0,0.31,0.0,0,1,0,2.5,0,0
,Álvarez (Edson),7,WHU,4.9,0,0,0.0,0.0,0,1,0,0.1,0,0
,van den Berg,7,BRE,4.5,0,2,0.02,0.19,0,1,0,0.6,0,0
,van de Ven,7,TOT,4.7,0,0,0.01,0.0,0,0,0,32.6,0,0
,van Dijk,7,LIV,6.0,0,1,0.09,0.03,0,1,0,23.6,0,0
,Igor Julio,7,BHA,4.5,0,0,0.01,0.0,0,0,0,0.1,0,0
,Gabriel Magalhães,7,ARS,6.6,0,3,0.04,0.2,0,0,0,40.9,0,0
,Antony,7,MUN,5.9,0,2,0.0,0.15,0,0,0,0.1,0,0
,Evanilson,7,BOU,7.0,0,3,0.16,0.12,0,1,0,1.4,0,0
,de Ligt,7,MUN,5.0,0,0,0.0,0.0,0,0,0,3.0,0,0
,Jesus,7,ARS,6.4,0,3,0.06,0.38,0,3,0,0.0,0,0
,André,7,WOL,5.4,0,1,0.01,0.01,0,2,0,0.1,0,0
,Zirkzee,7,MUN,5.8,0,0,0.0,0.0,0,0,0,0.4,0,0
