gameweek,Name,Team,Cost,App,Starts,Mins,On,Off,M/App,M/Strt,G,A,CS,GC,OG,PS,Svs,YC,RC,sBln,ARtn,Rtn,DC,B,DD,Tot,M/Pt,Pts/Strt
9,Endo,LIV,4.9,1,0,6,1,0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0.0
9,Eriksen,MUN,5.2,1,1,74,0,1,74.0,74.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,37.0,2.0
9,Mateus Fernandes,SOU,5.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Estupiñán,BHA,4.5,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Eze,CRY,7.6,1,1,90,0,0,90.0,90.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,15.0,6.0
9,Fabianski,WHU,4.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,3,30.0,3.0
9,Faes,LEI,3.8,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Fatawu,LEI,5.1,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Ferguson,WHU,5.5,1,0,25,1,0,25.0,0.0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,7,3.6,0.0
9,Fernández,CHE,6.7,1,0,24,1,0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,0.0
9,Jota Silva,NFO,5.4,1,0,21,1,0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0
9,Flekken,BRE,4.5,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Foden,MCI,8.0,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,30.0,3.0
9,Fofana (Wesley),CHE,4.4,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Casemiro,MUN,5.5,1,1,90,0,0,90.0,90.0,1,0,0,2,0,0,0,0,0,0,1,1,0,3,1,10,9.0,10.0
9,Gakpo,LIV,7.6,1,0,34,1,0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,0.0
9,Gonçalo Guedes,WOL,5.5,1,0,7,1,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0
9,Garnacho,MUN,6.4,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Rúben Dias,MCI,5.5,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,12.9,7.0
9,Rodrigo Gomes,WOL,4.5,1,0,2,1,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0
9,Toti,WOL,4.3,1,1,45,0,1,45.0,45.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Beto,EVE,5.2,1,0,14,1,0,14.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,7,2.0,0.0
9,João Gomes,WOL,5.4,1,1,90,0,1,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Gravenberch,LIV,5.6,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Gruda,BHA,5.4,1,0,25,1,0,25.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,25.0,0.0
9,Marc Guehi,CRY,4.9,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,15.0,6.0
9,Gueye,EVE,5.4,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Bruno Guimarães,NEW,6.5,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Gundogan,MCI,6.3,1,0,11,1,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0.0
9,Gusto,CHE,4.9,1,1,78,0,1,78.0,78.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,39.0,2.0
9,Gvardiol,MCI,5.9,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,9,10.0,9.0
9,Haaland,MCI,14.8,1,1,90,0,0,90.0,90.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,15.0,6.0
9,Lewis Hall,NEW,5.2,1,1,88,0,1,88.0,88.0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,4,22.0,4.0
9,Harrison (Jack),EVE,5.2,1,1,67,0,1,67.0,67.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,33.5,2.0
9,Harwood-Bellis,SOU,3.9,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Havertz,ARS,7.3,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Henderson,CRY,5.0,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,8,11.3,8.0
9,Hermansen,LEI,4.4,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Hirst,IPS,5.4,1,1,72,0,1,72.0,72.0,1,1,0,3,0,0,0,0,0,0,2,2,0,2,1,11,6.5,11.0
9,Hudson-Odoi,NFO,5.8,1,1,73,0,1,73.0,73.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,36.5,2.0
9,Hughes,CRY,4.8,1,0,71,1,0,71.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,35.5,0.0
9,Højlund,MUN,6.3,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Ings,WHU,4.8,1,0,28,1,0,28.0,0.0,0,2,0,1,0,0,0,0,0,0,2,2,0,1,0,8,3.5,0.0
9,Isak,NEW,10.4,1,1,90,0,0,90.0,90.0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,6,15.0,6.0
9,Iwobi,FUL,6.5,1,1,89,0,1,89.0,89.0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,1,11,8.1,11.0
9,Jackson (Nicolas),CHE,6.5,1,1,78,0,1,78.0,78.0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,9,8.7,9.0
9,James,CHE,5.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Janelt,BRE,4.9,1,1,90,0,0,90.0,90.0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,5,18.0,5.0
9,Jensen,BRE,4.9,1,0,21,1,0,21.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0
9,Raúl Jiménez,FUL,6.2,1,1,89,0,1,89.0,89.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,44.5,2.0
9,Johnson (Brennan),TOT,6.7,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Jones,LIV,5.4,1,1,87,0,1,87.0,87.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,43.5,2.0
9,Justin,LEI,4.0,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Kadioglu,BHA,4.4,1,1,72,0,1,72.0,72.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,12.0,6.0
9,Kamada,CRY,5.0,1,0,10,1,0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0.0
9,Kamara,AVL,4.9,1,0,15,1,0,15.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0.0
9,Keane,EVE,4.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Kelleher,LIV,4.5,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Kelly,NEW,4.2,1,0,7,1,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0
9,Kerkez,BOU,5.8,1,1,81,0,1,81.0,81.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,40.5,2.0
9,Kilman,WHU,4.3,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Kiwior,ARS,5.4,1,0,43,1,0,43.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,43.0,0.0
9,Kluivert,BOU,7.0,1,1,64,0,1,64.0,64.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,32.0,2.0
9,Konaté,LIV,5.4,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Konsa Ngoyo,AVL,4.4,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Kovacic,MCI,5.9,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,45.0,2.0
9,Kulusevski,TOT,6.4,1,1,62,0,1,62.0,62.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,62.0,1.0
9,Lacroix,CRY,5.0,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,18.0,5.0
9,Lallana,SOU,5.0,1,1,59,0,1,59.0,59.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Lamptey,BHA,4.4,1,0,17,1,0,17.0,0.0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,3,5.7,0.0
9,Lavia,CHE,4.9,1,1,72,0,1,72.0,72.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,4,18.0,4.0
9,Lemina (Mario),WOL,4.8,1,1,45,0,1,45.0,45.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,45.0,1.0
9,Leno,FUL,5.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,3,30.0,3.0
9,Lerma,CRY,4.9,1,1,20,0,1,20.0,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,1.0
9,Lewis (Rico),MCI,4.9,1,1,90,0,1,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,15.0,6.0
9,Lewis-Potter,BRE,4.9,1,1,80,0,1,80.0,80.0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,5,16.0,5.0
9,Lewis-Skelly,ARS,5.2,1,0,22,1,0,22.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22.0,0.0
9,Lindstrom,EVE,5.0,1,0,27,1,0,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0,0.0
9,Livramento,NEW,4.9,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Longstaff (Sean),NEW,4.9,1,0,29,1,0,29.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
9,Maatsen,AVL,4.3,1,0,26,1,0,26.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26.0,0.0
9,Mac Allister,LIV,6.3,1,1,59,0,1,59.0,59.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,59.0,1.0
9,Maddison,TOT,6.9,1,1,61,0,1,61.0,61.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,30.5,2.0
9,Madueke,CHE,6.8,1,1,67,0,1,67.0,67.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,67.0,1.0
9,José Sá,WOL,4.4,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Mangala,EVE,5.0,1,0,15,1,0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0.0
9,Manning,SOU,4.3,1,1,76,0,1,76.0,76.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,38.0,2.0
9,Martinelli,ARS,6.9,1,1,81,0,1,81.0,81.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,40.5,2.0
9,Martinez,AVL,5.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Martínez,MUN,4.8,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Mateta,CRY,7.7,1,1,90,0,0,90.0,90.0,1,0,1,0,0,0,0,1,0,0,1,1,0,3,0,8,11.3,8.0
9,Mavididi,LEI,5.0,1,1,67,0,1,67.0,67.0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,67.0,1.0
9,Mavropanos,WHU,4.4,1,1,45,0,1,45.0,45.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Mazraoui,MUN,4.9,1,1,77,0,1,77.0,77.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,38.5,2.0
9,Mbeumo,BRE,8.2,1,1,90,0,0,90.0,90.0,2,0,0,3,0,0,0,0,0,0,2,2,0,3,1,15,6.0,15.0
9,McGinn,AVL,5.4,1,1,71,0,1,71.0,71.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,35.5,2.0
9,McNeil,EVE,5.6,1,1,83,0,1,83.0,83.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,41.5,2.0
9,Merino,ARS,5.9,1,1,90,0,0,90.0,90.0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,8,11.3,8.0
9,Milenkovic,NFO,5.2,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Mitchell,CRY,5.0,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,15.0,6.0
9,Mitoma,BHA,6.2,1,1,88,0,1,88.0,88.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,44.0,2.0
9,Moore (Mikey),TOT,5.0,1,1,62,0,1,62.0,62.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,31.0,2.0
9,Savinho,MCI,6.9,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,15.0,6.0
9,Álex Moreno,NFO,4.0,1,1,70,0,1,70.0,70.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,70.0,1.0
9,Mudryk,CHE,5.0,1,0,29,1,0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,0.0
9,Rodrigo Muniz,FUL,5.4,1,0,5,1,0,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,0.0
9,Muñoz,CRY,5.7,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,18.0,5.0
9,Muric,IPS,4.4,1,1,90,0,0,90.0,90.0,0,0,0,4,0,0,6,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Murphy (Jacob),NEW,6.1,1,0,29,1,0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,0.0
9,Mvom Onana,AVL,4.8,1,1,45,0,1,45.0,45.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Mykolenko,EVE,4.9,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Ndiaye,EVE,6.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Ndidi,LEI,4.9,1,1,73,0,1,73.0,73.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,36.5,2.0
9,Nelson (Reiss),FUL,4.8,1,0,27,1,0,27.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27.0,0.0
9,Neto,CHE,7.0,1,1,90,0,0,90.0,90.0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,5,18.0,5.0
9,Lindelof,MUN,4.5,1,0,19,1,0,19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0.0
9,Eddie Nketiah,CRY,5.4,1,0,29,1,0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,0.0
9,Nkunku,CHE,5.9,1,0,18,1,0,18.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
9,Norgaard,BRE,5.2,1,1,76,0,1,76.0,76.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,38.0,2.0
9,Matheus Nunes,MCI,5.3,1,1,83,0,1,83.0,83.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,13.8,6.0
9,Núñez,LIV,6.5,1,1,90,0,0,90.0,90.0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,4,22.5,4.0
9,Nwaneri,ARS,5.2,1,0,13,1,0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,0.0
9,O'Shea,IPS,3.8,1,1,90,0,0,90.0,90.0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
9,Ogbene,IPS,4.8,1,1,31,0,1,31.0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,31.0,1.0
9,Okoli,LEI,4.0,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Onana,MUN,4.9,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Paul Onuachu,SOU,4.9,1,0,10,1,0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0.0
9,Osula,NEW,5.5,1,0,7,1,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0.0
9,Dango Ouattara,BOU,6.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Palmer (Cole),CHE,10.3,1,1,90,0,0,90.0,90.0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,1,10,9.0,10.0
9,Emerson,WHU,4.4,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Partey,ARS,4.9,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Pereira,FUL,5.3,1,1,79,0,1,79.0,79.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,26.3,3.0
9,Phillips (Kalvin),IPS,4.8,1,1,90,0,0,90.0,90.0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Pickford,EVE,5.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Pinnock,BRE,4.3,1,1,90,0,0,90.0,90.0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Pope,NEW,5.2,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Porro,TOT,5.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Ramsdale,SOU,4.8,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,22.5,4.0
9,Ramsey (Jacob),AVL,5.3,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Rashford,AVL,7.0,1,1,56,0,1,56.0,56.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,56.0,1.0
9,Raya Martin,ARS,5.8,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Reed,FUL,4.4,1,0,16,1,0,16.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.0,0.0
9,Rice,ARS,6.7,1,1,90,0,0,90.0,90.0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,5,18.0,5.0
9,Robertson,LIV,5.8,1,1,59,0,1,59.0,59.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,59.0,1.0
9,Robinson (Antonee),FUL,4.9,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Morato,NFO,4.4,1,0,25,1,0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,0.0
9,Rodríguez,WHU,4.8,1,1,85,0,1,85.0,85.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,42.5,2.0
9,Roerslev,BRE,4.5,1,1,90,0,0,90.0,90.0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,4,22.5,4.0
9,Rogers,AVL,6.8,1,1,57,0,1,57.0,57.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,57.0,1.0
9,Romero,TOT,5.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Rutter,BHA,5.7,1,1,80,0,1,80.0,80.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,5,16.0,5.0
9,Saka,ARS,10.0,1,1,81,0,1,81.0,81.0,1,0,0,2,0,0,0,0,0,0,1,1,0,2,0,9,9.0,9.0
9,Salah,LIV,14.3,1,1,90,0,0,90.0,90.0,1,0,0,2,0,0,0,0,0,0,1,1,0,3,1,10,9.0,10.0
9,Sanchez,CHE,4.9,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Ederson,MCI,5.3,1,1,90,0,0,90.0,90.0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,6,15.0,6.0
9,Murillo,NFO,5.3,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Matheus Cunha,WOL,7.9,1,1,90,0,0,90.0,90.0,1,0,0,2,0,0,0,0,0,0,1,1,0,3,0,9,10.0,9.0
9,Sarabia,WOL,5.0,1,0,45,1,0,45.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0.0
9,Ismaila Sarr,CRY,6.6,1,1,65,0,1,65.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,21.7,3.0
9,Sarr (Pape),TOT,4.9,1,0,32,1,0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.0,0.0
9,Schade,BRE,7.0,1,0,21,1,0,21.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0
9,Schär,NEW,5.4,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0
9,Sels,NFO,4.8,1,1,90,0,0,90.0,90.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,5,18.0,5.0
9,Semedo,WOL,4.5,1,1,90,0,0,90.0,90.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,90.0,1.0
9,Semenyo,BOU,8.1,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Senesi,BOU,5.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Smith,BOU,4.4,1,0,65,1,0,65.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,65.0,0.0
9,Smith-Rowe,FUL,5.7,1,1,79,0,1,79.0,79.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,6,13.2,6.0
9,Solanke,TOT,7.2,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Soler (Carlos),WHU,5.0,1,1,45,0,1,45.0,45.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45.0,1.0
9,Sosa,NFO,5.5,1,0,21,1,0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0
9,Soucek,WHU,5.7,1,0,45,1,0,45.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0.0
9,Soumaré,LEI,4.4,1,0,22,1,0,22.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
9,Stephens,SOU,4.0,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Stones,MCI,5.5,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
9,Strand Larsen,WOL,6.4,1,1,90,0,1,90.0,90.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Sulemana,SOU,5.0,1,0,11,1,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0.0
9,Summerville,WHU,5.5,1,0,45,1,0,45.0,0.0,1,0,0,1,0,0,0,1,0,0,1,1,0,2,0,7,6.4,0.0
9,Szmodics,IPS,5.7,1,1,72,0,1,72.0,72.0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,7,10.3,7.0
9,Szoboszlai,LIV,6.5,1,0,34,1,0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,0.0
9,Tarkowski,EVE,5.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Tavernier,BOU,5.5,1,0,33,1,0,33.0,0.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,3,11.0,0.0
9,Tete,FUL,4.5,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,45.0,2.0
9,Tielemans,AVL,5.9,1,1,90,0,0,90.0,90.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,90.0,1.0
9,Jurriën Timber,ARS,6.1,1,1,72,0,1,72.0,72.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,36.0,2.0
9,Todibo,WHU,4.3,1,0,45,1,0,45.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45.0,0.0
