minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
180,0,0,0,3,0,0,0,0,0,2,0,10,20.0,0.0,0.0,2.0,3,17,0,0,2,0.00,0.00,0.00,1.80,3,False,1,26,2025-26,David Raya Martín,1,5,False
180,0,0,0,3,0,0,0,0,0,2,0,10,20.0,0.0,0.0,2.0,3,17,0,0,2,0.00,0.00,0.00,1.80,3,False,1,26,2025-26,David Raya Martín,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,26,2025-26,Kepa Arrizabalaga Revuelta,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,26,2025-26,Kepa Arrizabalaga Revuelta,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,26,2025-26,Karl Hein,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,26,2025-26,Karl Hein,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,26,2025-26,Tommy Setford,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,26,2025-26,Tommy Setford,1,20,False
180,0,1,0,3,0,0,0,1,0,0,0,35,75.8,21.4,8.0,10.5,20,9,4,24,2,0.12,0.17,0.29,1.80,7,False,5,26,2025-26,Gabriel dos Santos Magalhães,1,5,False
180,0,1,0,3,0,0,0,1,0,0,0,35,75.8,21.4,8.0,10.5,20,9,4,24,2,0.12,0.17,0.29,1.80,7,False,5,26,2025-26,Gabriel dos Santos Magalhães,1,20,False
90,0,0,0,2,0,0,0,0,0,0,0,7,18.0,2.7,0.0,2.1,5,5,3,8,1,0.00,0.01,0.01,0.29,1,False,6,26,2025-26,William Saliba,1,5,False
90,0,0,0,2,0,0,0,0,0,0,0,7,18.0,2.7,0.0,2.1,5,5,3,8,1,0.00,0.01,0.01,0.29,1,False,6,26,2025-26,William Saliba,1,20,False
10,0,0,0,1,0,0,0,0,0,0,0,1,1.6,1.6,0.0,0.4,1,0,0,1,0,0.00,0.01,0.01,0.50,2,False,7,26,2025-26,Riccardo Calafiori,1,5,False
10,0,0,0,1,0,0,0,0,0,0,0,1,1.6,1.6,0.0,0.4,1,0,0,1,0,0.00,0.01,0.01,0.50,2,False,7,26,2025-26,Riccardo Calafiori,1,20,False
180,0,0,0,3,0,0,0,0,0,0,0,24,26.2,29.9,10.0,6.6,4,10,3,7,2,0.00,0.13,0.13,1.80,3,False,8,26,2025-26,Jurriën Timber,1,5,False
180,0,0,0,3,0,0,0,0,0,0,0,24,26.2,29.9,10.0,6.6,4,10,3,7,2,0.00,0.13,0.13,1.80,3,False,8,26,2025-26,Jurriën Timber,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,26,2025-26,Jakub Kiwior,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,26,2025-26,Jakub Kiwior,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,10,26,2025-26,Myles Lewis-Skelly,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,10,26,2025-26,Myles Lewis-Skelly,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,11,26,2025-26,Benjamin White,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,11,26,2025-26,Benjamin White,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,26,2025-26,Oleksandr Zinchenko,16,20,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,26,2025-26,Brayden Clarke,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,26,2025-26,Brayden Clarke,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,26,2025-26,Maldini Kacurri,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,26,2025-26,Maldini Kacurri,1,20,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,26,2025-26,Josh Nichols,1,5,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,26,2025-26,Josh Nichols,1,20,False
92,1,0,0,2,0,0,0,0,0,0,3,39,51.8,21.2,45.0,11.9,7,9,3,19,1,0.55,0.13,0.68,0.86,13,True,16,26,2025-26,Bukayo Saka,1,5,False
92,1,0,0,2,0,0,0,0,0,0,3,39,51.8,21.2,45.0,11.9,7,9,3,19,1,0.55,0.13,0.68,0.86,13,True,16,26,2025-26,Bukayo Saka,1,20,False
