minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,1,0,0,0,0,0,0,0,0,21,4.6,0.0,0.0,0.5,2,7,0,0,1,0.00,0.00,0.00,0.44,6,False,1,8,2025-26,David Raya Martín,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,8,2025-26,Kepa Arrizabalaga Revuelta,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,8,2025-26,Karl Hein,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,8,2025-26,Tommy Setford,1,10,False
90,0,1,1,0,0,0,0,0,0,0,3,33,33.4,11.6,15.0,6.0,9,1,0,9,1,0.24,0.02,0.26,0.44,12,True,5,8,2025-26,Gabriel dos Santos Magalhães,1,10,False
90,0,0,1,0,0,0,0,0,0,0,0,26,17.4,2.8,2.0,2.2,4,5,0,4,1,0.00,0.05,0.05,0.44,6,False,6,8,2025-26,William Saliba,1,10,False
90,0,0,1,0,0,0,0,0,0,0,0,26,12.6,8.0,9.0,3.0,4,6,1,5,1,0.04,0.02,0.06,0.44,6,False,7,8,2025-26,Riccardo Calafiori,1,10,False
90,0,0,1,0,0,0,0,0,0,0,0,27,16.8,31.8,6.0,5.5,2,5,2,4,1,0.00,0.15,0.15,0.44,6,False,8,8,2025-26,Jurriën Timber,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,8,2025-26,Jakub Kiwior,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,10,8,2025-26,Myles Lewis-Skelly,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,11,8,2025-26,Benjamin White,1,10,False
73,0,0,0,2,0,0,0,0,0,0,0,14,18.2,15.1,0.0,3.3,4,3,4,8,1,0.00,0.13,0.13,1.41,1,False,12,8,2025-26,Oleksandr Zinchenko,16,7,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,8,2025-26,Brayden Clarke,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,8,2025-26,Maldini Kacurri,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,8,2025-26,Josh Nichols,1,10,False
90,0,0,1,0,0,0,0,0,0,0,2,28,28.8,80.3,44.0,15.3,1,9,2,12,1,0.07,0.55,0.62,0.44,7,False,16,8,2025-26,Bukayo Saka,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,17,8,2025-26,Martin Ødegaard,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,18,8,2025-26,Noni Madueke,1,10,False
9,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.5,41.0,4.5,0,1,1,2,0,0.52,0.00,0.52,0.04,1,False,19,8,2025-26,Gabriel Martinelli Silva,1,10,False
80,1,0,1,0,0,0,0,0,0,0,2,28,33.2,18.2,56.0,10.7,2,4,0,6,1,0.60,0.07,0.67,0.40,10,False,20,8,2025-26,Leandro Trossard,1,10,False
90,0,0,1,0,0,0,0,0,0,0,0,10,15.6,19.5,1.0,3.6,3,2,0,5,1,0.03,0.08,0.11,0.44,3,False,21,8,2025-26,Declan Rice,1,10,False
28,0,0,0,0,0,0,0,0,0,0,0,5,5.4,1.1,4.0,1.1,1,2,2,5,0,0.00,0.01,0.01,0.04,1,False,22,8,2025-26,Mikel Merino Zazón,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,23,8,2025-26,Fábio Ferreira Vieira,1,10,False
1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,1,1,0,2,0,0.00,0.00,0.00,0.00,1,False,24,8,2025-26,Christian Nørgaard,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,25,8,2025-26,Ethan Nwaneri,1,10,False
90,0,0,1,0,0,0,0,0,0,0,0,12,11.2,15.6,2.0,2.9,2,2,1,5,1,0.00,0.06,0.06,0.44,3,False,26,8,2025-26,Martín Zubimendi Ibáñez,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,27,8,2025-26,Reiss Nelson,5,19,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,28,8,2025-26,Ismeal Kabia,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,29,8,2025-26,Albert Sambi Lokonga,1,10,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,30,8,2025-26,Kai Havertz,1,10,False
