minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,1,0,0,0,0,0,0,0,0,19,4.4,0.0,0.0,0.4,1,4,0,0,1,0.00,0.00,0.00,0.36,6,False,1,21,2025-26,David Raya Martín,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,21,2025-26,Kepa Arrizabalaga Revuelta,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,21,2025-26,Karl Hein,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,21,2025-26,Tommy Setford,1,12,True
90,0,0,1,0,0,0,0,0,0,0,0,25,21.8,7.3,12.0,4.1,6,3,0,6,1,0.14,0.05,0.19,0.36,6,False,5,21,2025-26,Gabriel dos Santos Magalhães,1,12,True
90,0,0,1,0,0,0,0,0,0,0,1,28,13.8,19.3,0.0,3.3,5,4,0,5,1,0.00,0.15,0.15,0.36,7,False,6,21,2025-26,William Saliba,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,7,21,2025-26,Riccardo Calafiori,1,12,True
90,0,0,1,0,0,0,0,0,0,0,0,24,11.0,3.7,8.0,2.3,5,3,0,5,1,0.00,0.02,0.02,0.36,6,False,8,21,2025-26,Jurriën Timber,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,21,2025-26,Jakub Kiwior,1,12,True
33,0,0,0,0,0,0,0,0,0,0,0,5,4.2,10.1,0.0,1.4,0,1,1,1,0,0.00,0.00,0.00,0.22,1,False,10,21,2025-26,Myles Lewis-Skelly,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,11,21,2025-26,Benjamin White,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,21,2025-26,Oleksandr Zinchenko,16,19,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,21,2025-26,Brayden Clarke,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,21,2025-26,Maldini Kacurri,1,12,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,21,2025-26,Josh Nichols,1,12,True
77,0,0,1,0,0,0,0,0,0,0,0,6,4.8,3.8,18.0,2.7,0,1,0,1,1,0.13,0.02,0.15,0.30,3,False,16,21,2025-26,Bukayo Saka,1,12,True
77,0,0,1,0,0,0,0,0,0,0,0,12,4.2,14.7,4.0,2.3,1,1,0,2,1,0.00,0.04,0.04,0.30,3,False,17,21,2025-26,Martin Ødegaard,1,12,True
