minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,1,0,0,0,0,1,0,7,3,38,49.2,0.0,0.0,4.9,1,13,0,0,1,0.00,0.00,0.00,1.52,10,True,1,1,2025-26,David Raya Martín,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,1,2025-26,Kepa Arrizabalaga Revuelta,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,1,2025-26,Karl Hein,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,1,2025-26,Tommy Setford,1,14,False
90,0,0,1,0,0,0,0,0,0,0,0,23,22.8,0.3,4.0,2.7,6,1,1,7,1,0.00,0.00,0.00,1.52,6,False,5,1,2025-26,Gabriel dos Santos Magalhães,1,14,False
90,0,0,1,0,0,0,0,0,0,0,1,25,31.4,0.1,0.0,3.2,10,3,4,14,1,0.00,0.00,0.00,1.52,9,False,6,1,2025-26,William Saliba,1,14,False
71,1,0,1,0,0,0,0,1,0,0,2,33,36.2,2.1,35.0,7.3,3,5,1,4,1,0.91,0.01,0.92,0.87,13,True,7,1,2025-26,Riccardo Calafiori,1,14,False
19,0,0,0,0,0,0,0,1,0,0,0,-3,3.0,0.3,0.0,0.3,1,1,2,3,0,0.00,0.00,0.00,0.66,0,False,8,1,2025-26,Jurriën Timber,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,1,2025-26,Jakub Kiwior,1,14,False
18,0,0,0,0,0,0,0,1,0,0,0,-1,0.2,0.0,0.0,0.0,1,0,0,1,0,0.00,0.00,0.00,0.66,0,False,10,1,2025-26,Myles Lewis-Skelly,1,14,False
70,0,0,1,0,0,0,0,0,0,0,0,23,15.4,11.3,1.0,2.8,6,4,2,8,1,0.01,0.01,0.02,0.87,6,False,11,1,2025-26,Benjamin White,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,1,2025-26,Oleksandr Zinchenko,16,5,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,1,2025-26,Brayden Clarke,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,1,2025-26,Maldini Kacurri,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,1,2025-26,Josh Nichols,1,14,False
90,0,0,1,0,0,0,0,0,0,0,0,7,12.0,16.4,7.0,3.5,0,2,3,5,1,0.15,0.09,0.24,1.52,3,False,16,1,2025-26,Bukayo Saka,1,14,False
90,0,0,1,0,0,0,0,0,0,0,0,16,17.8,20.3,17.0,5.5,6,7,1,14,1,0.09,0.29,0.38,1.52,5,False,17,1,2025-26,Martin Ødegaard,1,14,False
30,0,0,0,0,0,0,0,0,0,0,0,2,1.6,10.7,2.0,1.4,0,0,0,0,0,0.00,0.02,0.02,0.82,1,False,18,1,2025-26,Noni Madueke,1,14,False
59,0,0,0,0,0,0,0,0,0,0,0,8,6.2,10.3,21.0,3.8,0,3,1,4,1,0.02,0.01,0.03,0.70,1,False,19,1,2025-26,Gabriel Martinelli Silva,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,20,1,2025-26,Leandro Trossard,1,14,False
82,0,1,1,0,0,0,0,0,0,0,0,14,2.6,1.3,8.0,1.2,1,3,0,4,1,0.13,0.01,0.14,1.04,6,False,21,1,2025-26,Declan Rice,1,14,False
7,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,1,0,0,1,0,0.00,0.00,0.00,0.49,1,False,22,1,2025-26,Mikel Merino Zazón,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,23,1,2025-26,Fábio Ferreira Vieira,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,24,1,2025-26,Christian Nørgaard,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,25,1,2025-26,Ethan Nwaneri,1,14,False
90,0,0,1,0,0,0,0,0,0,0,0,15,16.0,1.9,2.0,2.0,4,5,3,12,1,0.00,0.01,0.01,1.52,5,False,26,1,2025-26,Martín Zubimendi Ibáñez,1,14,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,27,1,2025-26,Reiss Nelson,5,16,False
