minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,1,0,0,0,0,0,0,0,0,20,3.2,0.0,0.0,0.3,0,8,0,0,1,0.00,0.00,0.00,0.49,6,False,1,7,2025-26,David Raya Martín,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,7,2025-26,Kepa Arrizabalaga Revuelta,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,7,2025-26,Karl Hein,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,7,2025-26,Tommy Setford,1,19,True
90,0,0,1,0,0,0,0,0,0,0,1,33,24.6,2.0,2.0,2.9,10,0,2,12,1,0.00,0.03,0.03,0.49,9,False,5,7,2025-26,Gabriel dos Santos Magalhães,1,19,True
90,0,0,1,0,0,0,0,0,0,0,0,30,28.2,2.2,0.0,3.0,8,4,0,8,1,0.00,0.02,0.02,0.49,6,False,6,7,2025-26,William Saliba,1,19,True
74,0,0,1,0,0,0,0,0,0,0,0,26,8.8,5.4,19.0,3.3,3,5,3,6,1,0.17,0.02,0.19,0.36,6,False,7,7,2025-26,Riccardo Calafiori,1,19,True
90,0,1,1,0,0,0,0,0,0,0,2,43,20.2,16.8,29.0,6.6,3,3,6,9,1,0.16,0.03,0.19,0.49,11,True,8,7,2025-26,Jurriën Timber,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,7,2025-26,Jakub Kiwior,1,19,True
15,0,0,0,0,0,0,0,0,0,0,0,2,3.2,0.3,2.0,0.6,2,1,0,2,0,0.00,0.00,0.00,0.13,1,False,10,7,2025-26,Myles Lewis-Skelly,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,11,7,2025-26,Benjamin White,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,7,2025-26,Oleksandr Zinchenko,16,15,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,7,2025-26,Brayden Clarke,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,7,2025-26,Maldini Kacurri,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,7,2025-26,Josh Nichols,1,19,True
90,1,0,1,0,0,0,0,0,0,0,0,22,38.8,23.6,31.0,9.3,1,4,2,7,1,0.84,1.11,1.95,0.49,8,False,16,7,2025-26,Bukayo Saka,1,19,True
29,0,0,0,0,0,0,0,0,0,0,0,4,3.2,16.5,0.0,2.0,0,0,1,1,1,0.00,0.21,0.21,0.34,1,False,17,7,2025-26,Martin Ødegaard,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,18,7,2025-26,Noni Madueke,1,19,True
11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,14.0,2.0,1.8,1,1,0,2,0,0.00,0.06,0.06,0.13,1,False,19,7,2025-26,Gabriel Martinelli Silva,1,19,True
74,0,0,1,0,0,0,0,0,0,0,0,16,10.8,28.5,20.0,5.9,1,1,2,4,1,0.12,0.09,0.21,0.36,3,False,20,7,2025-26,Leandro Trossard,1,19,True
78,1,0,1,0,0,0,0,0,0,0,3,45,45.6,40.4,23.0,10.9,2,3,0,5,1,0.32,0.12,0.44,0.36,11,True,21,7,2025-26,Declan Rice,1,19,True
11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.7,12.0,1.2,0,0,0,0,0,0.16,0.00,0.16,0.13,1,False,22,7,2025-26,Mikel Merino Zazón,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,23,7,2025-26,Fábio Ferreira Vieira,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,24,7,2025-26,Christian Nørgaard,1,19,True
15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.1,1.0,0.1,0,0,0,0,0,0.02,0.04,0.06,0.13,1,False,25,7,2025-26,Ethan Nwaneri,1,19,True
60,0,0,1,0,0,0,0,0,0,0,0,20,22.6,18.4,0.0,4.1,3,3,5,11,0,0.00,0.16,0.16,0.15,3,False,26,7,2025-26,Martín Zubimendi Ibáñez,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,27,7,2025-26,Reiss Nelson,5,13,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,28,7,2025-26,Ismeal Kabia,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,29,7,2025-26,Albert Sambi Lokonga,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,30,7,2025-26,Kai Havertz,1,19,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,31,7,2025-26,Gabriel Fernando de Jesus,1,19,True
90,0,0,0,1,0,0,0,1,0,1,0,9,11.4,0.0,0.0,1.1,1,8,0,0,1,0.00,0.00,0.00,0.42,1,False,32,7,2025-26,Emiliano Martínez Romero,2,3,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,33,7,2025-26,Marco Bizot,2,3,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,34,7,2025-26,Joe Gauci,2,3,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,35,7,2025-26,Filip Marschall,2,3,True
83,0,0,0,1,0,0,0,0,0,0,0,9,10.6,16.4,9.0,3.6,2,2,1,3,1,0.01,0.03,0.04,0.39,2,False,36,7,2025-26,Matty Cash,2,3,True
90,0,0,0,1,0,0,0,1,0,0,0,20,27.6,81.8,17.0,12.6,4,4,2,6,1,0.08,0.58,0.66,0.42,1,False,37,7,2025-26,Lucas Digne,2,3,True
